"","uniqueid","trayloc","substrate","germdate","doy","daysfromstart","sp","strat","temp","individual","location","origin","germinated","treatment","uniqind"
"1904","31b2Soil","31b2","Soil",2015-12-01,335,8,"PLAMAJ",60,20.7,"US25","USA--Walden","USA",1,"20.7_60","PLAMAJ_US25"
"1905","31b3Soil","31b3","Soil",2015-12-03,337,10,"PLAMAJ",60,20.7,"US205","USA--Arnold Arboretum ","USA",1,"20.7_60","PLAMAJ_US205"
"1906","31b4Soil","31b4","Soil",2015-11-29,333,6,"PLAMAJ",60,20.7,"EU08","Europe--Grenoble, France","Europe",1,"20.7_60","PLAMAJ_EU08"
"1907","31b5Soil","31b5","Soil",NA,NA,NA,"PLAMED",60,20.7,"EU05","Europe--Le Tretien, Switzerland","Europe",0,"20.7_60","PLAMED_EU05"
"1908","31b6Soil","31b6","Soil",2015-12-03,337,10,"CAPBUR",30,20.7,"US02","USA--Harvard Forest","USA",1,"20.7_30","CAPBUR_US02"
"1909","31b7Soil","31b7","Soil",NA,NA,NA,"CAPBUR",30,20.7,"US01","USA--Harvard Forest","USA",0,"20.7_30","CAPBUR_US01"
"1910","31b8Soil","31b8","Soil",2015-12-07,341,14,"CHEMAJ",60,20.7,"EU08","Europe--Bois de Boulogne, Paris, France","Europe",1,"20.7_60","CHEMAJ_EU08"
"1911","31b9Soil","31b9","Soil",2015-12-09,343,16,"CHEMAJ",60,20.7,"EU29","Europe--Grenoble, France","Europe",1,"20.7_60","CHEMAJ_EU29"
"1912","31c10Soil","31c10","Soil",2015-12-01,335,8,"RUMCRI",60,20.7,"EU03","Europe--Grenoble, France","Europe",1,"20.7_60","RUMCRI_EU03"
"1913","31c11Soil","31c11","Soil",2015-12-01,335,8,"RUMCRI",60,20.7,"EU05","Europe--Grenoble, France","Europe",1,"20.7_60","RUMCRI_EU05"
"1914","31c2Soil","31c2","Soil",2015-11-29,333,6,"PLAMAJ",60,20.7,"US25","USA--Walden","USA",1,"20.7_60","PLAMAJ_US25"
"1915","31c3Soil","31c3","Soil",2015-11-29,333,6,"PLAMAJ",60,20.7,"EU01","Europe--Schaan, Liechtenstein","Europe",1,"20.7_60","PLAMAJ_EU01"
"1916","31c4Soil","31c4","Soil",2015-11-29,333,6,"PLAMAJ",60,20.7,"EU08","Europe--Grenoble, France","Europe",1,"20.7_60","PLAMAJ_EU08"
"1917","31c5Soil","31c5","Soil",NA,NA,NA,"PLAMED",60,20.7,"EU05","Europe--Le Tretien, Switzerland","Europe",0,"20.7_60","PLAMED_EU05"
"1918","31c6Soil","31c6","Soil",NA,NA,NA,"CAPBUR",30,20.7,"US02","USA--Harvard Forest","USA",0,"20.7_30","CAPBUR_US02"
"1919","31c7Soil","31c7","Soil",NA,NA,NA,"CAPBUR",30,20.7,"US01","USA--Harvard Forest","USA",0,"20.7_30","CAPBUR_US01"
"1920","31c8Soil","31c8","Soil",NA,NA,NA,"CHEMAJ",60,20.7,"EU08","Europe--Bois de Boulogne, Paris, France","Europe",0,"20.7_60","CHEMAJ_EU08"
"1921","31c9Soil","31c9","Soil",2016-01-11,11,49,"CHEMAJ",60,20.7,"EU29","Europe--Grenoble, France","Europe",1,"20.7_60","CHEMAJ_EU29"
"1922","31d10Soil","31d10","Soil",2015-12-01,335,8,"RUMCRI",60,20.7,"EU03","Europe--Grenoble, France","Europe",1,"20.7_60","RUMCRI_EU03"
"1923","31d11Soil","31d11","Soil",2015-11-27,331,4,"TAROFF",60,20.7,"EU01","Europe--Grenoble, France","Europe",1,"20.7_60","TAROFF_EU01"
"1924","31d2Soil","31d2","Soil",2015-11-29,333,6,"PLAMAJ",60,20.7,"US205","USA--Arnold Arboretum ","USA",1,"20.7_60","PLAMAJ_US205"
"1925","31d3Soil","31d3","Soil",2015-11-29,333,6,"PLAMAJ",60,20.7,"EU01","Europe--Schaan, Liechtenstein","Europe",1,"20.7_60","PLAMAJ_EU01"
"1926","31d4Soil","31d4","Soil",2015-11-27,331,4,"PLAMAJ",60,20.7,"EU08","Europe--Grenoble, France","Europe",1,"20.7_60","PLAMAJ_EU08"
"1927","31d5Soil","31d5","Soil",NA,NA,NA,"PLAMED",60,20.7,"EU05","Europe--Le Tretien, Switzerland","Europe",0,"20.7_60","PLAMED_EU05"
"1928","31d6Soil","31d6","Soil",NA,NA,NA,"CAPBUR",30,20.7,"US02","USA--Harvard Forest","USA",0,"20.7_30","CAPBUR_US02"
"1929","31d7Soil","31d7","Soil",2015-11-29,333,6,"DACGLO",60,20.7,"EU40","Europe--Tacconaz, France","Europe",1,"20.7_60","DACGLO_EU40"
"1930","31d8Soil","31d8","Soil",2016-01-11,11,49,"CHEMAJ",60,20.7,"EU08","Europe--Bois de Boulogne, Paris, France","Europe",1,"20.7_60","CHEMAJ_EU08"
"1931","31d9Soil","31d9","Soil",2015-12-09,343,16,"CHEMAJ",60,20.7,"EU29","Europe--Grenoble, France","Europe",1,"20.7_60","CHEMAJ_EU29"
"1932","31e10Soil","31e10","Soil",2015-11-29,333,6,"RUMCRI",60,20.7,"EU05","Europe--Grenoble, France","Europe",1,"20.7_60","RUMCRI_EU05"
"1933","31e11Soil","31e11","Soil",2015-11-27,331,4,"TAROFF",60,20.7,"EU01","Europe--Grenoble, France","Europe",1,"20.7_60","TAROFF_EU01"
"1934","31e1Soil","31e1","Soil",2015-11-29,333,6,"PLAMAJ",60,20.7,"US25","USA--Walden","USA",1,"20.7_60","PLAMAJ_US25"
"1935","31e2Soil","31e2","Soil",2015-12-01,335,8,"PLAMAJ",60,20.7,"US205","USA--Arnold Arboretum ","USA",1,"20.7_60","PLAMAJ_US205"
"1936","31e3Soil","31e3","Soil",2015-11-29,333,6,"PLAMAJ",60,20.7,"EU01","Europe--Schaan, Liechtenstein","Europe",1,"20.7_60","PLAMAJ_EU01"
"1937","31e4Soil","31e4","Soil",2015-11-29,333,6,"PLAMAJ",60,20.7,"EU08","Europe--Grenoble, France","Europe",1,"20.7_60","PLAMAJ_EU08"
"1938","31e5Soil","31e5","Soil",NA,NA,NA,"PLAMED",60,20.7,"EU05","Europe--Le Tretien, Switzerland","Europe",0,"20.7_60","PLAMED_EU05"
"1939","31e6Soil","31e6","Soil",NA,NA,NA,"CAPBUR",30,20.7,"US01","USA--Harvard Forest","USA",0,"20.7_30","CAPBUR_US01"
"1940","31e7Soil","31e7","Soil",2015-11-29,333,6,"DACGLO",60,20.7,"EU40","Europe--Tacconaz, France","Europe",1,"20.7_60","DACGLO_EU40"
"1941","31e8Soil","31e8","Soil",2016-01-11,11,49,"CHEMAJ",60,20.7,"EU08","Europe--Bois de Boulogne, Paris, France","Europe",1,"20.7_60","CHEMAJ_EU08"
"1942","31e9Soil","31e9","Soil",2015-12-07,341,14,"CHEMAJ",60,20.7,"EU29","Europe--Grenoble, France","Europe",1,"20.7_60","CHEMAJ_EU29"
"1943","31f10Soil","31f10","Soil",2015-11-29,333,6,"RUMCRI",60,20.7,"EU05","Europe--Grenoble, France","Europe",1,"20.7_60","RUMCRI_EU05"
"1944","31f11Soil","31f11","Soil",2015-11-27,331,4,"TAROFF",60,20.7,"EU01","Europe--Grenoble, France","Europe",1,"20.7_60","TAROFF_EU01"
"1945","31f1Soil","31f1","Soil",2015-11-29,333,6,"PLAMAJ",60,20.7,"US25","USA--Walden","USA",1,"20.7_60","PLAMAJ_US25"
"1946","31f2Soil","31f2","Soil",2015-11-29,333,6,"PLAMAJ",60,20.7,"US205","USA--Arnold Arboretum ","USA",1,"20.7_60","PLAMAJ_US205"
"1947","31f3Soil","31f3","Soil",2015-11-29,333,6,"PLAMAJ",60,20.7,"EU01","Europe--Schaan, Liechtenstein","Europe",1,"20.7_60","PLAMAJ_EU01"
"1948","31f4Soil","31f4","Soil",2015-11-29,333,6,"PLAMAJ",60,20.7,"EU08","Europe--Grenoble, France","Europe",1,"20.7_60","PLAMAJ_EU08"
"1949","31f5Soil","31f5","Soil",2015-01-11,11,49,"CAPBUR",30,20.7,"US02","USA--Harvard Forest","USA",1,"20.7_30","CAPBUR_US02"
"1950","31f6Soil","31f6","Soil",2015-12-06,340,13,"CAPBUR",30,20.7,"US01","USA--Harvard Forest","USA",1,"20.7_30","CAPBUR_US01"
"1951","31f7Soil","31f7","Soil",2015-12-01,335,8,"DACGLO",60,20.7,"EU40","Europe--Tacconaz, France","Europe",1,"20.7_60","DACGLO_EU40"
"1952","31f8Soil","31f8","Soil",2016-01-11,11,49,"CHEMAJ",60,20.7,"EU08","Europe--Bois de Boulogne, Paris, France","Europe",1,"20.7_60","CHEMAJ_EU08"
"1953","31f9Soil","31f9","Soil",2015-12-01,335,8,"RUMCRI",60,20.7,"EU03","Europe--Grenoble, France","Europe",1,"20.7_60","RUMCRI_EU03"
"1954","32a10Soil","32a10","Soil",NA,NA,NA,"RUMCRI",60,25.3,"EU03","Europe--Grenoble, France","Europe",0,"25.3_60","RUMCRI_EU03"
"1955","32a11Soil","32a11","Soil",2015-12-05,339,12,"RUMCRI",60,25.3,"EU05","Europe--Grenoble, France","Europe",1,"25.3_60","RUMCRI_EU05"
"1956","32a12Soil","32a12","Soil",2015-11-29,333,6,"TAROFF",60,25.3,"EU01","Europe--Grenoble, France","Europe",1,"25.3_60","TAROFF_EU01"
"1957","32a2Soil","32a2","Soil",2015-11-29,333,6,"PLAMAJ",60,25.3,"US25","USA--Walden","USA",1,"25.3_60","PLAMAJ_US25"
"1958","32a3Soil","32a3","Soil",2015-12-13,347,20,"PLAMAJ",60,25.3,"US205","USA--Arnold Arboretum ","USA",1,"25.3_60","PLAMAJ_US205"
"1959","32a4Soil","32a4","Soil",2015-11-29,333,6,"PLAMAJ",60,25.3,"EU01","Europe--Schaan, Liechtenstein","Europe",1,"25.3_60","PLAMAJ_EU01"
"1960","32a5Soil","32a5","Soil",NA,NA,NA,"PLAMED",60,25.3,"EU05","Europe--Le Tretien, Switzerland","Europe",0,"25.3_60","PLAMED_EU05"
"1961","32a6Soil","32a6","Soil",NA,NA,NA,"CAPBUR",30,25.3,"US02","USA--Harvard Forest","USA",0,"25.3_30","CAPBUR_US02"
"1962","32a7Soil","32a7","Soil",NA,NA,NA,"CAPBUR",30,25.3,"US01","USA--Harvard Forest","USA",0,"25.3_30","CAPBUR_US01"
"1963","32a8Soil","32a8","Soil",2015-12-03,337,10,"DACGLO",60,25.3,"EU40","Europe--Tacconaz, France","Europe",1,"25.3_60","DACGLO_EU40"
"1964","32a9Soil","32a9","Soil",2015-12-09,343,16,"CHEMAJ",60,25.3,"EU29","Europe--Grenoble, France","Europe",1,"25.3_60","CHEMAJ_EU29"
"1965","32b10Soil","32b10","Soil",2015-12-05,339,12,"RUMCRI",60,25.3,"EU03","Europe--Grenoble, France","Europe",1,"25.3_60","RUMCRI_EU03"
"1966","32b11Soil","32b11","Soil",2015-12-01,335,8,"RUMCRI",60,25.3,"EU05","Europe--Grenoble, France","Europe",1,"25.3_60","RUMCRI_EU05"
"1967","32b12Soil","32b12","Soil",2015-11-29,333,6,"TAROFF",60,25.3,"EU01","Europe--Grenoble, France","Europe",1,"25.3_60","TAROFF_EU01"
"1968","32b2Soil","32b2","Soil",2015-11-29,333,6,"PLAMAJ",60,25.3,"US25","USA--Walden","USA",1,"25.3_60","PLAMAJ_US25"
"1969","32b3Soil","32b3","Soil",2015-12-01,335,8,"PLAMAJ",60,25.3,"US205","USA--Arnold Arboretum ","USA",1,"25.3_60","PLAMAJ_US205"
"1970","32b4Soil","32b4","Soil",2015-12-03,337,10,"PLAMAJ",60,25.3,"EU08","Europe--Grenoble, France","Europe",1,"25.3_60","PLAMAJ_EU08"
"1971","32b5Soil","32b5","Soil",2015-12-26,360,33,"PLAMED",60,25.3,"EU05","Europe--Le Tretien, Switzerland","Europe",1,"25.3_60","PLAMED_EU05"
"1972","32b6Soil","32b6","Soil",NA,NA,NA,"CAPBUR",30,25.3,"US02","USA--Harvard Forest","USA",0,"25.3_30","CAPBUR_US02"
"1973","32b7Soil","32b7","Soil",NA,NA,NA,"CAPBUR",30,25.3,"US01","USA--Harvard Forest","USA",0,"25.3_30","CAPBUR_US01"
"1974","32b8Soil","32b8","Soil",2015-12-09,343,16,"CHEMAJ",60,25.3,"EU08","Europe--Bois de Boulogne, Paris, France","Europe",1,"25.3_60","CHEMAJ_EU08"
"1975","32b9Soil","32b9","Soil",2015-12-15,349,22,"CHEMAJ",60,25.3,"EU29","Europe--Grenoble, France","Europe",1,"25.3_60","CHEMAJ_EU29"
"1976","32c10Soil","32c10","Soil",2015-12-01,335,8,"RUMCRI",60,25.3,"EU03","Europe--Grenoble, France","Europe",1,"25.3_60","RUMCRI_EU03"
"1977","32c11Soil","32c11","Soil",2015-12-01,335,8,"RUMCRI",60,25.3,"EU05","Europe--Grenoble, France","Europe",1,"25.3_60","RUMCRI_EU05"
"1978","32c2Soil","32c2","Soil",2015-12-01,335,8,"PLAMAJ",60,25.3,"US25","USA--Walden","USA",1,"25.3_60","PLAMAJ_US25"
"1979","32c3Soil","32c3","Soil",2015-12-03,337,10,"PLAMAJ",60,25.3,"EU01","Europe--Schaan, Liechtenstein","Europe",1,"25.3_60","PLAMAJ_EU01"
"1980","32c4Soil","32c4","Soil",2015-11-29,333,6,"PLAMAJ",60,25.3,"EU08","Europe--Grenoble, France","Europe",1,"25.3_60","PLAMAJ_EU08"
"1981","32c5Soil","32c5","Soil",NA,NA,NA,"PLAMED",60,25.3,"EU05","Europe--Le Tretien, Switzerland","Europe",0,"25.3_60","PLAMED_EU05"
"1982","32c6Soil","32c6","Soil",2015-11-29,333,6,"CAPBUR",30,25.3,"US02","USA--Harvard Forest","USA",1,"25.3_30","CAPBUR_US02"
"1983","32c7Soil","32c7","Soil",NA,NA,NA,"CAPBUR",30,25.3,"US01","USA--Harvard Forest","USA",0,"25.3_30","CAPBUR_US01"
"1984","32c8Soil","32c8","Soil",2015-12-09,343,16,"CHEMAJ",60,25.3,"EU08","Europe--Bois de Boulogne, Paris, France","Europe",1,"25.3_60","CHEMAJ_EU08"
"1985","32c9Soil","32c9","Soil",2015-12-26,360,33,"CHEMAJ",60,25.3,"EU29","Europe--Grenoble, France","Europe",1,"25.3_60","CHEMAJ_EU29"
"1986","32d10Soil","32d10","Soil",NA,NA,NA,"RUMCRI",60,25.3,"EU03","Europe--Grenoble, France","Europe",0,"25.3_60","RUMCRI_EU03"
"1987","32d11Soil","32d11","Soil",NA,NA,NA,"TAROFF",60,25.3,"EU01","Europe--Grenoble, France","Europe",0,"25.3_60","TAROFF_EU01"
"1988","32d2Soil","32d2","Soil",2015-11-29,333,6,"PLAMAJ",60,25.3,"US205","USA--Arnold Arboretum ","USA",1,"25.3_60","PLAMAJ_US205"
"1989","32d3Soil","32d3","Soil",2015-11-29,333,6,"PLAMAJ",60,25.3,"EU01","Europe--Schaan, Liechtenstein","Europe",1,"25.3_60","PLAMAJ_EU01"
"1990","32d4Soil","32d4","Soil",2015-11-29,333,6,"PLAMAJ",60,25.3,"EU08","Europe--Grenoble, France","Europe",1,"25.3_60","PLAMAJ_EU08"
"1991","32d5Soil","32d5","Soil",NA,NA,NA,"PLAMED",60,25.3,"EU05","Europe--Le Tretien, Switzerland","Europe",0,"25.3_60","PLAMED_EU05"
"1992","32d6Soil","32d6","Soil",NA,NA,NA,"CAPBUR",30,25.3,"US02","USA--Harvard Forest","USA",0,"25.3_30","CAPBUR_US02"
"1993","32d7Soil","32d7","Soil",2015-11-29,333,6,"DACGLO",60,25.3,"EU40","Europe--Tacconaz, France","Europe",1,"25.3_60","DACGLO_EU40"
"1994","32d8Soil","32d8","Soil",2015-12-09,343,16,"CHEMAJ",60,25.3,"EU08","Europe--Bois de Boulogne, Paris, France","Europe",1,"25.3_60","CHEMAJ_EU08"
"1995","32d9Soil","32d9","Soil",NA,NA,NA,"CHEMAJ",60,25.3,"EU29","Europe--Grenoble, France","Europe",0,"25.3_60","CHEMAJ_EU29"
"1996","32e10Soil","32e10","Soil",NA,NA,NA,"RUMCRI",60,25.3,"EU05","Europe--Grenoble, France","Europe",0,"25.3_60","RUMCRI_EU05"
"1997","32e11Soil","32e11","Soil",2015-11-29,333,6,"TAROFF",60,25.3,"EU01","Europe--Grenoble, France","Europe",1,"25.3_60","TAROFF_EU01"
"1998","32e1Soil","32e1","Soil",2015-12-03,337,10,"PLAMAJ",60,25.3,"US25","USA--Walden","USA",1,"25.3_60","PLAMAJ_US25"
"1999","32e2Soil","32e2","Soil",2015-12-05,339,12,"PLAMAJ",60,25.3,"US205","USA--Arnold Arboretum ","USA",1,"25.3_60","PLAMAJ_US205"
"2000","32e3Soil","32e3","Soil",2015-11-29,333,6,"PLAMAJ",60,25.3,"EU01","Europe--Schaan, Liechtenstein","Europe",1,"25.3_60","PLAMAJ_EU01"
"2001","32e4Soil","32e4","Soil",2015-11-29,333,6,"PLAMAJ",60,25.3,"EU08","Europe--Grenoble, France","Europe",1,"25.3_60","PLAMAJ_EU08"
"2002","32e5Soil","32e5","Soil",NA,NA,NA,"PLAMED",60,25.3,"EU05","Europe--Le Tretien, Switzerland","Europe",0,"25.3_60","PLAMED_EU05"
"2003","32e6Soil","32e6","Soil",NA,NA,NA,"CAPBUR",30,25.3,"US01","USA--Harvard Forest","USA",0,"25.3_30","CAPBUR_US01"
"2004","32e7Soil","32e7","Soil",2015-11-29,333,6,"DACGLO",60,25.3,"EU40","Europe--Tacconaz, France","Europe",1,"25.3_60","DACGLO_EU40"
"2005","32e8Soil","32e8","Soil",2015-12-09,343,16,"CHEMAJ",60,25.3,"EU08","Europe--Bois de Boulogne, Paris, France","Europe",1,"25.3_60","CHEMAJ_EU08"
"2006","32e9Soil","32e9","Soil",NA,NA,NA,"CHEMAJ",60,25.3,"EU29","Europe--Grenoble, France","Europe",0,"25.3_60","CHEMAJ_EU29"
"2007","32f10Soil","32f10","Soil",2015-12-01,335,8,"RUMCRI",60,25.3,"EU05","Europe--Grenoble, France","Europe",1,"25.3_60","RUMCRI_EU05"
"2008","32f11Soil","32f11","Soil",2015-11-29,333,6,"TAROFF",60,25.3,"EU01","Europe--Grenoble, France","Europe",1,"25.3_60","TAROFF_EU01"
"2009","32f1Soil","32f1","Soil",2015-12-05,339,12,"PLAMAJ",60,25.3,"US25","USA--Walden","USA",1,"25.3_60","PLAMAJ_US25"
"2010","32f2Soil","32f2","Soil",2015-12-07,341,14,"PLAMAJ",60,25.3,"US205","USA--Arnold Arboretum ","USA",1,"25.3_60","PLAMAJ_US205"
"2011","32f3Soil","32f3","Soil",2015-11-29,333,6,"PLAMAJ",60,25.3,"EU01","Europe--Schaan, Liechtenstein","Europe",1,"25.3_60","PLAMAJ_EU01"
"2012","32f4Soil","32f4","Soil",2015-11-29,333,6,"PLAMAJ",60,25.3,"EU08","Europe--Grenoble, France","Europe",1,"25.3_60","PLAMAJ_EU08"
"2013","32f5Soil","32f5","Soil",2015-11-29,333,6,"CAPBUR",30,25.3,"US02","USA--Harvard Forest","USA",1,"25.3_30","CAPBUR_US02"
"2014","32f6Soil","32f6","Soil",NA,NA,NA,"CAPBUR",30,25.3,"US01","USA--Harvard Forest","USA",0,"25.3_30","CAPBUR_US01"
"2015","32f7Soil","32f7","Soil",2015-11-29,333,6,"DACGLO",60,25.3,"EU40","Europe--Tacconaz, France","Europe",1,"25.3_60","DACGLO_EU40"
"2016","32f8Soil","32f8","Soil",2015-12-23,357,30,"CHEMAJ",60,25.3,"EU08","Europe--Bois de Boulogne, Paris, France","Europe",1,"25.3_60","CHEMAJ_EU08"
"2017","32f9Soil","32f9","Soil",2015-12-23,357,30,"RUMCRI",60,25.3,"EU03","Europe--Grenoble, France","Europe",1,"25.3_60","RUMCRI_EU03"
"2039","3a5Soil","3a5","Soil",2015-12-13,347,20,"PLALAN",60,20.7,"US05","USA--Walden","USA",1,"20.7_60","PLALAN_US05"
"2040","3a6Soil","3a6","Soil",2015-11-27,331,4,"PLALAN",60,20.7,"US25","USA--Arnold Arboretum ","USA",1,"20.7_60","PLALAN_US25"
"2042","3a7Soil","3a7","Soil",NA,NA,NA,"PLALAN",60,20.7,"US27","USA--Arnold Arboretum ","USA",0,"20.7_60","PLALAN_US27"
"2066","3b5Soil","3b5","Soil",NA,NA,NA,"PLALAN",60,20.7,"US20","USA--Arnold Arboretum ","USA",0,"20.7_60","PLALAN_US20"
"2067","3b6Soil","3b6","Soil",2015-12-01,335,8,"PLALAN",60,20.7,"US25","USA--Arnold Arboretum ","USA",1,"20.7_60","PLALAN_US25"
"2069","3b7Soil","3b7","Soil",NA,NA,NA,"PLALAN",60,20.7,"US27","USA--Arnold Arboretum ","USA",0,"20.7_60","PLALAN_US27"
"2093","3c4Soil","3c4","Soil",2015-12-01,335,8,"PLALAN",60,20.7,"US01","USA--Walden","USA",1,"20.7_60","PLALAN_US01"
"2094","3c5Soil","3c5","Soil",2015-12-01,335,8,"PLALAN",60,20.7,"US21","USA--Arnold Arboretum ","USA",1,"20.7_60","PLALAN_US21"
"2096","3c6Soil","3c6","Soil",2015-11-27,331,4,"PLALAN",60,20.7,"US25","USA--Arnold Arboretum ","USA",1,"20.7_60","PLALAN_US25"
"2098","3c7Soil","3c7","Soil",NA,NA,NA,"PLALAN",60,20.7,"US27","USA--Arnold Arboretum ","USA",0,"20.7_60","PLALAN_US27"
"2123","3d4Soil","3d4","Soil",NA,NA,NA,"PLALAN",60,20.7,"US02","USA--Walden","USA",0,"20.7_60","PLALAN_US02"
"2124","3d5Soil","3d5","Soil",NA,NA,NA,"PLALAN",60,20.7,"US24","USA--Arnold Arboretum ","USA",0,"20.7_60","PLALAN_US24"
"2126","3d6Soil","3d6","Soil",2015-11-27,331,4,"PLALAN",60,20.7,"US25","USA--Arnold Arboretum ","USA",1,"20.7_60","PLALAN_US25"
"2128","3d7Soil","3d7","Soil",2015-12-01,335,8,"PLALAN",60,20.7,"US27","USA--Arnold Arboretum ","USA",1,"20.7_60","PLALAN_US27"
"2152","3e4Soil","3e4","Soil",2015-11-29,333,6,"PLALAN",60,20.7,"US03","USA--Walden","USA",1,"20.7_60","PLALAN_US03"
"2153","3e5Soil","3e5","Soil",NA,NA,NA,"PLALAN",60,20.7,"US25","USA--Arnold Arboretum ","USA",0,"20.7_60","PLALAN_US25"
"2155","3e6Soil","3e6","Soil",2015-12-01,335,8,"PLALAN",60,20.7,"US27","USA--Arnold Arboretum ","USA",1,"20.7_60","PLALAN_US27"
"2179","3f4Soil","3f4","Soil",2015-12-03,337,10,"PLALAN",60,20.7,"US03","USA--Walden","USA",1,"20.7_60","PLALAN_US03"
"2180","3f5Soil","3f5","Soil",2015-12-01,335,8,"PLALAN",60,20.7,"US25","USA--Arnold Arboretum ","USA",1,"20.7_60","PLALAN_US25"
