"","uniqueid","trayloc","substrate","germdate","doy","daysfromstart","sp","strat","temp","individual","location","origin","germinated","treatment","uniqind"
"1486","28a8Soil","28a8","Soil",2015-12-05,339,12,"PLALAN",60,25.3,"EU49","Europe--Podhom, Slovenia","Europe",1,"25.3_60","PLALAN_EU49"
"1487","28a9Soil","28a9","Soil",2015-12-03,337,10,"PLALAN",60,25.3,"EU60","Europe--Divaca Kras, Slovenia","Europe",1,"25.3_60","PLALAN_EU60"
"1488","28b10Soil","28b10","Soil",2015-12-03,337,10,"PLALAN",60,25.3,"EU62","Europe--Schaan, Liechtenstein","Europe",1,"25.3_60","PLALAN_EU62"
"1489","28b11Soil","28b11","Soil",2015-12-01,335,8,"PLALAN",60,25.3,"EU74","Europe--Le Tretien, Switzerland","Europe",1,"25.3_60","PLALAN_EU74"
"1490","28b12Soil","28b12","Soil",2015-11-29,333,6,"PLALAN",60,25.3,"EU80","Europe--Grenoble, France","Europe",1,"25.3_60","PLALAN_EU80"
"1491","28b2Soil","28b2","Soil",2015-12-01,335,8,"PLALAN",60,25.3,"EU05","Europe--Bois de Boulogne, Paris, France","Europe",1,"25.3_60","PLALAN_EU05"
"1492","28b3Soil","28b3","Soil",NA,NA,NA,"PLALAN",60,25.3,"EU13","Europe--Leer, Germany","Europe",0,"25.3_60","PLALAN_EU13"
"1493","28b4Soil","28b4","Soil",2015-12-03,337,10,"PLALAN",60,25.3,"EU19","Europe--Copenhagen, Denmark","Europe",1,"25.3_60","PLALAN_EU19"
"1494","28b5Soil","28b5","Soil",NA,NA,NA,"PLALAN",60,25.3,"EU22","Europe--Copenhagen, Denmark","Europe",0,"25.3_60","PLALAN_EU22"
"1495","28b6Soil","28b6","Soil",NA,NA,NA,"PLALAN",60,25.3,"EU35","Europe--Zell Am See, Austria","Europe",0,"25.3_60","PLALAN_EU35"
"1496","28b7Soil","28b7","Soil",2015-12-03,337,10,"PLALAN",60,25.3,"EU42","Europe--Just below Enzianhutte, above Zell Am See, Austria","Europe",1,"25.3_60","PLALAN_EU42"
"1497","28b8Soil","28b8","Soil",2015-11-27,331,4,"PLALAN",60,25.3,"EU52","Europe--Divaca Kras, Slovenia","Europe",1,"25.3_60","PLALAN_EU52"
"1498","28b9Soil","28b9","Soil",2015-12-03,337,10,"PLALAN",60,25.3,"EU60","Europe--Divaca Kras, Slovenia","Europe",1,"25.3_60","PLALAN_EU60"
"1499","28c10Soil","28c10","Soil",2015-12-05,339,12,"PLALAN",60,25.3,"EU63","Europe--Schaan, Liechtenstein","Europe",1,"25.3_60","PLALAN_EU63"
"1500","28c11Soil","28c11","Soil",2015-11-29,333,6,"PLALAN",60,25.3,"EU75","Europe--Le Tretien, Switzerland","Europe",1,"25.3_60","PLALAN_EU75"
"1501","28c2Soil","28c2","Soil",2015-12-01,335,8,"PLALAN",60,25.3,"EU06","Europe--Vlieland, The Netherlands","Europe",1,"25.3_60","PLALAN_EU06"
"1502","28c3Soil","28c3","Soil",NA,NA,NA,"PLALAN",60,25.3,"EU14","Europe--Leer, Germany","Europe",0,"25.3_60","PLALAN_EU14"
"1503","28c4Soil","28c4","Soil",NA,NA,NA,"PLALAN",60,25.3,"EU20","Europe--Copenhagen, Denmark","Europe",0,"25.3_60","PLALAN_EU20"
"1504","28c5Soil","28c5","Soil",2015-12-03,337,10,"PLALAN",60,25.3,"EU22","Europe--Copenhagen, Denmark","Europe",1,"25.3_60","PLALAN_EU22"
"1505","28c6Soil","28c6","Soil",NA,NA,NA,"PLALAN",60,25.3,"EU37","Europe--Zell Am See, Austria","Europe",0,"25.3_60","PLALAN_EU37"
"1506","28c7Soil","28c7","Soil",2015-12-03,337,10,"PLALAN",60,25.3,"EU44","Europe--Podhom, Slovenia","Europe",1,"25.3_60","PLALAN_EU44"
"1507","28c8Soil","28c8","Soil",2015-11-27,331,4,"PLALAN",60,25.3,"EU53","Europe--Divaca Kras, Slovenia","Europe",1,"25.3_60","PLALAN_EU53"
"1508","28c9Soil","28c9","Soil",2015-11-27,331,4,"PLALAN",60,25.3,"EU60","Europe--Divaca Kras, Slovenia","Europe",1,"25.3_60","PLALAN_EU60"
"1509","28d10Soil","28d10","Soil",2015-12-05,339,12,"PLALAN",60,25.3,"EU64","Europe--Schaan, Liechtenstein","Europe",1,"25.3_60","PLALAN_EU64"
"1510","28d11Soil","28d11","Soil",2015-12-01,335,8,"PLALAN",60,25.3,"EU76","Europe--Grenoble, France","Europe",1,"25.3_60","PLALAN_EU76"
"1511","28d1Soil","28d1","Soil",NA,NA,NA,"PLALAN",60,25.3,"EU01","Europe--Bois de Boulogne, Paris, France","Europe",0,"25.3_60","PLALAN_EU01"
"1512","28d2Soil","28d2","Soil",2015-12-01,335,8,"PLALAN",60,25.3,"EU07","Europe--Vlieland, The Netherlands","Europe",1,"25.3_60","PLALAN_EU07"
"1513","28d3Soil","28d3","Soil",2015-12-05,339,12,"PLALAN",60,25.3,"EU15","Europe--Leer, Germany","Europe",1,"25.3_60","PLALAN_EU15"
"1514","28d4Soil","28d4","Soil",NA,NA,NA,"PLALAN",60,25.3,"EU21","Europe--Copenhagen, Denmark","Europe",0,"25.3_60","PLALAN_EU21"
"1515","28d5Soil","28d5","Soil",2015-12-05,339,12,"PLALAN",60,25.3,"EU22","Europe--Copenhagen, Denmark","Europe",1,"25.3_60","PLALAN_EU22"
"1516","28d6Soil","28d6","Soil",2015-12-03,337,10,"PLALAN",60,25.3,"EU38","Europe--Just below Enzianhutte, above Zell Am See, Austria","Europe",1,"25.3_60","PLALAN_EU38"
"1517","28d7Soil","28d7","Soil",2015-11-29,333,6,"PLALAN",60,25.3,"EU45","Europe--Podhom, Slovenia","Europe",1,"25.3_60","PLALAN_EU45"
"1518","28d8Soil","28d8","Soil",2015-11-29,333,6,"PLALAN",60,25.3,"EU54","Europe--Divaca Kras, Slovenia","Europe",1,"25.3_60","PLALAN_EU54"
"1519","28d9Soil","28d9","Soil",2015-11-27,331,4,"PLALAN",60,25.3,"EU60","Europe--Divaca Kras, Slovenia","Europe",1,"25.3_60","PLALAN_EU60"
"1520","28e10Soil","28e10","Soil",2015-11-29,333,6,"PLALAN",60,25.3,"EU70","Europe--Le Tretien, Switzerland","Europe",1,"25.3_60","PLALAN_EU70"
"1521","28e11Soil","28e11","Soil",2015-11-29,333,6,"PLALAN",60,25.3,"EU77","Europe--Grenoble, France","Europe",1,"25.3_60","PLALAN_EU77"
"1522","28e1Soil","28e1","Soil",NA,NA,NA,"PLALAN",60,25.3,"EU02","Europe--Bois de Boulogne, Paris, France","Europe",0,"25.3_60","PLALAN_EU02"
"1523","28e2Soil","28e2","Soil",NA,NA,NA,"PLALAN",60,25.3,"EU08","Europe--Vlieland, The Netherlands","Europe",0,"25.3_60","PLALAN_EU08"
"1524","28e3Soil","28e3","Soil",NA,NA,NA,"PLALAN",60,25.3,"EU15","Europe--Leer, Germany","Europe",0,"25.3_60","PLALAN_EU15"
"1525","28e4Soil","28e4","Soil",2015-12-03,337,10,"PLALAN",60,25.3,"EU22","Europe--Copenhagen, Denmark","Europe",1,"25.3_60","PLALAN_EU22"
"1526","28e5Soil","28e5","Soil",2015-12-01,335,8,"PLALAN",60,25.3,"EU28","Europe--Zell Am See, Austria","Europe",1,"25.3_60","PLALAN_EU28"
"1527","28e6Soil","28e6","Soil",2015-11-29,333,6,"PLALAN",60,25.3,"EU39","Europe--Just below Enzianhutte, above Zell Am See, Austria","Europe",1,"25.3_60","PLALAN_EU39"
"1528","28e7Soil","28e7","Soil",2015-12-01,335,8,"PLALAN",60,25.3,"EU46","Europe--Podhom, Slovenia","Europe",1,"25.3_60","PLALAN_EU46"
"1529","28e8Soil","28e8","Soil",2015-11-29,333,6,"PLALAN",60,25.3,"EU57","Europe--Divaca Kras, Slovenia","Europe",1,"25.3_60","PLALAN_EU57"
"1530","28e9Soil","28e9","Soil",2015-11-27,331,4,"PLALAN",60,25.3,"EU60","Europe--Divaca Kras, Slovenia","Europe",1,"25.3_60","PLALAN_EU60"
"1531","28f10Soil","28f10","Soil",NA,NA,NA,"PLALAN",60,25.3,"EU73","Europe--Le Tretien, Switzerland","Europe",0,"25.3_60","PLALAN_EU73"
"1532","28f11Soil","28f11","Soil",2015-12-05,339,12,"PLALAN",60,25.3,"EU78","Europe--Grenoble, France","Europe",1,"25.3_60","PLALAN_EU78"
"1533","28f1Soil","28f1","Soil",2015-12-09,343,16,"PLALAN",60,25.3,"EU03","Europe--Bois de Boulogne, Paris, France","Europe",1,"25.3_60","PLALAN_EU03"
"1534","28f2Soil","28f2","Soil",2015-12-07,341,14,"PLALAN",60,25.3,"EU09","Europe--Vlieland, The Netherlands","Europe",1,"25.3_60","PLALAN_EU09"
"1535","28f3Soil","28f3","Soil",NA,NA,NA,"PLALAN",60,25.3,"EU17","Europe--Leer, Germany","Europe",0,"25.3_60","PLALAN_EU17"
"1536","28f4Soil","28f4","Soil",NA,NA,NA,"PLALAN",60,25.3,"EU22","Europe--Copenhagen, Denmark","Europe",0,"25.3_60","PLALAN_EU22"
"1537","28f5Soil","28f5","Soil",NA,NA,NA,"PLALAN",60,25.3,"EU29","Europe--Zell Am See, Austria","Europe",0,"25.3_60","PLALAN_EU29"
"1538","28f6Soil","28f6","Soil",2015-12-09,343,16,"PLALAN",60,25.3,"EU40","Europe--Just below Enzianhutte, above Zell Am See, Austria","Europe",1,"25.3_60","PLALAN_EU40"
"1539","28f7Soil","28f7","Soil",2015-12-07,341,14,"PLALAN",60,25.3,"EU49","Europe--Podhom, Slovenia","Europe",1,"25.3_60","PLALAN_EU49"
"1540","28f8Soil","28f8","Soil",2015-11-27,331,4,"PLALAN",60,25.3,"EU60","Europe--Divaca Kras, Slovenia","Europe",1,"25.3_60","PLALAN_EU60"
"1541","28f9Soil","28f9","Soil",2015-11-27,331,4,"PLALAN",60,25.3,"EU61","Europe--Schaan, Liechtenstein","Europe",1,"25.3_60","PLALAN_EU61"
"1542","29a10Soil","29a10","Soil",2015-12-09,343,16,"RUMCRI",60,11.3,"EU03","Europe--Grenoble, France","Europe",1,"11.3_60","RUMCRI_EU03"
"1543","29a11Soil","29a11","Soil",2015-12-07,341,14,"RUMCRI",60,11.3,"EU05","Europe--Grenoble, France","Europe",1,"11.3_60","RUMCRI_EU05"
"1544","29a12Soil","29a12","Soil",2015-12-03,337,10,"TAROFF",60,11.3,"EU01","Europe--Grenoble, France","Europe",1,"11.3_60","TAROFF_EU01"
"1545","29a2Soil","29a2","Soil",2015-12-05,339,12,"PLAMAJ",60,11.3,"US25","USA--Walden","USA",1,"11.3_60","PLAMAJ_US25"
"1546","29a3Soil","29a3","Soil",2015-12-13,347,20,"PLAMAJ",60,11.3,"US205","USA--Arnold Arboretum ","USA",1,"11.3_60","PLAMAJ_US205"
"1547","29a4Soil","29a4","Soil",2015-11-29,333,6,"PLAMAJ",60,11.3,"EU01","Europe--Schaan, Liechtenstein","Europe",1,"11.3_60","PLAMAJ_EU01"
"1548","29a5Soil","29a5","Soil",NA,NA,NA,"PLAMED",60,11.3,"EU05","Europe--Le Tretien, Switzerland","Europe",0,"11.3_60","PLAMED_EU05"
"1549","29a6Soil","29a6","Soil",NA,NA,NA,"CAPBUR",30,11.3,"US02","USA--Harvard Forest","USA",0,"11.3_30","CAPBUR_US02"
"1550","29a7Soil","29a7","Soil",NA,NA,NA,"CAPBUR",30,11.3,"US01","USA--Harvard Forest","USA",0,"11.3_30","CAPBUR_US01"
"1551","29a8Soil","29a8","Soil",2015-12-03,337,10,"DACGLO",60,11.3,"EU40","Europe--Tacconaz, France","Europe",1,"11.3_60","DACGLO_EU40"
"1552","29a9Soil","29a9","Soil",2016-01-29,29,67,"CHEMAJ",60,11.3,"EU29","Europe--Grenoble, France","Europe",1,"11.3_60","CHEMAJ_EU29"
"1553","29b10Soil","29b10","Soil",2015-12-09,343,16,"RUMCRI",60,11.3,"EU03","Europe--Grenoble, France","Europe",1,"11.3_60","RUMCRI_EU03"
"1554","29b11Soil","29b11","Soil",2015-12-07,341,14,"RUMCRI",60,11.3,"EU05","Europe--Grenoble, France","Europe",1,"11.3_60","RUMCRI_EU05"
"1555","29b12Soil","29b12","Soil",NA,NA,NA,"TAROFF",60,11.3,"EU01","Europe--Grenoble, France","Europe",0,"11.3_60","TAROFF_EU01"
"1556","29b2Soil","29b2","Soil",2015-12-03,337,10,"PLAMAJ",60,11.3,"US25","USA--Walden","USA",1,"11.3_60","PLAMAJ_US25"
"1557","29b3Soil","29b3","Soil",2015-12-11,345,18,"PLAMAJ",60,11.3,"US205","USA--Arnold Arboretum ","USA",1,"11.3_60","PLAMAJ_US205"
"1558","29b4Soil","29b4","Soil",2015-11-29,333,6,"PLAMAJ",60,11.3,"EU08","Europe--Grenoble, France","Europe",1,"11.3_60","PLAMAJ_EU08"
"1559","29b5Soil","29b5","Soil",2015-12-13,347,20,"PLAMED",60,11.3,"EU05","Europe--Le Tretien, Switzerland","Europe",1,"11.3_60","PLAMED_EU05"
"1560","29b6Soil","29b6","Soil",NA,NA,NA,"CAPBUR",30,11.3,"US02","USA--Harvard Forest","USA",0,"11.3_30","CAPBUR_US02"
"1561","29b7Soil","29b7","Soil",2015-12-21,355,28,"CAPBUR",30,11.3,"US01","USA--Harvard Forest","USA",1,"11.3_30","CAPBUR_US01"
"1562","29b8Soil","29b8","Soil",2016-01-11,11,49,"CHEMAJ",60,11.3,"EU08","Europe--Bois de Boulogne, Paris, France","Europe",1,"11.3_60","CHEMAJ_EU08"
"1563","29b9Soil","29b9","Soil",2015-12-17,351,24,"CHEMAJ",60,11.3,"EU29","Europe--Grenoble, France","Europe",1,"11.3_60","CHEMAJ_EU29"
"1564","29c10Soil","29c10","Soil",2015-12-07,341,14,"RUMCRI",60,11.3,"EU03","Europe--Grenoble, France","Europe",1,"11.3_60","RUMCRI_EU03"
"1565","29c11Soil","29c11","Soil",2015-12-07,341,14,"RUMCRI",60,11.3,"EU05","Europe--Grenoble, France","Europe",1,"11.3_60","RUMCRI_EU05"
"1566","29c2Soil","29c2","Soil",2015-12-05,339,12,"PLAMAJ",60,11.3,"US25","USA--Walden","USA",1,"11.3_60","PLAMAJ_US25"
"1567","29c3Soil","29c3","Soil",2015-12-07,341,14,"PLAMAJ",60,11.3,"EU01","Europe--Schaan, Liechtenstein","Europe",1,"11.3_60","PLAMAJ_EU01"
"1568","29c4Soil","29c4","Soil",2015-12-01,335,8,"PLAMAJ",60,11.3,"EU08","Europe--Grenoble, France","Europe",1,"11.3_60","PLAMAJ_EU08"
"1569","29c5Soil","29c5","Soil",NA,NA,NA,"PLAMED",60,11.3,"EU05","Europe--Le Tretien, Switzerland","Europe",0,"11.3_60","PLAMED_EU05"
"1570","29c6Soil","29c6","Soil",NA,NA,NA,"CAPBUR",30,11.3,"US02","USA--Harvard Forest","USA",0,"11.3_30","CAPBUR_US02"
"1571","29c7Soil","29c7","Soil",2015-12-03,337,10,"CAPBUR",30,11.3,"US01","USA--Harvard Forest","USA",1,"11.3_30","CAPBUR_US01"
"1572","29c8Soil","29c8","Soil",2015-12-26,360,33,"CHEMAJ",60,11.3,"EU08","Europe--Bois de Boulogne, Paris, France","Europe",1,"11.3_60","CHEMAJ_EU08"
"1573","29c9Soil","29c9","Soil",2015-12-26,360,33,"CHEMAJ",60,11.3,"EU29","Europe--Grenoble, France","Europe",1,"11.3_60","CHEMAJ_EU29"
"1574","29d10Soil","29d10","Soil",2015-12-07,341,14,"RUMCRI",60,11.3,"EU03","Europe--Grenoble, France","Europe",1,"11.3_60","RUMCRI_EU03"
"1575","29d11Soil","29d11","Soil",2015-11-29,333,6,"TAROFF",60,11.3,"EU01","Europe--Grenoble, France","Europe",1,"11.3_60","TAROFF_EU01"
"1576","29d2Soil","29d2","Soil",2015-12-09,343,16,"PLAMAJ",60,11.3,"US205","USA--Arnold Arboretum ","USA",1,"11.3_60","PLAMAJ_US205"
"1577","29d3Soil","29d3","Soil",2015-12-07,341,14,"PLAMAJ",60,11.3,"EU01","Europe--Schaan, Liechtenstein","Europe",1,"11.3_60","PLAMAJ_EU01"
"1578","29d4Soil","29d4","Soil",2015-11-29,333,6,"PLAMAJ",60,11.3,"EU08","Europe--Grenoble, France","Europe",1,"11.3_60","PLAMAJ_EU08"
"1579","29d5Soil","29d5","Soil",NA,NA,NA,"PLAMED",60,11.3,"EU05","Europe--Le Tretien, Switzerland","Europe",0,"11.3_60","PLAMED_EU05"
"1580","29d6Soil","29d6","Soil",2015-12-15,349,22,"CAPBUR",30,11.3,"US02","USA--Harvard Forest","USA",1,"11.3_30","CAPBUR_US02"
"1581","29d7Soil","29d7","Soil",NA,NA,NA,"DACGLO",60,11.3,"EU40","Europe--Tacconaz, France","Europe",0,"11.3_60","DACGLO_EU40"
"1582","29d8Soil","29d8","Soil",2016-01-01,1,39,"CHEMAJ",60,11.3,"EU08","Europe--Bois de Boulogne, Paris, France","Europe",1,"11.3_60","CHEMAJ_EU08"
"1583","29d9Soil","29d9","Soil",2016-01-11,11,49,"CHEMAJ",60,11.3,"EU29","Europe--Grenoble, France","Europe",1,"11.3_60","CHEMAJ_EU29"
"1584","29e10Soil","29e10","Soil",2015-12-03,337,10,"RUMCRI",60,11.3,"EU05","Europe--Grenoble, France","Europe",1,"11.3_60","RUMCRI_EU05"
"1585","29e11Soil","29e11","Soil",2015-11-27,331,4,"TAROFF",60,11.3,"EU01","Europe--Grenoble, France","Europe",1,"11.3_60","TAROFF_EU01"
"1586","29e1Soil","29e1","Soil",2015-12-05,339,12,"PLAMAJ",60,11.3,"US25","USA--Walden","USA",1,"11.3_60","PLAMAJ_US25"
"1587","29e2Soil","29e2","Soil",2015-12-09,343,16,"PLAMAJ",60,11.3,"US205","USA--Arnold Arboretum ","USA",1,"11.3_60","PLAMAJ_US205"
"1588","29e3Soil","29e3","Soil",2015-12-05,339,12,"PLAMAJ",60,11.3,"EU01","Europe--Schaan, Liechtenstein","Europe",1,"11.3_60","PLAMAJ_EU01"
"1589","29e4Soil","29e4","Soil",2015-12-01,335,8,"PLAMAJ",60,11.3,"EU08","Europe--Grenoble, France","Europe",1,"11.3_60","PLAMAJ_EU08"
"1590","29e5Soil","29e5","Soil",NA,NA,NA,"PLAMED",60,11.3,"EU05","Europe--Le Tretien, Switzerland","Europe",0,"11.3_60","PLAMED_EU05"
"1591","29e6Soil","29e6","Soil",2015-12-26,360,33,"CAPBUR",30,11.3,"US01","USA--Harvard Forest","USA",1,"11.3_30","CAPBUR_US01"
"1592","29e7Soil","29e7","Soil",2015-11-29,333,6,"DACGLO",60,11.3,"EU40","Europe--Tacconaz, France","Europe",1,"11.3_60","DACGLO_EU40"
"1593","29e8Soil","29e8","Soil",2016-01-01,1,39,"CHEMAJ",60,11.3,"EU08","Europe--Bois de Boulogne, Paris, France","Europe",1,"11.3_60","CHEMAJ_EU08"
"1594","29e9Soil","29e9","Soil",2016-01-11,11,49,"CHEMAJ",60,11.3,"EU29","Europe--Grenoble, France","Europe",1,"11.3_60","CHEMAJ_EU29"
"1595","29f10Soil","29f10","Soil",NA,NA,NA,"RUMCRI",60,11.3,"EU05","Europe--Grenoble, France","Europe",0,"11.3_60","RUMCRI_EU05"
"1596","29f11Soil","29f11","Soil",2015-11-29,333,6,"TAROFF",60,11.3,"EU01","Europe--Grenoble, France","Europe",1,"11.3_60","TAROFF_EU01"
"1597","29f1Soil","29f1","Soil",2015-12-07,341,14,"PLAMAJ",60,11.3,"US25","USA--Walden","USA",1,"11.3_60","PLAMAJ_US25"
"1598","29f2Soil","29f2","Soil",2015-12-15,349,22,"PLAMAJ",60,11.3,"US205","USA--Arnold Arboretum ","USA",1,"11.3_60","PLAMAJ_US205"
"1599","29f3Soil","29f3","Soil",2015-12-05,339,12,"PLAMAJ",60,11.3,"EU01","Europe--Schaan, Liechtenstein","Europe",1,"11.3_60","PLAMAJ_EU01"
"1600","29f4Soil","29f4","Soil",2015-11-29,333,6,"PLAMAJ",60,11.3,"EU08","Europe--Grenoble, France","Europe",1,"11.3_60","PLAMAJ_EU08"
"1601","29f5Soil","29f5","Soil",NA,NA,NA,"CAPBUR",30,11.3,"US02","USA--Harvard Forest","USA",0,"11.3_30","CAPBUR_US02"
"1602","29f6Soil","29f6","Soil",NA,NA,NA,"CAPBUR",30,11.3,"US01","USA--Harvard Forest","USA",0,"11.3_30","CAPBUR_US01"
"1603","29f7Soil","29f7","Soil",2015-11-29,333,6,"DACGLO",60,11.3,"EU40","Europe--Tacconaz, France","Europe",1,"11.3_60","DACGLO_EU40"
"1604","29f8Soil","29f8","Soil",NA,NA,NA,"CHEMAJ",60,11.3,"EU08","Europe--Bois de Boulogne, Paris, France","Europe",0,"11.3_60","CHEMAJ_EU08"
"1605","29f9Soil","29f9","Soil",2015-12-07,341,14,"RUMCRI",60,11.3,"EU03","Europe--Grenoble, France","Europe",1,"11.3_60","RUMCRI_EU03"
"1627","2a5Soil","2a5","Soil",2015-12-07,341,14,"PLALAN",60,16,"US05","USA--Walden","USA",1,"16_60","PLALAN_US05"
"1628","2a6Soil","2a6","Soil",2015-12-05,339,12,"PLALAN",60,16,"US25","USA--Arnold Arboretum ","USA",1,"16_60","PLALAN_US25"
"1630","2a7Soil","2a7","Soil",2015-11-29,333,6,"PLALAN",60,16,"US27","USA--Arnold Arboretum ","USA",1,"16_60","PLALAN_US27"
"1654","2b5Soil","2b5","Soil",NA,NA,NA,"PLALAN",60,16,"US20","USA--Arnold Arboretum ","USA",0,"16_60","PLALAN_US20"
"1655","2b6Soil","2b6","Soil",NA,NA,NA,"PLALAN",60,16,"US25","USA--Arnold Arboretum ","USA",0,"16_60","PLALAN_US25"
"1657","2b7Soil","2b7","Soil",2015-12-05,339,12,"PLALAN",60,16,"US27","USA--Arnold Arboretum ","USA",1,"16_60","PLALAN_US27"
"1682","2c4Soil","2c4","Soil",2015-12-09,343,16,"PLALAN",60,16,"US01","USA--Walden","USA",1,"16_60","PLALAN_US01"
"1683","2c5Soil","2c5","Soil",2015-12-03,337,10,"PLALAN",60,16,"US21","USA--Arnold Arboretum ","USA",1,"16_60","PLALAN_US21"
"1685","2c6Soil","2c6","Soil",2015-12-01,335,8,"PLALAN",60,16,"US25","USA--Arnold Arboretum ","USA",1,"16_60","PLALAN_US25"
"1687","2c7Soil","2c7","Soil",2015-12-03,337,10,"PLALAN",60,16,"US27","USA--Arnold Arboretum ","USA",1,"16_60","PLALAN_US27"
"1712","2d4Soil","2d4","Soil",NA,NA,NA,"PLALAN",60,16,"US02","USA--Walden","USA",0,"16_60","PLALAN_US02"
"1713","2d5Soil","2d5","Soil",2015-12-09,343,16,"PLALAN",60,16,"US24","USA--Arnold Arboretum ","USA",1,"16_60","PLALAN_US24"
"1715","2d6Soil","2d6","Soil",2015-12-05,339,12,"PLALAN",60,16,"US25","USA--Arnold Arboretum ","USA",1,"16_60","PLALAN_US25"
"1717","2d7Soil","2d7","Soil",2015-12-03,337,10,"PLALAN",60,16,"US27","USA--Arnold Arboretum ","USA",1,"16_60","PLALAN_US27"
"1741","2e4Soil","2e4","Soil",2015-12-05,339,12,"PLALAN",60,16,"US03","USA--Walden","USA",1,"16_60","PLALAN_US03"
"1742","2e5Soil","2e5","Soil",2015-11-29,333,6,"PLALAN",60,16,"US25","USA--Arnold Arboretum ","USA",1,"16_60","PLALAN_US25"
"1744","2e6Soil","2e6","Soil",2015-12-01,335,8,"PLALAN",60,16,"US27","USA--Arnold Arboretum ","USA",1,"16_60","PLALAN_US27"
"1768","2f4Soil","2f4","Soil",2015-12-05,339,12,"PLALAN",60,16,"US03","USA--Walden","USA",1,"16_60","PLALAN_US03"
"1769","2f5Soil","2f5","Soil",2015-12-05,339,12,"PLALAN",60,16,"US25","USA--Arnold Arboretum ","USA",1,"16_60","PLALAN_US25"
"1771","2f6Soil","2f6","Soil",2015-12-03,337,10,"PLALAN",60,16,"US27","USA--Arnold Arboretum ","USA",1,"16_60","PLALAN_US27"
"1826","30a10Soil","30a10","Soil",2015-12-11,345,18,"RUMCRI",60,16,"EU03","Europe--Grenoble, France","Europe",1,"16_60","RUMCRI_EU03"
"1827","30a11Soil","30a11","Soil",2015-12-05,339,12,"RUMCRI",60,16,"EU05","Europe--Grenoble, France","Europe",1,"16_60","RUMCRI_EU05"
"1828","30a12Soil","30a12","Soil",2015-12-03,337,10,"TAROFF",60,16,"EU01","Europe--Grenoble, France","Europe",1,"16_60","TAROFF_EU01"
"1829","30a2Soil","30a2","Soil",2015-12-03,337,10,"PLAMAJ",60,16,"US25","USA--Walden","USA",1,"16_60","PLAMAJ_US25"
"1830","30a3Soil","30a3","Soil",2015-12-05,339,12,"PLAMAJ",60,16,"US205","USA--Arnold Arboretum ","USA",1,"16_60","PLAMAJ_US205"
"1831","30a4Soil","30a4","Soil",2015-12-07,341,14,"PLAMAJ",60,16,"EU01","Europe--Schaan, Liechtenstein","Europe",1,"16_60","PLAMAJ_EU01"
"1832","30a5Soil","30a5","Soil",NA,NA,NA,"PLAMED",60,16,"EU05","Europe--Le Tretien, Switzerland","Europe",0,"16_60","PLAMED_EU05"
"1833","30a6Soil","30a6","Soil",NA,NA,NA,"CAPBUR",30,16,"US02","USA--Harvard Forest","USA",0,"16_30","CAPBUR_US02"
"1834","30a7Soil","30a7","Soil",NA,NA,NA,"CAPBUR",30,16,"US01","USA--Harvard Forest","USA",0,"16_30","CAPBUR_US01"
"1835","30a8Soil","30a8","Soil",2015-11-29,333,6,"DACGLO",60,16,"EU40","Europe--Tacconaz, France","Europe",1,"16_60","DACGLO_EU40"
"1836","30a9Soil","30a9","Soil",NA,NA,NA,"CHEMAJ",60,16,"EU29","Europe--Grenoble, France","Europe",0,"16_60","CHEMAJ_EU29"
"1837","30b10Soil","30b10","Soil",2015-12-05,339,12,"RUMCRI",60,16,"EU03","Europe--Grenoble, France","Europe",1,"16_60","RUMCRI_EU03"
"1838","30b11Soil","30b11","Soil",2015-12-03,337,10,"RUMCRI",60,16,"EU05","Europe--Grenoble, France","Europe",1,"16_60","RUMCRI_EU05"
"1839","30b12Soil","30b12","Soil",2015-11-29,333,6,"TAROFF",60,16,"EU01","Europe--Grenoble, France","Europe",1,"16_60","TAROFF_EU01"
"1840","30b2Soil","30b2","Soil",2015-12-03,337,10,"PLAMAJ",60,16,"US25","USA--Walden","USA",1,"16_60","PLAMAJ_US25"
"1841","30b3Soil","30b3","Soil",2015-12-05,339,12,"PLAMAJ",60,16,"US205","USA--Arnold Arboretum ","USA",1,"16_60","PLAMAJ_US205"
"1842","30b4Soil","30b4","Soil",2015-12-07,341,14,"PLAMAJ",60,16,"EU08","Europe--Grenoble, France","Europe",1,"16_60","PLAMAJ_EU08"
"1843","30b5Soil","30b5","Soil",NA,NA,NA,"PLAMED",60,16,"EU05","Europe--Le Tretien, Switzerland","Europe",0,"16_60","PLAMED_EU05"
"1844","30b6Soil","30b6","Soil",NA,NA,NA,"CAPBUR",30,16,"US02","USA--Harvard Forest","USA",0,"16_30","CAPBUR_US02"
"1845","30b7Soil","30b7","Soil",NA,NA,NA,"CAPBUR",30,16,"US01","USA--Harvard Forest","USA",0,"16_30","CAPBUR_US01"
"1846","30b8Soil","30b8","Soil",2015-12-11,345,18,"CHEMAJ",60,16,"EU08","Europe--Bois de Boulogne, Paris, France","Europe",1,"16_60","CHEMAJ_EU08"
"1847","30b9Soil","30b9","Soil",2015-12-13,347,20,"CHEMAJ",60,16,"EU29","Europe--Grenoble, France","Europe",1,"16_60","CHEMAJ_EU29"
"1848","30c10Soil","30c10","Soil",2015-12-03,337,10,"RUMCRI",60,16,"EU03","Europe--Grenoble, France","Europe",1,"16_60","RUMCRI_EU03"
