daysfromstart,sp,strat,temp,individual,location,origin,germinated,uniqind
14,RUMCRI,60,11.3,EU05,"Europe--Grenoble, France",Europe,1,RUMCRI_EU05
10,TAROFF,60,11.3,EU01,"Europe--Grenoble, France",Europe,1,TAROFF_EU01
12,PLAMAJ,60,11.3,US25,USA--Walden,USA,1,PLAMAJ_US25
20,PLAMAJ,60,11.3,US205,USA--Arnold Arboretum ,USA,1,PLAMAJ_US205
6,PLAMAJ,60,11.3,EU01,"Europe--Schaan, Liechtenstein",Europe,1,PLAMAJ_EU01
NA,PLAMED,60,11.3,EU05,"Europe--Le Tretien, Switzerland",Europe,0,PLAMED_EU05
NA,CAPBUR,30,11.3,US02,USA--Harvard Forest,USA,0,CAPBUR_US02
NA,CAPBUR,30,11.3,US01,USA--Harvard Forest,USA,0,CAPBUR_US01
10,DACGLO,60,11.3,EU40,"Europe--Tacconaz, France",Europe,1,DACGLO_EU40
67,CHEMAJ,60,11.3,EU29,"Europe--Grenoble, France",Europe,1,CHEMAJ_EU29
16,RUMCRI,60,11.3,EU03,"Europe--Grenoble, France",Europe,1,RUMCRI_EU03
14,RUMCRI,60,11.3,EU05,"Europe--Grenoble, France",Europe,1,RUMCRI_EU05
NA,TAROFF,60,11.3,EU01,"Europe--Grenoble, France",Europe,0,TAROFF_EU01
10,PLAMAJ,60,11.3,US25,USA--Walden,USA,1,PLAMAJ_US25
18,PLAMAJ,60,11.3,US205,USA--Arnold Arboretum ,USA,1,PLAMAJ_US205
6,PLAMAJ,60,11.3,EU08,"Europe--Grenoble, France",Europe,1,PLAMAJ_EU08
20,PLAMED,60,11.3,EU05,"Europe--Le Tretien, Switzerland",Europe,1,PLAMED_EU05
NA,CAPBUR,30,11.3,US02,USA--Harvard Forest,USA,0,CAPBUR_US02
28,CAPBUR,30,11.3,US01,USA--Harvard Forest,USA,1,CAPBUR_US01
49,CHEMAJ,60,11.3,EU08,"Europe--Bois de Boulogne, Paris, France",Europe,1,CHEMAJ_EU08
24,CHEMAJ,60,11.3,EU29,"Europe--Grenoble, France",Europe,1,CHEMAJ_EU29
14,RUMCRI,60,11.3,EU03,"Europe--Grenoble, France",Europe,1,RUMCRI_EU03
14,RUMCRI,60,11.3,EU05,"Europe--Grenoble, France",Europe,1,RUMCRI_EU05
12,PLAMAJ,60,11.3,US25,USA--Walden,USA,1,PLAMAJ_US25
14,PLAMAJ,60,11.3,EU01,"Europe--Schaan, Liechtenstein",Europe,1,PLAMAJ_EU01
8,PLAMAJ,60,11.3,EU08,"Europe--Grenoble, France",Europe,1,PLAMAJ_EU08
NA,PLAMED,60,11.3,EU05,"Europe--Le Tretien, Switzerland",Europe,0,PLAMED_EU05
NA,CAPBUR,30,11.3,US02,USA--Harvard Forest,USA,0,CAPBUR_US02
10,CAPBUR,30,11.3,US01,USA--Harvard Forest,USA,1,CAPBUR_US01
33,CHEMAJ,60,11.3,EU08,"Europe--Bois de Boulogne, Paris, France",Europe,1,CHEMAJ_EU08
33,CHEMAJ,60,11.3,EU29,"Europe--Grenoble, France",Europe,1,CHEMAJ_EU29
14,RUMCRI,60,11.3,EU03,"Europe--Grenoble, France",Europe,1,RUMCRI_EU03
6,TAROFF,60,11.3,EU01,"Europe--Grenoble, France",Europe,1,TAROFF_EU01
16,PLAMAJ,60,11.3,US205,USA--Arnold Arboretum ,USA,1,PLAMAJ_US205
14,PLAMAJ,60,11.3,EU01,"Europe--Schaan, Liechtenstein",Europe,1,PLAMAJ_EU01
6,PLAMAJ,60,11.3,EU08,"Europe--Grenoble, France",Europe,1,PLAMAJ_EU08
NA,PLAMED,60,11.3,EU05,"Europe--Le Tretien, Switzerland",Europe,0,PLAMED_EU05
22,CAPBUR,30,11.3,US02,USA--Harvard Forest,USA,1,CAPBUR_US02
NA,DACGLO,60,11.3,EU40,"Europe--Tacconaz, France",Europe,0,DACGLO_EU40
39,CHEMAJ,60,11.3,EU08,"Europe--Bois de Boulogne, Paris, France",Europe,1,CHEMAJ_EU08
49,CHEMAJ,60,11.3,EU29,"Europe--Grenoble, France",Europe,1,CHEMAJ_EU29
10,RUMCRI,60,11.3,EU05,"Europe--Grenoble, France",Europe,1,RUMCRI_EU05
4,TAROFF,60,11.3,EU01,"Europe--Grenoble, France",Europe,1,TAROFF_EU01
12,PLAMAJ,60,11.3,US25,USA--Walden,USA,1,PLAMAJ_US25
16,PLAMAJ,60,11.3,US205,USA--Arnold Arboretum ,USA,1,PLAMAJ_US205
12,PLAMAJ,60,11.3,EU01,"Europe--Schaan, Liechtenstein",Europe,1,PLAMAJ_EU01
8,PLAMAJ,60,11.3,EU08,"Europe--Grenoble, France",Europe,1,PLAMAJ_EU08
NA,PLAMED,60,11.3,EU05,"Europe--Le Tretien, Switzerland",Europe,0,PLAMED_EU05
33,CAPBUR,30,11.3,US01,USA--Harvard Forest,USA,1,CAPBUR_US01
6,DACGLO,60,11.3,EU40,"Europe--Tacconaz, France",Europe,1,DACGLO_EU40
39,CHEMAJ,60,11.3,EU08,"Europe--Bois de Boulogne, Paris, France",Europe,1,CHEMAJ_EU08
49,CHEMAJ,60,11.3,EU29,"Europe--Grenoble, France",Europe,1,CHEMAJ_EU29
NA,RUMCRI,60,11.3,EU05,"Europe--Grenoble, France",Europe,0,RUMCRI_EU05
6,TAROFF,60,11.3,EU01,"Europe--Grenoble, France",Europe,1,TAROFF_EU01
14,PLAMAJ,60,11.3,US25,USA--Walden,USA,1,PLAMAJ_US25
22,PLAMAJ,60,11.3,US205,USA--Arnold Arboretum ,USA,1,PLAMAJ_US205
12,PLAMAJ,60,11.3,EU01,"Europe--Schaan, Liechtenstein",Europe,1,PLAMAJ_EU01
6,PLAMAJ,60,11.3,EU08,"Europe--Grenoble, France",Europe,1,PLAMAJ_EU08
NA,CAPBUR,30,11.3,US02,USA--Harvard Forest,USA,0,CAPBUR_US02
NA,CAPBUR,30,11.3,US01,USA--Harvard Forest,USA,0,CAPBUR_US01
6,DACGLO,60,11.3,EU40,"Europe--Tacconaz, France",Europe,1,DACGLO_EU40
NA,CHEMAJ,60,11.3,EU08,"Europe--Bois de Boulogne, Paris, France",Europe,0,CHEMAJ_EU08
14,RUMCRI,60,11.3,EU03,"Europe--Grenoble, France",Europe,1,RUMCRI_EU03
14,PLALAN,60,16,US05,USA--Walden,USA,1,PLALAN_US05
12,PLALAN,60,16,US25,USA--Arnold Arboretum ,USA,1,PLALAN_US25
6,PLALAN,60,16,US27,USA--Arnold Arboretum ,USA,1,PLALAN_US27
NA,PLALAN,60,16,US20,USA--Arnold Arboretum ,USA,0,PLALAN_US20
NA,PLALAN,60,16,US25,USA--Arnold Arboretum ,USA,0,PLALAN_US25
12,PLALAN,60,16,US27,USA--Arnold Arboretum ,USA,1,PLALAN_US27
16,PLALAN,60,16,US01,USA--Walden,USA,1,PLALAN_US01
10,PLALAN,60,16,US21,USA--Arnold Arboretum ,USA,1,PLALAN_US21
8,PLALAN,60,16,US25,USA--Arnold Arboretum ,USA,1,PLALAN_US25
10,PLALAN,60,16,US27,USA--Arnold Arboretum ,USA,1,PLALAN_US27
NA,PLALAN,60,16,US02,USA--Walden,USA,0,PLALAN_US02
16,PLALAN,60,16,US24,USA--Arnold Arboretum ,USA,1,PLALAN_US24
12,PLALAN,60,16,US25,USA--Arnold Arboretum ,USA,1,PLALAN_US25
10,PLALAN,60,16,US27,USA--Arnold Arboretum ,USA,1,PLALAN_US27
12,PLALAN,60,16,US03,USA--Walden,USA,1,PLALAN_US03
6,PLALAN,60,16,US25,USA--Arnold Arboretum ,USA,1,PLALAN_US25
8,PLALAN,60,16,US27,USA--Arnold Arboretum ,USA,1,PLALAN_US27
12,PLALAN,60,16,US03,USA--Walden,USA,1,PLALAN_US03
12,PLALAN,60,16,US25,USA--Arnold Arboretum ,USA,1,PLALAN_US25
10,PLALAN,60,16,US27,USA--Arnold Arboretum ,USA,1,PLALAN_US27
18,RUMCRI,60,16,EU03,"Europe--Grenoble, France",Europe,1,RUMCRI_EU03
12,RUMCRI,60,16,EU05,"Europe--Grenoble, France",Europe,1,RUMCRI_EU05
10,TAROFF,60,16,EU01,"Europe--Grenoble, France",Europe,1,TAROFF_EU01
10,PLAMAJ,60,16,US25,USA--Walden,USA,1,PLAMAJ_US25
12,PLAMAJ,60,16,US205,USA--Arnold Arboretum ,USA,1,PLAMAJ_US205
14,PLAMAJ,60,16,EU01,"Europe--Schaan, Liechtenstein",Europe,1,PLAMAJ_EU01
NA,PLAMED,60,16,EU05,"Europe--Le Tretien, Switzerland",Europe,0,PLAMED_EU05
NA,CAPBUR,30,16,US02,USA--Harvard Forest,USA,0,CAPBUR_US02
NA,CAPBUR,30,16,US01,USA--Harvard Forest,USA,0,CAPBUR_US01
6,DACGLO,60,16,EU40,"Europe--Tacconaz, France",Europe,1,DACGLO_EU40
NA,CHEMAJ,60,16,EU29,"Europe--Grenoble, France",Europe,0,CHEMAJ_EU29
12,RUMCRI,60,16,EU03,"Europe--Grenoble, France",Europe,1,RUMCRI_EU03
10,RUMCRI,60,16,EU05,"Europe--Grenoble, France",Europe,1,RUMCRI_EU05
6,TAROFF,60,16,EU01,"Europe--Grenoble, France",Europe,1,TAROFF_EU01
10,PLAMAJ,60,16,US25,USA--Walden,USA,1,PLAMAJ_US25
12,PLAMAJ,60,16,US205,USA--Arnold Arboretum ,USA,1,PLAMAJ_US205
14,PLAMAJ,60,16,EU08,"Europe--Grenoble, France",Europe,1,PLAMAJ_EU08
NA,PLAMED,60,16,EU05,"Europe--Le Tretien, Switzerland",Europe,0,PLAMED_EU05
NA,CAPBUR,30,16,US02,USA--Harvard Forest,USA,0,CAPBUR_US02
NA,CAPBUR,30,16,US01,USA--Harvard Forest,USA,0,CAPBUR_US01
18,CHEMAJ,60,16,EU08,"Europe--Bois de Boulogne, Paris, France",Europe,1,CHEMAJ_EU08
20,CHEMAJ,60,16,EU29,"Europe--Grenoble, France",Europe,1,CHEMAJ_EU29
10,RUMCRI,60,16,EU03,"Europe--Grenoble, France",Europe,1,RUMCRI_EU03
10,RUMCRI,60,16,EU05,"Europe--Grenoble, France",Europe,1,RUMCRI_EU05
8,PLAMAJ,60,16,US25,USA--Walden,USA,1,PLAMAJ_US25
6,PLAMAJ,60,16,EU01,"Europe--Schaan, Liechtenstein",Europe,1,PLAMAJ_EU01
8,PLAMAJ,60,16,EU08,"Europe--Grenoble, France",Europe,1,PLAMAJ_EU08
NA,PLAMED,60,16,EU05,"Europe--Le Tretien, Switzerland",Europe,0,PLAMED_EU05
12,CAPBUR,30,16,US02,USA--Harvard Forest,USA,1,CAPBUR_US02
NA,CAPBUR,30,16,US01,USA--Harvard Forest,USA,0,CAPBUR_US01
NA,CHEMAJ,60,16,EU08,"Europe--Bois de Boulogne, Paris, France",Europe,0,CHEMAJ_EU08
18,CHEMAJ,60,16,EU29,"Europe--Grenoble, France",Europe,1,CHEMAJ_EU29
10,RUMCRI,60,16,EU03,"Europe--Grenoble, France",Europe,1,RUMCRI_EU03
4,TAROFF,60,16,EU01,"Europe--Grenoble, France",Europe,1,TAROFF_EU01
16,PLAMAJ,60,16,US205,USA--Arnold Arboretum ,USA,1,PLAMAJ_US205
10,PLAMAJ,60,16,EU01,"Europe--Schaan, Liechtenstein",Europe,1,PLAMAJ_EU01
6,PLAMAJ,60,16,EU08,"Europe--Grenoble, France",Europe,1,PLAMAJ_EU08
NA,PLAMED,60,16,EU05,"Europe--Le Tretien, Switzerland",Europe,0,PLAMED_EU05
NA,CAPBUR,30,16,US02,USA--Harvard Forest,USA,0,CAPBUR_US02
4,DACGLO,60,16,EU40,"Europe--Tacconaz, France",Europe,1,DACGLO_EU40
22,CHEMAJ,60,16,EU08,"Europe--Bois de Boulogne, Paris, France",Europe,1,CHEMAJ_EU08
NA,CHEMAJ,60,16,EU29,"Europe--Grenoble, France",Europe,0,CHEMAJ_EU29
10,RUMCRI,60,16,EU05,"Europe--Grenoble, France",Europe,1,RUMCRI_EU05
4,TAROFF,60,16,EU01,"Europe--Grenoble, France",Europe,1,TAROFF_EU01
12,PLAMAJ,60,16,US25,USA--Walden,USA,1,PLAMAJ_US25
12,PLAMAJ,60,16,US205,USA--Arnold Arboretum ,USA,1,PLAMAJ_US205
8,PLAMAJ,60,16,EU01,"Europe--Schaan, Liechtenstein",Europe,1,PLAMAJ_EU01
6,PLAMAJ,60,16,EU08,"Europe--Grenoble, France",Europe,1,PLAMAJ_EU08
NA,PLAMED,60,16,EU05,"Europe--Le Tretien, Switzerland",Europe,0,PLAMED_EU05
NA,CAPBUR,30,16,US01,USA--Harvard Forest,USA,0,CAPBUR_US01
4,DACGLO,60,16,EU40,"Europe--Tacconaz, France",Europe,1,DACGLO_EU40
18,CHEMAJ,60,16,EU08,"Europe--Bois de Boulogne, Paris, France",Europe,1,CHEMAJ_EU08
16,CHEMAJ,60,16,EU29,"Europe--Grenoble, France",Europe,1,CHEMAJ_EU29
12,RUMCRI,60,16,EU05,"Europe--Grenoble, France",Europe,1,RUMCRI_EU05
4,TAROFF,60,16,EU01,"Europe--Grenoble, France",Europe,1,TAROFF_EU01
12,PLAMAJ,60,16,US25,USA--Walden,USA,1,PLAMAJ_US25
12,PLAMAJ,60,16,US205,USA--Arnold Arboretum ,USA,1,PLAMAJ_US205
10,PLAMAJ,60,16,EU01,"Europe--Schaan, Liechtenstein",Europe,1,PLAMAJ_EU01
6,PLAMAJ,60,16,EU08,"Europe--Grenoble, France",Europe,1,PLAMAJ_EU08
NA,CAPBUR,30,16,US02,USA--Harvard Forest,USA,0,CAPBUR_US02
12,CAPBUR,30,16,US01,USA--Harvard Forest,USA,1,CAPBUR_US01
10,DACGLO,60,16,EU40,"Europe--Tacconaz, France",Europe,1,DACGLO_EU40
28,CHEMAJ,60,16,EU08,"Europe--Bois de Boulogne, Paris, France",Europe,1,CHEMAJ_EU08
22,RUMCRI,60,16,EU03,"Europe--Grenoble, France",Europe,1,RUMCRI_EU03
14,RUMCRI,60,20.7,EU03,"Europe--Grenoble, France",Europe,1,RUMCRI_EU03
14,RUMCRI,60,20.7,EU05,"Europe--Grenoble, France",Europe,1,RUMCRI_EU05
4,TAROFF,60,20.7,EU01,"Europe--Grenoble, France",Europe,1,TAROFF_EU01
6,PLAMAJ,60,20.7,US25,USA--Walden,USA,1,PLAMAJ_US25
14,PLAMAJ,60,20.7,US205,USA--Arnold Arboretum ,USA,1,PLAMAJ_US205
14,PLAMAJ,60,20.7,EU01,"Europe--Schaan, Liechtenstein",Europe,1,PLAMAJ_EU01
10,PLAMED,60,20.7,EU05,"Europe--Le Tretien, Switzerland",Europe,1,PLAMED_EU05
30,CAPBUR,30,20.7,US02,USA--Harvard Forest,USA,1,CAPBUR_US02
NA,CAPBUR,30,20.7,US01,USA--Harvard Forest,USA,0,CAPBUR_US01
4,DACGLO,60,20.7,EU40,"Europe--Tacconaz, France",Europe,1,DACGLO_EU40
49,CHEMAJ,60,20.7,EU29,"Europe--Grenoble, France",Europe,1,CHEMAJ_EU29
10,RUMCRI,60,20.7,EU03,"Europe--Grenoble, France",Europe,1,RUMCRI_EU03
14,RUMCRI,60,20.7,EU05,"Europe--Grenoble, France",Europe,1,RUMCRI_EU05
4,TAROFF,60,20.7,EU01,"Europe--Grenoble, France",Europe,1,TAROFF_EU01
8,PLAMAJ,60,20.7,US25,USA--Walden,USA,1,PLAMAJ_US25
10,PLAMAJ,60,20.7,US205,USA--Arnold Arboretum ,USA,1,PLAMAJ_US205
6,PLAMAJ,60,20.7,EU08,"Europe--Grenoble, France",Europe,1,PLAMAJ_EU08
NA,PLAMED,60,20.7,EU05,"Europe--Le Tretien, Switzerland",Europe,0,PLAMED_EU05
10,CAPBUR,30,20.7,US02,USA--Harvard Forest,USA,1,CAPBUR_US02
NA,CAPBUR,30,20.7,US01,USA--Harvard Forest,USA,0,CAPBUR_US01
14,CHEMAJ,60,20.7,EU08,"Europe--Bois de Boulogne, Paris, France",Europe,1,CHEMAJ_EU08
16,CHEMAJ,60,20.7,EU29,"Europe--Grenoble, France",Europe,1,CHEMAJ_EU29
8,RUMCRI,60,20.7,EU03,"Europe--Grenoble, France",Europe,1,RUMCRI_EU03
8,RUMCRI,60,20.7,EU05,"Europe--Grenoble, France",Europe,1,RUMCRI_EU05
6,PLAMAJ,60,20.7,US25,USA--Walden,USA,1,PLAMAJ_US25
6,PLAMAJ,60,20.7,EU01,"Europe--Schaan, Liechtenstein",Europe,1,PLAMAJ_EU01
6,PLAMAJ,60,20.7,EU08,"Europe--Grenoble, France",Europe,1,PLAMAJ_EU08
NA,PLAMED,60,20.7,EU05,"Europe--Le Tretien, Switzerland",Europe,0,PLAMED_EU05
NA,CAPBUR,30,20.7,US02,USA--Harvard Forest,USA,0,CAPBUR_US02
NA,CAPBUR,30,20.7,US01,USA--Harvard Forest,USA,0,CAPBUR_US01
NA,CHEMAJ,60,20.7,EU08,"Europe--Bois de Boulogne, Paris, France",Europe,0,CHEMAJ_EU08
49,CHEMAJ,60,20.7,EU29,"Europe--Grenoble, France",Europe,1,CHEMAJ_EU29
8,RUMCRI,60,20.7,EU03,"Europe--Grenoble, France",Europe,1,RUMCRI_EU03
4,TAROFF,60,20.7,EU01,"Europe--Grenoble, France",Europe,1,TAROFF_EU01
6,PLAMAJ,60,20.7,US205,USA--Arnold Arboretum ,USA,1,PLAMAJ_US205
6,PLAMAJ,60,20.7,EU01,"Europe--Schaan, Liechtenstein",Europe,1,PLAMAJ_EU01
4,PLAMAJ,60,20.7,EU08,"Europe--Grenoble, France",Europe,1,PLAMAJ_EU08
NA,PLAMED,60,20.7,EU05,"Europe--Le Tretien, Switzerland",Europe,0,PLAMED_EU05
NA,CAPBUR,30,20.7,US02,USA--Harvard Forest,USA,0,CAPBUR_US02
6,DACGLO,60,20.7,EU40,"Europe--Tacconaz, France",Europe,1,DACGLO_EU40
49,CHEMAJ,60,20.7,EU08,"Europe--Bois de Boulogne, Paris, France",Europe,1,CHEMAJ_EU08
16,CHEMAJ,60,20.7,EU29,"Europe--Grenoble, France",Europe,1,CHEMAJ_EU29
6,RUMCRI,60,20.7,EU05,"Europe--Grenoble, France",Europe,1,RUMCRI_EU05
4,TAROFF,60,20.7,EU01,"Europe--Grenoble, France",Europe,1,TAROFF_EU01
6,PLAMAJ,60,20.7,US25,USA--Walden,USA,1,PLAMAJ_US25
8,PLAMAJ,60,20.7,US205,USA--Arnold Arboretum ,USA,1,PLAMAJ_US205
6,PLAMAJ,60,20.7,EU01,"Europe--Schaan, Liechtenstein",Europe,1,PLAMAJ_EU01
6,PLAMAJ,60,20.7,EU08,"Europe--Grenoble, France",Europe,1,PLAMAJ_EU08
NA,PLAMED,60,20.7,EU05,"Europe--Le Tretien, Switzerland",Europe,0,PLAMED_EU05
NA,CAPBUR,30,20.7,US01,USA--Harvard Forest,USA,0,CAPBUR_US01
6,DACGLO,60,20.7,EU40,"Europe--Tacconaz, France",Europe,1,DACGLO_EU40
49,CHEMAJ,60,20.7,EU08,"Europe--Bois de Boulogne, Paris, France",Europe,1,CHEMAJ_EU08
14,CHEMAJ,60,20.7,EU29,"Europe--Grenoble, France",Europe,1,CHEMAJ_EU29
6,RUMCRI,60,20.7,EU05,"Europe--Grenoble, France",Europe,1,RUMCRI_EU05
4,TAROFF,60,20.7,EU01,"Europe--Grenoble, France",Europe,1,TAROFF_EU01
6,PLAMAJ,60,20.7,US25,USA--Walden,USA,1,PLAMAJ_US25
6,PLAMAJ,60,20.7,US205,USA--Arnold Arboretum ,USA,1,PLAMAJ_US205
6,PLAMAJ,60,20.7,EU01,"Europe--Schaan, Liechtenstein",Europe,1,PLAMAJ_EU01
6,PLAMAJ,60,20.7,EU08,"Europe--Grenoble, France",Europe,1,PLAMAJ_EU08
49,CAPBUR,30,20.7,US02,USA--Harvard Forest,USA,1,CAPBUR_US02
13,CAPBUR,30,20.7,US01,USA--Harvard Forest,USA,1,CAPBUR_US01
8,DACGLO,60,20.7,EU40,"Europe--Tacconaz, France",Europe,1,DACGLO_EU40
49,CHEMAJ,60,20.7,EU08,"Europe--Bois de Boulogne, Paris, France",Europe,1,CHEMAJ_EU08
8,RUMCRI,60,20.7,EU03,"Europe--Grenoble, France",Europe,1,RUMCRI_EU03
NA,RUMCRI,60,25.3,EU03,"Europe--Grenoble, France",Europe,0,RUMCRI_EU03
12,RUMCRI,60,25.3,EU05,"Europe--Grenoble, France",Europe,1,RUMCRI_EU05
6,TAROFF,60,25.3,EU01,"Europe--Grenoble, France",Europe,1,TAROFF_EU01
6,PLAMAJ,60,25.3,US25,USA--Walden,USA,1,PLAMAJ_US25
20,PLAMAJ,60,25.3,US205,USA--Arnold Arboretum ,USA,1,PLAMAJ_US205
6,PLAMAJ,60,25.3,EU01,"Europe--Schaan, Liechtenstein",Europe,1,PLAMAJ_EU01
NA,PLAMED,60,25.3,EU05,"Europe--Le Tretien, Switzerland",Europe,0,PLAMED_EU05
NA,CAPBUR,30,25.3,US02,USA--Harvard Forest,USA,0,CAPBUR_US02
NA,CAPBUR,30,25.3,US01,USA--Harvard Forest,USA,0,CAPBUR_US01
10,DACGLO,60,25.3,EU40,"Europe--Tacconaz, France",Europe,1,DACGLO_EU40
16,CHEMAJ,60,25.3,EU29,"Europe--Grenoble, France",Europe,1,CHEMAJ_EU29
12,RUMCRI,60,25.3,EU03,"Europe--Grenoble, France",Europe,1,RUMCRI_EU03
8,RUMCRI,60,25.3,EU05,"Europe--Grenoble, France",Europe,1,RUMCRI_EU05
6,TAROFF,60,25.3,EU01,"Europe--Grenoble, France",Europe,1,TAROFF_EU01
6,PLAMAJ,60,25.3,US25,USA--Walden,USA,1,PLAMAJ_US25
8,PLAMAJ,60,25.3,US205,USA--Arnold Arboretum ,USA,1,PLAMAJ_US205
10,PLAMAJ,60,25.3,EU08,"Europe--Grenoble, France",Europe,1,PLAMAJ_EU08
33,PLAMED,60,25.3,EU05,"Europe--Le Tretien, Switzerland",Europe,1,PLAMED_EU05
NA,CAPBUR,30,25.3,US02,USA--Harvard Forest,USA,0,CAPBUR_US02
NA,CAPBUR,30,25.3,US01,USA--Harvard Forest,USA,0,CAPBUR_US01
16,CHEMAJ,60,25.3,EU08,"Europe--Bois de Boulogne, Paris, France",Europe,1,CHEMAJ_EU08
22,CHEMAJ,60,25.3,EU29,"Europe--Grenoble, France",Europe,1,CHEMAJ_EU29
8,RUMCRI,60,25.3,EU03,"Europe--Grenoble, France",Europe,1,RUMCRI_EU03
8,RUMCRI,60,25.3,EU05,"Europe--Grenoble, France",Europe,1,RUMCRI_EU05
8,PLAMAJ,60,25.3,US25,USA--Walden,USA,1,PLAMAJ_US25
10,PLAMAJ,60,25.3,EU01,"Europe--Schaan, Liechtenstein",Europe,1,PLAMAJ_EU01
6,PLAMAJ,60,25.3,EU08,"Europe--Grenoble, France",Europe,1,PLAMAJ_EU08
NA,PLAMED,60,25.3,EU05,"Europe--Le Tretien, Switzerland",Europe,0,PLAMED_EU05
6,CAPBUR,30,25.3,US02,USA--Harvard Forest,USA,1,CAPBUR_US02
NA,CAPBUR,30,25.3,US01,USA--Harvard Forest,USA,0,CAPBUR_US01
16,CHEMAJ,60,25.3,EU08,"Europe--Bois de Boulogne, Paris, France",Europe,1,CHEMAJ_EU08
33,CHEMAJ,60,25.3,EU29,"Europe--Grenoble, France",Europe,1,CHEMAJ_EU29
NA,RUMCRI,60,25.3,EU03,"Europe--Grenoble, France",Europe,0,RUMCRI_EU03
NA,TAROFF,60,25.3,EU01,"Europe--Grenoble, France",Europe,0,TAROFF_EU01
6,PLAMAJ,60,25.3,US205,USA--Arnold Arboretum ,USA,1,PLAMAJ_US205
6,PLAMAJ,60,25.3,EU01,"Europe--Schaan, Liechtenstein",Europe,1,PLAMAJ_EU01
6,PLAMAJ,60,25.3,EU08,"Europe--Grenoble, France",Europe,1,PLAMAJ_EU08
NA,PLAMED,60,25.3,EU05,"Europe--Le Tretien, Switzerland",Europe,0,PLAMED_EU05
NA,CAPBUR,30,25.3,US02,USA--Harvard Forest,USA,0,CAPBUR_US02
6,DACGLO,60,25.3,EU40,"Europe--Tacconaz, France",Europe,1,DACGLO_EU40
16,CHEMAJ,60,25.3,EU08,"Europe--Bois de Boulogne, Paris, France",Europe,1,CHEMAJ_EU08
NA,CHEMAJ,60,25.3,EU29,"Europe--Grenoble, France",Europe,0,CHEMAJ_EU29
NA,RUMCRI,60,25.3,EU05,"Europe--Grenoble, France",Europe,0,RUMCRI_EU05
6,TAROFF,60,25.3,EU01,"Europe--Grenoble, France",Europe,1,TAROFF_EU01
10,PLAMAJ,60,25.3,US25,USA--Walden,USA,1,PLAMAJ_US25
12,PLAMAJ,60,25.3,US205,USA--Arnold Arboretum ,USA,1,PLAMAJ_US205
6,PLAMAJ,60,25.3,EU01,"Europe--Schaan, Liechtenstein",Europe,1,PLAMAJ_EU01
6,PLAMAJ,60,25.3,EU08,"Europe--Grenoble, France",Europe,1,PLAMAJ_EU08
NA,PLAMED,60,25.3,EU05,"Europe--Le Tretien, Switzerland",Europe,0,PLAMED_EU05
NA,CAPBUR,30,25.3,US01,USA--Harvard Forest,USA,0,CAPBUR_US01
6,DACGLO,60,25.3,EU40,"Europe--Tacconaz, France",Europe,1,DACGLO_EU40
16,CHEMAJ,60,25.3,EU08,"Europe--Bois de Boulogne, Paris, France",Europe,1,CHEMAJ_EU08
NA,CHEMAJ,60,25.3,EU29,"Europe--Grenoble, France",Europe,0,CHEMAJ_EU29
8,RUMCRI,60,25.3,EU05,"Europe--Grenoble, France",Europe,1,RUMCRI_EU05
6,TAROFF,60,25.3,EU01,"Europe--Grenoble, France",Europe,1,TAROFF_EU01
12,PLAMAJ,60,25.3,US25,USA--Walden,USA,1,PLAMAJ_US25
14,PLAMAJ,60,25.3,US205,USA--Arnold Arboretum ,USA,1,PLAMAJ_US205
6,PLAMAJ,60,25.3,EU01,"Europe--Schaan, Liechtenstein",Europe,1,PLAMAJ_EU01
6,PLAMAJ,60,25.3,EU08,"Europe--Grenoble, France",Europe,1,PLAMAJ_EU08
6,CAPBUR,30,25.3,US02,USA--Harvard Forest,USA,1,CAPBUR_US02
NA,CAPBUR,30,25.3,US01,USA--Harvard Forest,USA,0,CAPBUR_US01
6,DACGLO,60,25.3,EU40,"Europe--Tacconaz, France",Europe,1,DACGLO_EU40
30,CHEMAJ,60,25.3,EU08,"Europe--Bois de Boulogne, Paris, France",Europe,1,CHEMAJ_EU08
30,RUMCRI,60,25.3,EU03,"Europe--Grenoble, France",Europe,1,RUMCRI_EU03
20,PLALAN,60,20.7,US05,USA--Walden,USA,1,PLALAN_US05
4,PLALAN,60,20.7,US25,USA--Arnold Arboretum ,USA,1,PLALAN_US25
NA,PLALAN,60,20.7,US27,USA--Arnold Arboretum ,USA,0,PLALAN_US27
NA,PLALAN,60,20.7,US20,USA--Arnold Arboretum ,USA,0,PLALAN_US20
8,PLALAN,60,20.7,US25,USA--Arnold Arboretum ,USA,1,PLALAN_US25
NA,PLALAN,60,20.7,US27,USA--Arnold Arboretum ,USA,0,PLALAN_US27
8,PLALAN,60,20.7,US01,USA--Walden,USA,1,PLALAN_US01
8,PLALAN,60,20.7,US21,USA--Arnold Arboretum ,USA,1,PLALAN_US21
4,PLALAN,60,20.7,US25,USA--Arnold Arboretum ,USA,1,PLALAN_US25
NA,PLALAN,60,20.7,US27,USA--Arnold Arboretum ,USA,0,PLALAN_US27
NA,PLALAN,60,20.7,US02,USA--Walden,USA,0,PLALAN_US02
NA,PLALAN,60,20.7,US24,USA--Arnold Arboretum ,USA,0,PLALAN_US24
4,PLALAN,60,20.7,US25,USA--Arnold Arboretum ,USA,1,PLALAN_US25
8,PLALAN,60,20.7,US27,USA--Arnold Arboretum ,USA,1,PLALAN_US27
