Species_name,genus,species,Family,GF
Artocarpus_rigidus,Artocarpus,rigidus,Moraceae,woody
Jatropha_curcas,Jatropha,curcas,Euphorbiaceae,woody
Jatropha_multifida,Jatropha,multifida,Euphorbiaceae,woody
Cnidoscolus_urens,Cnidoscolus,urens,Euphorbiaceae,woody
Omphalea_megacarpa,Omphalea,megacarpa,Euphorbiaceae,woody
Plukenetia_volubilis,Plukenetia,volubilis,Euphorbiaceae,herb
Bromus_mango,Bromus,mango,Poaceae,graminoid
Bromus_catharticus,Bromus,catharticus,Poaceae,graminoid
Cortaderia_selloana,Cortaderia,selloana,Poaceae,graminoid
Eriochloa_polystachya,Eriochloa,polystachya,Poaceae,graminoid
Paspalum_dilatatum,Paspalum,dilatatum,Poaceae,graminoid
Paspalum_notatum,Paspalum,notatum,Poaceae,graminoid
Paspalum_plicatulum,Paspalum,plicatulum,Poaceae,graminoid
Sorghum_almum,Sorghum,almum,Poaceae,graminoid
Tripsacum_dactyloides,Tripsacum,dactyloides,Poaceae,graminoid
Mammea_americana,Mammea,americana,Calophyllaceae,woody
Garcinia_madruno,Garcinia,madruno,Clusiaceae,woody
Juglans_honorei,Juglans,honorei,Juglandaceae,woody
Ocotea_quixos,Ocotea,quixos,Lauraceae,woody
Lecythis_zabucajo,Lecythis,zabucajo,Lecythidaceae,woody
Aeschynomene_americana,Aeschynomene,americana,Fabaceae,herb
Arachis_glabrata,Arachis,glabrata,Fabaceae,herb
Arachis_villosulicarpa,Arachis,villosulicarpa,Fabaceae,herb
Canavalia_plagiosperma,Canavalia,plagiosperma,Fabaceae,herb
Centrosema_pubescens,Centrosema,pubescens,Fabaceae,herb
Crotalaria_micans,Crotalaria,micans,Fabaceae,herb
Desmodium_cinereum,Desmodium,cinereum,Fabaceae,herb
Polianthes_tuberosa,Polianthes,tuberosa,Asparagaceae,herb
Yucca_gigantea,Yucca,gigantea,Asparagaceae,woody
Bomarea_edulis,Bomarea,edulis,Alstroemeriaceae,herb
Amaranthus_hybridus,Amaranthus,hybridus,Amaranthaceae,herb
Amaranthus_hypochondriacus,Amaranthus,hypochondriacus,Amaranthaceae,herb
Cyrtocarpa_procera,Cyrtocarpa,procera,Anacardiaceae,woody
Annona_macroprophyllata,Annona,macroprophyllata,Annonaceae,woody
Annona_montana,Annona,montana,Annonaceae,woody
Annona_purpurea,Annona,purpurea,Annonaceae,woody
Annona_scleroderma,Annona,scleroderma,Annonaceae,woody
Cymbopetalum_penduliflorum,Cymbopetalum,penduliflorum,Annonaceae,woody
Monstera_deliciosa,Monstera,deliciosa,Araceae,herb
Xanthosoma_robustum,Xanthosoma,robustum,Araceae,herb
Crescentia_cujete,Crescentia,cujete,Bignoniaceae,woody
Parmentiera_cereifera,Parmentiera,cereifera,Parmentiera,woody
Parmentiera_aculeata,Parmentiera,aculeata,Parmentiera,woody
Ceiba_pentandra,Ceiba,pentandra,Malvaceae,woody
Bromelia_pinguin,Bromelia,pinguin,Bromeliaceae,herb
Nopalea_cochenillifera,Nopalea,cochenillifera,Cactaceae,herb
Nopalea_dejecta,Nopalea,dejecta,Cactaceae,herb
Theobroma_bicolor,Theobroma,bicolor,Malvaceae,woody
Asclepias_syriaca,Asclepias,syriaca,Apocynaceae,herb
Castanea_dentata,Castanea,dentata,Fagaceae,woody
Castanea_pumila,Castanea,pumila,Fagaceae,woody
Elymus_caninus,Elymus,caninus,Poaceae,graminoid
Elymus_smithii,Elymus,smithii,Poaceae,graminoid
Elymus_spicatus,Elymus,spicatus,Poaceae,graminoid
Bouteloua_curtipendula,Bouteloua,curtipendula,Poaceae,graminoid
Chondrosum_eriopodum,Chondrosum,eriopodum,Poaceae,graminoid
Bouteloua_repens,Bouteloua,repens,Poaceae,graminoid
Chondrosum_gracile,Chondrosum,gracile,Poaceae,graminoid
Bromus_marginatus,Bromus,marginatus,Poaceae,graminoid
Deschampsia_caespitosa,Deschampsia,caespitosa,Poaceae,graminoid
Elymus_canadensis,Elymus,canadensis,Poaceae,graminoid
Panicum_virgatum,Panicum,virgatum,Poaceae,graminoid
Poa_compressa,Poa,compressa,Poaceae,graminoid
Poa_nemoralis,Poa,nemoralis,Poaceae,graminoid
Poa_pratensis,Poa,pratensis,Poaceae,graminoid
Puccinellia_nuttalliana,Puccinellia,nuttalliana,Poaceae,graminoid
Nassella_viridula,Nassella,viridula,Poaceae,graminoid
Zizania_aquatica,Zizania,aquatica,Poaceae,graminoid
Ribes_cynosbati,Ribes,cynosbati,Grossulariaceae,woody
Ribes_aureum,Ribes,aureum,Grossulariaceae,woody
Phacelia_tanacetifolia,Phacelia,tanacetifolia,Boraginaceae,herb
Carya_ovata,Carya,ovata,Juglandaceae,woody
Juglans_hindsii,Juglans,hindsii,Juglandaceae,woody
Mentha_canadensis,Mentha,canadensis,Lamiaceae,herb
Amphicarpaea_bracteata,Amphicarpaea,bracteata,Fabaceae,herb
Apios_americana,Apios,americana,Fabaceae,herb
Gleditsia_triacanthos,Gleditsia,triacanthos,Fabaceae,woody
Lupinus_perennis,Lupinus,perennis,Fabaceae,herb
Lupinus_polyphyllus,Lupinus,polyphyllus,Fabaceae,herb
Coriandrum_sativum,Coriandrum,sativum,Apiaceae,herb
Borago_officinalis,Borago,officinalis,Boraginaceae,herb
Luffa_acutangula,Luffa,acutangula,Cucurbitaceae,herb
Medicago_lupulina,Medicago,lupulina,Fabaceae,herb
Sorghum_drummondii,Sorghum,drummondii,Poaceae,graminoid
Triticum_carthlicum,Triticum,carthlicum,Poaceae,graminoid
Vicia_sepium,Vicia,sepium,Fabaceae,herb
Vicia_tetrasperma,Vicia,tetrasperma,Fabaceae,herb
