Tray location,Species,Strat length (days),"Temp (from lowest to highest temperature treatments: LL, LM, HM, HH) ",individual,Collection location,Substrate
2d14,CAPBUR,60,LM,EU10,"Oslo, Norway",Filter
2e14,CAPBUR,60,LM,EU10,"Oslo, Norway",Filter
2f14,CAPBUR,60,LM,EU10,"Oslo, Norway",Filter
2g14,CAPBUR,60,LM,EU10,"Oslo, Norway",Filter
3c14,CAPBUR,60,HM,EU10,"Oslo, Norway",Filter
3d14,CAPBUR,60,HM,EU10,"Oslo, Norway",Filter
3e14,CAPBUR,60,HM,EU10,"Oslo, Norway",Filter
3f14,CAPBUR,60,HM,EU10,"Oslo, Norway",Filter
3g14,CAPBUR,60,HM,EU10,"Oslo, Norway",Filter
4c14,CAPBUR,60,HH,EU10,"Oslo, Norway",Filter
4d14,CAPBUR,60,HH,EU10,"Oslo, Norway",Filter
4e14,CAPBUR,60,HH,EU10,"Oslo, Norway",Filter
4f14,CAPBUR,60,HH,EU10,"Oslo, Norway",Filter
4g14,CAPBUR,60,HH,EU10,"Oslo, Norway",Filter
5a25A,CAPBUR,30,LL,EU10,"Oslo, Norway",Filter
5a25B,CAPBUR,30,LL,EU10,"Oslo, Norway",Filter
5a25C,CAPBUR,30,LL,EU10,"Oslo, Norway",Filter
5a25D,CAPBUR,30,LL,EU10,"Oslo, Norway",Filter
5a25E,CAPBUR,30,LL,EU10,"Oslo, Norway",Filter
6a25A,CAPBUR,30,LM,EU10,"Oslo, Norway",Filter
6a25B,CAPBUR,30,LM,EU10,"Oslo, Norway",Filter
6a25C,CAPBUR,30,LM,EU10,"Oslo, Norway",Filter
6a25D,CAPBUR,30,LM,EU10,"Oslo, Norway",Filter
6a25E,CAPBUR,30,LM,EU10,"Oslo, Norway",Filter
7a25A,CAPBUR,30,HM,EU10,"Oslo, Norway",Filter
7a25B,CAPBUR,30,HM,EU10,"Oslo, Norway",Filter
7a25C,CAPBUR,30,HM,EU10,"Oslo, Norway",Filter
7a25D,CAPBUR,30,HM,EU10,"Oslo, Norway",Filter
7a25E,CAPBUR,30,HM,EU10,"Oslo, Norway",Filter
8a25A,CAPBUR,30,HH,EU10,"Oslo, Norway",Filter
8a25B,CAPBUR,30,HH,EU10,"Oslo, Norway",Filter
8a25C,CAPBUR,30,HH,EU10,"Oslo, Norway",Filter
8a25D,CAPBUR,30,HH,EU10,"Oslo, Norway",Filter
8a25E,CAPBUR,30,HH,EU10,"Oslo, Norway",Filter
1a15,CAPBUR,60,LL,EU11,"Voss, Norway",Filter
1b15,CAPBUR,60,LL,EU11,"Voss, Norway",Filter
1c15,CAPBUR,60,LL,EU11,"Voss, Norway",Filter
1d15,CAPBUR,60,LL,EU11,"Voss, Norway",Filter
1h14,CAPBUR,60,LL,EU11,"Voss, Norway",Filter
2a15,CAPBUR,60,LM,EU11,"Voss, Norway",Filter
2b15,CAPBUR,60,LM,EU11,"Voss, Norway",Filter
2c15,CAPBUR,60,LM,EU11,"Voss, Norway",Filter
2d15,CAPBUR,60,LM,EU11,"Voss, Norway",Filter
2h14,CAPBUR,60,LM,EU11,"Voss, Norway",Filter
3a15,CAPBUR,60,HM,EU11,"Voss, Norway",Filter
3b15,CAPBUR,60,HM,EU11,"Voss, Norway",Filter
3c15,CAPBUR,60,HM,EU11,"Voss, Norway",Filter
3d15,CAPBUR,60,HM,EU11,"Voss, Norway",Filter
3h14,CAPBUR,60,HM,EU11,"Voss, Norway",Filter
4a15,CAPBUR,60,HH,EU11,"Voss, Norway",Filter
4b15,CAPBUR,60,HH,EU11,"Voss, Norway",Filter
4c15,CAPBUR,60,HH,EU11,"Voss, Norway",Filter
4d15,CAPBUR,60,HH,EU11,"Voss, Norway",Filter
4h14,CAPBUR,60,HH,EU11,"Voss, Norway",Filter
5b25A,CAPBUR,30,LL,EU11,"Voss, Norway",Filter
5b25B,CAPBUR,30,LL,EU11,"Voss, Norway",Filter
5b25C,CAPBUR,30,LL,EU11,"Voss, Norway",Filter
6b25A,CAPBUR,30,LM,EU11,"Voss, Norway",Filter
6b25B,CAPBUR,30,LM,EU11,"Voss, Norway",Filter
6b25C,CAPBUR,30,LM,EU11,"Voss, Norway",Filter
7b25A,CAPBUR,30,HM,EU11,"Voss, Norway",Filter
7b25B,CAPBUR,30,HM,EU11,"Voss, Norway",Filter
7b25C,CAPBUR,30,HM,EU11,"Voss, Norway",Filter
8b25A,CAPBUR,30,HH,EU11,"Voss, Norway",Filter
8b25B,CAPBUR,30,HH,EU11,"Voss, Norway",Filter
8b25C,CAPBUR,30,HH,EU11,"Voss, Norway",Filter
10g7,PLAMED,30,LM,EU12,"Le Tretien, Switzerland",Filter
11g7,PLAMED,30,HH,EU12,"Le Tretien, Switzerland",Filter
12g7,PLAMED,30,HM,EU12,"Le Tretien, Switzerland",Filter
1e15,CAPBUR,60,LL,EU12,"Copehagen, Denmark",Filter
1f15,CAPBUR,60,LL,EU12,"Copehagen, Denmark",Filter
1g15,CAPBUR,60,LL,EU12,"Copehagen, Denmark",Filter
2e15,CAPBUR,60,LM,EU12,"Copehagen, Denmark",Filter
2f15,CAPBUR,60,LM,EU12,"Copehagen, Denmark",Filter
2g15,CAPBUR,60,LM,EU12,"Copehagen, Denmark",Filter
3e15,CAPBUR,60,HM,EU12,"Copehagen, Denmark",Filter
3f15,CAPBUR,60,HM,EU12,"Copehagen, Denmark",Filter
3g15,CAPBUR,60,HM,EU12,"Copehagen, Denmark",Filter
4e15,CAPBUR,60,HH,EU12,"Copehagen, Denmark",Filter
4f15,CAPBUR,60,HH,EU12,"Copehagen, Denmark",Filter
4g15,CAPBUR,60,HH,EU12,"Copehagen, Denmark",Filter
5c25A,CAPBUR,30,LL,EU12,"Copehagen, Denmark",Filter
5c25B,CAPBUR,30,LL,EU12,"Copehagen, Denmark",Filter
5c25C,CAPBUR,30,LL,EU12,"Copehagen, Denmark",Filter
5c5,PLAMED,60,LL,EU12,"Le Tretien, Switzerland",Filter
6c25A,CAPBUR,30,LM,EU12,"Copehagen, Denmark",Filter
6c25B,CAPBUR,30,LM,EU12,"Copehagen, Denmark",Filter
6c25C,CAPBUR,30,LM,EU12,"Copehagen, Denmark",Filter
6c5,PLAMED,60,LM,EU12,"Le Tretien, Switzerland",Filter
7c25A,CAPBUR,30,HM,EU12,"Copehagen, Denmark",Filter
7c25B,CAPBUR,30,HM,EU12,"Copehagen, Denmark",Filter
7c25C,CAPBUR,30,HM,EU12,"Copehagen, Denmark",Filter
7c5,PLAMED,60,HM,EU12,"Le Tretien, Switzerland",Filter
8c25A,CAPBUR,30,HH,EU12,"Copehagen, Denmark",Filter
8c25B,CAPBUR,30,HH,EU12,"Copehagen, Denmark",Filter
8c25C,CAPBUR,30,HH,EU12,"Copehagen, Denmark",Filter
8c5,PLAMED,60,HH,EU12,"Le Tretien, Switzerland",Filter
9g7,PLAMED,30,LL,EU12,"Le Tretien, Switzerland",Filter
1a16,CAPBUR,60,LL,EU13,"Copehagen, Denmark",Filter
1h15,CAPBUR,60,LL,EU13,"Copehagen, Denmark",Filter
2a16,CAPBUR,60,LM,EU13,"Copehagen, Denmark",Filter
2h15,CAPBUR,60,LM,EU13,"Copehagen, Denmark",Filter
3a16,CAPBUR,60,HM,EU13,"Copehagen, Denmark",Filter
3h15,CAPBUR,60,HM,EU13,"Copehagen, Denmark",Filter
4a16,CAPBUR,60,HH,EU13,"Copehagen, Denmark",Filter
4h15,CAPBUR,60,HH,EU13,"Copehagen, Denmark",Filter
5d25,CAPBUR,30,LL,EU13,"Copehagen, Denmark",Filter
6d25,CAPBUR,30,LM,EU13,"Copehagen, Denmark",Filter
7d25,CAPBUR,30,HM,EU13,"Copehagen, Denmark",Filter
8d25,CAPBUR,30,HH,EU13,"Copehagen, Denmark",Filter
1c6,CAPBUR,60,LL,US01,Harvard Forest,Filter
1d6,CAPBUR,60,LL,US01,Harvard Forest,Filter
2c6,CAPBUR,60,LM,US01,Harvard Forest,Filter
2d6,CAPBUR,60,LM,US01,Harvard Forest,Filter
3c6,CAPBUR,60,HM,US01,Harvard Forest,Filter
3d6,CAPBUR,60,HM,US01,Harvard Forest,Filter
4c6,CAPBUR,60,HH,US01,Harvard Forest,Filter
4d6,CAPBUR,60,HH,US01,Harvard Forest,Filter
5b17,CAPBUR,30,LL,US01,Harvard Forest,Filter
5c17,CAPBUR,30,LL,US01,Harvard Forest,Filter
6b17,CAPBUR,30,LM,US01,Harvard Forest,Filter
6c17,CAPBUR,30,LM,US01,Harvard Forest,Filter
7b17,CAPBUR,30,HM,US01,Harvard Forest,Filter
7c17,CAPBUR,30,HM,US01,Harvard Forest,Filter
8b17,CAPBUR,30,HH,US01,Harvard Forest,Filter
8c17,CAPBUR,30,HH,US01,Harvard Forest,Filter
1e6,CAPBUR,60,LL,US02,Harvard Forest,Filter
2e6,CAPBUR,60,LM,US02,Harvard Forest,Filter
3e6,CAPBUR,60,HM,US02,Harvard Forest,Filter
4e6,CAPBUR,60,HH,US02,Harvard Forest,Filter
5d17,CAPBUR,30,LL,US02,Harvard Forest,Filter
6d17,CAPBUR,30,LM,US02,Harvard Forest,Filter
7d17,CAPBUR,30,HM,US02,Harvard Forest,Filter
8d17,CAPBUR,30,HH,US02,Harvard Forest,Filter
1f6,CAPBUR,60,LL,US03,Harvard Forest,Filter
2f6,CAPBUR,60,LM,US03,Harvard Forest,Filter
3f6,CAPBUR,60,HM,US03,Harvard Forest,Filter
4f6,CAPBUR,60,HH,US03,Harvard Forest,Filter
5e17,CAPBUR,30,LL,US03,Harvard Forest,Filter
6e17,CAPBUR,30,LM,US03,Harvard Forest,Filter
7e17,CAPBUR,30,HM,US03,Harvard Forest,Filter
8e17,CAPBUR,30,HH,US03,Harvard Forest,Filter
1g6,CAPBUR,60,LL,US04,Harvard Forest,Filter
2g6,CAPBUR,60,LM,US04,Harvard Forest,Filter
3g6,CAPBUR,60,HM,US04,Harvard Forest,Filter
4g6,CAPBUR,60,HH,US04,Harvard Forest,Filter
5f17,CAPBUR,30,LL,US04,Harvard Forest,Filter
6f17,CAPBUR,30,LM,US04,Harvard Forest,Filter
7f17,CAPBUR,30,HM,US04,Harvard Forest,Filter
8f17,CAPBUR,30,HH,US04,Harvard Forest,Filter
10c1,CHEMAJ,30,LM,EU01,"Bois de Boulogne, Paris, France",Filter
11c1,CHEMAJ,30,HH,EU01,"Bois de Boulogne, Paris, France",Filter
12c1,CHEMAJ,30,HM,EU01,"Bois de Boulogne, Paris, France",Filter
1g25,CHEMAJ,60,LL,EU01,"Bois de Boulogne, Paris, France",Filter
2g25,CHEMAJ,60,LM,EU01,"Bois de Boulogne, Paris, France",Filter
3g25,CHEMAJ,60,HM,EU01,"Bois de Boulogne, Paris, France",Filter
4g25,CHEMAJ,60,HH,EU01,"Bois de Boulogne, Paris, France",Filter
9c1,CHEMAJ,30,LL,EU01,"Bois de Boulogne, Paris, France",Filter
10d1,CHEMAJ,30,LM,EU07,"Bois de Boulogne, Paris, France",Filter
11d1,CHEMAJ,30,HH,EU07,"Bois de Boulogne, Paris, France",Filter
12d1,CHEMAJ,30,HM,EU07,"Bois de Boulogne, Paris, France",Filter
1h25,CHEMAJ,60,LL,EU07,"Bois de Boulogne, Paris, France",Filter
2h25,CHEMAJ,60,LM,EU07,"Bois de Boulogne, Paris, France",Filter
3h25,CHEMAJ,60,HM,EU07,"Bois de Boulogne, Paris, France",Filter
4h25,CHEMAJ,60,HH,EU07,"Bois de Boulogne, Paris, France",Filter
9d1,CHEMAJ,30,LL,EU07,"Bois de Boulogne, Paris, France",Filter
10e1,CHEMAJ,30,LM,EU08,"Bois de Boulogne, Paris, France",Filter
11e1,CHEMAJ,30,HH,EU08,"Bois de Boulogne, Paris, France",Filter
12e1,CHEMAJ,30,HM,EU08,"Bois de Boulogne, Paris, France",Filter
1a26,CHEMAJ,60,LL,EU08,"Bois de Boulogne, Paris, France",Filter
2a26,CHEMAJ,60,LM,EU08,"Bois de Boulogne, Paris, France",Filter
3a26,CHEMAJ,60,HM,EU08,"Bois de Boulogne, Paris, France",Filter
4a26,CHEMAJ,60,HH,EU08,"Bois de Boulogne, Paris, France",Filter
9e1,CHEMAJ,30,LL,EU08,"Bois de Boulogne, Paris, France",Filter
10f1,CHEMAJ,30,LM,EU09,"Bois de Boulogne, Paris, France",Filter
11f1,CHEMAJ,30,HH,EU09,"Bois de Boulogne, Paris, France",Filter
12f1,CHEMAJ,30,HM,EU09,"Bois de Boulogne, Paris, France",Filter
1b26,CHEMAJ,60,LL,EU09,"Bois de Boulogne, Paris, France",Filter
2b26,CHEMAJ,60,LM,EU09,"Bois de Boulogne, Paris, France",Filter
3b26,CHEMAJ,60,HM,EU09,"Bois de Boulogne, Paris, France",Filter
4b26,CHEMAJ,60,HH,EU09,"Bois de Boulogne, Paris, France",Filter
9f1,CHEMAJ,30,LL,EU09,"Bois de Boulogne, Paris, France",Filter
10g1,CHEMAJ,30,LM,EU10,"Bois de Boulogne, Paris, France",Filter
11g1,CHEMAJ,30,HH,EU10,"Bois de Boulogne, Paris, France",Filter
12g1,CHEMAJ,30,HM,EU10,"Bois de Boulogne, Paris, France",Filter
1c26,CHEMAJ,60,LL,EU10,"Bois de Boulogne, Paris, France",Filter
2c26,CHEMAJ,60,LM,EU10,"Bois de Boulogne, Paris, France",Filter
3c26,CHEMAJ,60,HM,EU10,"Bois de Boulogne, Paris, France",Filter
4c26,CHEMAJ,60,HH,EU10,"Bois de Boulogne, Paris, France",Filter
9g1,CHEMAJ,30,LL,EU10,"Bois de Boulogne, Paris, France",Filter
10h1,CHEMAJ,30,LM,EU11,"Balaameer Park, Gent, Belgium ",Filter
11h1,CHEMAJ,30,HH,EU11,"Balaameer Park, Gent, Belgium ",Filter
12h1,CHEMAJ,30,HM,EU11,"Balaameer Park, Gent, Belgium ",Filter
1d26,CHEMAJ,60,LL,EU11,"Balaameer Park, Gent, Belgium ",Filter
2d26,CHEMAJ,60,LM,EU11,"Balaameer Park, Gent, Belgium ",Filter
3d26,CHEMAJ,60,HM,EU11,"Balaameer Park, Gent, Belgium ",Filter
4d26,CHEMAJ,60,HH,EU11,"Balaameer Park, Gent, Belgium ",Filter
9h1,CHEMAJ,30,LL,EU11,"Balaameer Park, Gent, Belgium ",Filter
10a2,CHEMAJ,30,LM,EU12,"Balaameer Park, Gent, Belgium ",Filter
11a2,CHEMAJ,30,HH,EU12,"Balaameer Park, Gent, Belgium ",Filter
12a2,CHEMAJ,30,HM,EU12,"Balaameer Park, Gent, Belgium ",Filter
1e26,CHEMAJ,60,LL,EU12,"Balaameer Park, Gent, Belgium ",Filter
2e26,CHEMAJ,60,LM,EU12,"Balaameer Park, Gent, Belgium ",Filter
3e26,CHEMAJ,60,HM,EU12,"Balaameer Park, Gent, Belgium ",Filter
4e26,CHEMAJ,60,HH,EU12,"Balaameer Park, Gent, Belgium ",Filter
9a2,CHEMAJ,30,LL,EU12,"Balaameer Park, Gent, Belgium ",Filter
10b2,CHEMAJ,30,LM,EU13,"Balaameer Park, Gent, Belgium ",Filter
11b2,CHEMAJ,30,HH,EU13,"Balaameer Park, Gent, Belgium ",Filter
12b2,CHEMAJ,30,HM,EU13,"Balaameer Park, Gent, Belgium ",Filter
1f26,CHEMAJ,60,LL,EU13,"Balaameer Park, Gent, Belgium ",Filter
2f26,CHEMAJ,60,LM,EU13,"Balaameer Park, Gent, Belgium ",Filter
3f26,CHEMAJ,60,HM,EU13,"Balaameer Park, Gent, Belgium ",Filter
4f26,CHEMAJ,60,HH,EU13,"Balaameer Park, Gent, Belgium ",Filter
9b2,CHEMAJ,30,LL,EU13,"Balaameer Park, Gent, Belgium ",Filter
10c2,CHEMAJ,30,LM,EU14,"Balaameer Park, Gent, Belgium ",Filter
11c2,CHEMAJ,30,HH,EU14,"Balaameer Park, Gent, Belgium ",Filter
12c2,CHEMAJ,30,HM,EU14,"Balaameer Park, Gent, Belgium ",Filter
1g26,CHEMAJ,60,LL,EU14,"Balaameer Park, Gent, Belgium ",Filter
2g26,CHEMAJ,60,LM,EU14,"Balaameer Park, Gent, Belgium ",Filter
3g26,CHEMAJ,60,HM,EU14,"Balaameer Park, Gent, Belgium ",Filter
4g26,CHEMAJ,60,HH,EU14,"Balaameer Park, Gent, Belgium ",Filter
9c2,CHEMAJ,30,LL,EU14,"Balaameer Park, Gent, Belgium ",Filter
10d2,CHEMAJ,30,LM,EU15,"Balaameer Park, Gent, Belgium ",Filter
11d2,CHEMAJ,30,HH,EU15,"Balaameer Park, Gent, Belgium ",Filter
12d2,CHEMAJ,30,HM,EU15,"Balaameer Park, Gent, Belgium ",Filter
1h26,CHEMAJ,60,LL,EU15,"Balaameer Park, Gent, Belgium ",Filter
2h26,CHEMAJ,60,LM,EU15,"Balaameer Park, Gent, Belgium ",Filter
3h26,CHEMAJ,60,HM,EU15,"Balaameer Park, Gent, Belgium ",Filter
4h26,CHEMAJ,60,HH,EU15,"Balaameer Park, Gent, Belgium ",Filter
9d2,CHEMAJ,30,LL,EU15,"Balaameer Park, Gent, Belgium ",Filter
10e2A,CHEMAJ,30,LM,EU22,"Jecenice, Slovenia",Filter
10e2B,CHEMAJ,30,LM,EU22,"Jecenice, Slovenia",Filter
10e2C,CHEMAJ,30,LM,EU22,"Jecenice, Slovenia",Filter
10e2D,CHEMAJ,30,LM,EU22,"Jecenice, Slovenia",Filter
10e2E,CHEMAJ,30,LM,EU22,"Jecenice, Slovenia",Filter
11e2A,CHEMAJ,30,HH,EU22,"Jecenice, Slovenia",Filter
11e2B,CHEMAJ,30,HH,EU22,"Jecenice, Slovenia",Filter
11e2C,CHEMAJ,30,HH,EU22,"Jecenice, Slovenia",Filter
11e2D,CHEMAJ,30,HH,EU22,"Jecenice, Slovenia",Filter
11e2E,CHEMAJ,30,HH,EU22,"Jecenice, Slovenia",Filter
12e2A,CHEMAJ,30,HM,EU22,"Jecenice, Slovenia",Filter
12e2B,CHEMAJ,30,HM,EU22,"Jecenice, Slovenia",Filter
12e2C,CHEMAJ,30,HM,EU22,"Jecenice, Slovenia",Filter
12e2D,CHEMAJ,30,HM,EU22,"Jecenice, Slovenia",Filter
12e2E,CHEMAJ,30,HM,EU22,"Jecenice, Slovenia",Filter
1a27,CHEMAJ,60,LL,EU22,"Jecenice, Slovenia",Filter
1b27,CHEMAJ,60,LL,EU22,"Jecenice, Slovenia",Filter
1c27,CHEMAJ,60,LL,EU22,"Jecenice, Slovenia",Filter
1d27,CHEMAJ,60,LL,EU22,"Jecenice, Slovenia",Filter
1e27,CHEMAJ,60,LL,EU22,"Jecenice, Slovenia",Filter
2a27,CHEMAJ,60,LM,EU22,"Jecenice, Slovenia",Filter
2b27,CHEMAJ,60,LM,EU22,"Jecenice, Slovenia",Filter
2c27,CHEMAJ,60,LM,EU22,"Jecenice, Slovenia",Filter
2d27,CHEMAJ,60,LM,EU22,"Jecenice, Slovenia",Filter
2e27,CHEMAJ,60,LM,EU22,"Jecenice, Slovenia",Filter
3a27,CHEMAJ,60,HM,EU22,"Jecenice, Slovenia",Filter
3b27,CHEMAJ,60,HM,EU22,"Jecenice, Slovenia",Filter
3d27,CHEMAJ,60,HM,EU22,"Jecenice, Slovenia",Filter
3e27,CHEMAJ,60,HM,EU22,"Jecenice, Slovenia",Filter
4a27,CHEMAJ,60,HH,EU22,"Jecenice, Slovenia",Filter
4b27,CHEMAJ,60,HH,EU22,"Jecenice, Slovenia",Filter
4c27,CHEMAJ,60,HH,EU22,"Jecenice, Slovenia",Filter
4d27,CHEMAJ,60,HH,EU22,"Jecenice, Slovenia",Filter
4e27,CHEMAJ,60,HH,EU22,"Jecenice, Slovenia",Filter
7c27,CHEMAJ,60,HM,EU22,"Jecenice, Slovenia",Filter
9e2A,CHEMAJ,30,LL,EU22,"Jecenice, Slovenia",Filter
9e2B,CHEMAJ,30,LL,EU22,"Jecenice, Slovenia",Filter
9e2C,CHEMAJ,30,LL,EU22,"Jecenice, Slovenia",Filter
9e2D,CHEMAJ,30,LL,EU22,"Jecenice, Slovenia",Filter
9e2E,CHEMAJ,30,LL,EU22,"Jecenice, Slovenia",Filter
10f2A,CHEMAJ,30,LM,EU23,"Skocjan caves, Slovenia",Filter
10f2B,CHEMAJ,30,LM,EU23,"Skocjan caves, Slovenia",Filter
10f2C,CHEMAJ,30,LM,EU23,"Skocjan caves, Slovenia",Filter
10f2D,CHEMAJ,30,LM,EU23,"Skocjan caves, Slovenia",Filter
10f2E,CHEMAJ,30,LM,EU23,"Skocjan caves, Slovenia",Filter
11f2A,CHEMAJ,30,HH,EU23,"Skocjan caves, Slovenia",Filter
11f2B,CHEMAJ,30,HH,EU23,"Skocjan caves, Slovenia",Filter
11f2C,CHEMAJ,30,HH,EU23,"Skocjan caves, Slovenia",Filter
11f2D,CHEMAJ,30,HH,EU23,"Skocjan caves, Slovenia",Filter
11f2E,CHEMAJ,30,HH,EU23,"Skocjan caves, Slovenia",Filter
12f2A,CHEMAJ,30,HM,EU23,"Skocjan caves, Slovenia",Filter
12f2B,CHEMAJ,30,HM,EU23,"Skocjan caves, Slovenia",Filter
12f2C,CHEMAJ,30,HM,EU23,"Skocjan caves, Slovenia",Filter
12f2D,CHEMAJ,30,HM,EU23,"Skocjan caves, Slovenia",Filter
12f2E,CHEMAJ,30,HM,EU23,"Skocjan caves, Slovenia",Filter
1a28,CHEMAJ,60,LL,EU23,"Skocjan caves, Slovenia",Filter
1b28,CHEMAJ,60,LL,EU23,"Skocjan caves, Slovenia",Filter
1f27,CHEMAJ,60,LL,EU23,"Skocjan caves, Slovenia",Filter
1g27,CHEMAJ,60,LL,EU23,"Skocjan caves, Slovenia",Filter
1h27,CHEMAJ,60,LL,EU23,"Skocjan caves, Slovenia",Filter
2a28,CHEMAJ,60,LM,EU23,"Skocjan caves, Slovenia",Filter
2b28,CHEMAJ,60,LM,EU23,"Skocjan caves, Slovenia",Filter
2f27,CHEMAJ,60,LM,EU23,"Skocjan caves, Slovenia",Filter
2g27,CHEMAJ,60,LM,EU23,"Skocjan caves, Slovenia",Filter
2h27,CHEMAJ,60,LM,EU23,"Skocjan caves, Slovenia",Filter
3a28,CHEMAJ,60,HM,EU23,"Skocjan caves, Slovenia",Filter
3b28,CHEMAJ,60,HM,EU23,"Skocjan caves, Slovenia",Filter
3f27,CHEMAJ,60,HM,EU23,"Skocjan caves, Slovenia",Filter
3g27,CHEMAJ,60,HM,EU23,"Skocjan caves, Slovenia",Filter
3h27,CHEMAJ,60,HM,EU23,"Skocjan caves, Slovenia",Filter
4a28,CHEMAJ,60,HH,EU23,"Skocjan caves, Slovenia",Filter
4b28,CHEMAJ,60,HH,EU23,"Skocjan caves, Slovenia",Filter
4f27,CHEMAJ,60,HH,EU23,"Skocjan caves, Slovenia",Filter
4g27,CHEMAJ,60,HH,EU23,"Skocjan caves, Slovenia",Filter
4h27,CHEMAJ,60,HH,EU23,"Skocjan caves, Slovenia",Filter
9f2A,CHEMAJ,30,LL,EU23,"Skocjan caves, Slovenia",Filter
9f2B,CHEMAJ,30,LL,EU23,"Skocjan caves, Slovenia",Filter
9f2C,CHEMAJ,30,LL,EU23,"Skocjan caves, Slovenia",Filter
9f2D,CHEMAJ,30,LL,EU23,"Skocjan caves, Slovenia",Filter
9f2E,CHEMAJ,30,LL,EU23,"Skocjan caves, Slovenia",Filter
10g2,CHEMAJ,30,LM,EU24,"Schaan, Liechtenstein",Filter
11g2,CHEMAJ,30,HH,EU24,"Schaan, Liechtenstein",Filter
12g2,CHEMAJ,30,HM,EU24,"Schaan, Liechtenstein",Filter
1c28,CHEMAJ,60,LL,EU24,"Schaan, Liechtenstein",Filter
1d28,CHEMAJ,60,LL,EU24,"Schaan, Liechtenstein",Filter
1e28,CHEMAJ,60,LL,EU24,"Schaan, Liechtenstein",Filter
1f28,CHEMAJ,60,LL,EU24,"Schaan, Liechtenstein",Filter
1g28,CHEMAJ,60,LL,EU24,"Schaan, Liechtenstein",Filter
2c28,CHEMAJ,60,LM,EU24,"Schaan, Liechtenstein",Filter
2d28,CHEMAJ,60,LM,EU24,"Schaan, Liechtenstein",Filter
2e28,CHEMAJ,60,LM,EU24,"Schaan, Liechtenstein",Filter
2f28,CHEMAJ,60,LM,EU24,"Schaan, Liechtenstein",Filter
2g28,CHEMAJ,60,LM,EU24,"Schaan, Liechtenstein",Filter
3c28,CHEMAJ,60,HM,EU24,"Schaan, Liechtenstein",Filter
3d28,CHEMAJ,60,HM,EU24,"Schaan, Liechtenstein",Filter
3e28,CHEMAJ,60,HM,EU24,"Schaan, Liechtenstein",Filter
3f28,CHEMAJ,60,HM,EU24,"Schaan, Liechtenstein",Filter
3g28,CHEMAJ,60,HM,EU24,"Schaan, Liechtenstein",Filter
4c28,CHEMAJ,60,HH,EU24,"Schaan, Liechtenstein",Filter
4d28,CHEMAJ,60,HH,EU24,"Schaan, Liechtenstein",Filter
4e28,CHEMAJ,60,HH,EU24,"Schaan, Liechtenstein",Filter
4f28,CHEMAJ,60,HH,EU24,"Schaan, Liechtenstein",Filter
4g28,CHEMAJ,60,HH,EU24,"Schaan, Liechtenstein",Filter
9g2,CHEMAJ,30,LL,EU24,"Schaan, Liechtenstein",Filter
10h2,CHEMAJ,30,LM,EU25,"Thun, Switzerland",Filter
11h2,CHEMAJ,30,HH,EU25,"Thun, Switzerland",Filter
12h2,CHEMAJ,30,HM,EU25,"Thun, Switzerland",Filter
1a29,CHEMAJ,60,LL,EU25,"Thun, Switzerland",Filter
1b29,CHEMAJ,60,LL,EU25,"Thun, Switzerland",Filter
1h28,CHEMAJ,60,LL,EU25,"Thun, Switzerland",Filter
2a29,CHEMAJ,60,LM,EU25,"Thun, Switzerland",Filter
2b29,CHEMAJ,60,LM,EU25,"Thun, Switzerland",Filter
2h28,CHEMAJ,60,LM,EU25,"Thun, Switzerland",Filter
3a29,CHEMAJ,60,HM,EU25,"Thun, Switzerland",Filter
3b29,CHEMAJ,60,HM,EU25,"Thun, Switzerland",Filter
3h28,CHEMAJ,60,HM,EU25,"Thun, Switzerland",Filter
4a29,CHEMAJ,60,HH,EU25,"Thun, Switzerland",Filter
4b29,CHEMAJ,60,HH,EU25,"Thun, Switzerland",Filter
4h28,CHEMAJ,60,HH,EU25,"Thun, Switzerland",Filter
9h2,CHEMAJ,30,LL,EU25,"Thun, Switzerland",Filter
10a3,CHEMAJ,30,LM,EU26,"Thun, Switzerland",Filter
11a3,CHEMAJ,30,HH,EU26,"Thun, Switzerland",Filter
12a3,CHEMAJ,30,HM,EU26,"Thun, Switzerland",Filter
1c29,CHEMAJ,60,LL,EU26,"Thun, Switzerland",Filter
1d29,CHEMAJ,60,LL,EU26,"Thun, Switzerland",Filter
2c29,CHEMAJ,60,LM,EU26,"Thun, Switzerland",Filter
2d29,CHEMAJ,60,LM,EU26,"Thun, Switzerland",Filter
3c29,CHEMAJ,60,HM,EU26,"Thun, Switzerland",Filter
3d29,CHEMAJ,60,HM,EU26,"Thun, Switzerland",Filter
4c29,CHEMAJ,60,HH,EU26,"Thun, Switzerland",Filter
4d29,CHEMAJ,60,HH,EU26,"Thun, Switzerland",Filter
9a3,CHEMAJ,30,LL,EU26,"Thun, Switzerland",Filter
10b3,CHEMAJ,30,LM,EU27,"Grenoble, France",Filter
11b3,CHEMAJ,30,HH,EU27,"Grenoble, France",Filter
12b3,CHEMAJ,30,HM,EU27,"Grenoble, France",Filter
1e29,CHEMAJ,60,LL,EU27,"Grenoble, France",Filter
2e29,CHEMAJ,60,LM,EU27,"Grenoble, France",Filter
3e29,CHEMAJ,60,HM,EU27,"Grenoble, France",Filter
4e29,CHEMAJ,60,HH,EU27,"Grenoble, France",Filter
9b3,CHEMAJ,30,LL,EU27,"Grenoble, France",Filter
10c3,CHEMAJ,30,LM,EU28,"Grenoble, France",Filter
