"year","gdd","gdd.sd","utah","utah.sd","ports","ports.sd","gen","spp","species","complex_name","continent"
1992,446.475288466132,131.619281014316,1173.47629695886,305.202329710572,56.5558724286624,7.82508035145239,"Fag","syl","Fagsyl","Fagus_sylvatica","europe"
1993,511.276065265608,126.53820364517,966.279516994633,288.879433548101,53.1214284872759,7.16366512116463,"Fag","syl","Fagsyl","Fagus_sylvatica","europe"
1994,447.643901176436,157.267482887393,1166.41860465116,241.880191295058,59.3915139279139,5.95057222711115,"Fag","syl","Fagsyl","Fagus_sylvatica","europe"
1995,393.628430395987,129.390177320573,686.449910554562,168.613025764522,44.401987971827,5.68887607706863,"Fag","syl","Fagsyl","Fagus_sylvatica","europe"
1996,405.908949665757,132.409750471068,1008.14355992844,156.021493849694,52.2655904966186,5.26640965846175,"Fag","syl","Fagsyl","Fagus_sylvatica","europe"
1997,424.632632474418,162.90868352373,993.419499105546,198.605911785095,55.0955686227138,4.4860627012361,"Fag","syl","Fagsyl","Fagus_sylvatica","europe"
1998,454.419116503551,126.840576525412,927.977191413238,248.522298271265,50.9756459795651,7.95697288386534,"Fag","syl","Fagsyl","Fagus_sylvatica","europe"
1999,474.853819851032,139.672679683605,1006.80992844365,220.633920987315,54.5625928355929,6.1370824945364,"Fag","syl","Fagsyl","Fagus_sylvatica","europe"
2000,550.979865035372,156.547570316122,1171.55456171735,259.9841899534,56.9211171042381,6.72129644652647,"Fag","syl","Fagsyl","Fagus_sylvatica","europe"
2001,469.505260914016,158.337765173003,660.226296958855,183.469523415374,43.790551604995,6.44620048014122,"Fag","syl","Fagsyl","Fagus_sylvatica","europe"
2002,495.179874521404,148.212783226117,1110.52549194991,261.102514063014,55.0355466001852,7.48031297735333,"Fag","syl","Fagsyl","Fagus_sylvatica","europe"
2003,550.356117179689,150.890262642256,1170.85375670841,241.872685532007,59.6366054517883,5.51706222395477,"Fag","syl","Fagsyl","Fagus_sylvatica","europe"
2004,413.190118924306,123.721168045402,983.25,246.663655924386,54.9666046556043,6.62444392475955,"Fag","syl","Fagsyl","Fagus_sylvatica","europe"
2005,475.518408806606,144.088564687103,828.801878354204,140.427877180409,49.6344031645745,4.60838778949592,"Fag","syl","Fagsyl","Fagus_sylvatica","europe"
2006,431.320182103085,146.193044062892,1036.44315129812,255.08703911994,54.6419939458613,6.52369145545516,"Fag","syl","Fagsyl","Fagus_sylvatica","europe"
2007,593.478304297282,153.560063237704,1033.61290322581,223.598287041486,53.6704664702484,6.85805930881892,"Fag","syl","Fagsyl","Fagus_sylvatica","europe"
2008,456.468765362351,139.084483642869,1053.27313566936,177.762782900396,54.958206742853,5.62214928121839,"Fag","syl","Fagsyl","Fagus_sylvatica","europe"
2009,538.42172434791,137.949490746071,1121.56379155436,187.948418156179,56.5938332143396,4.43785081908633,"Fag","syl","Fagsyl","Fagus_sylvatica","europe"
2010,422.412787679596,148.771404698668,913.846223021583,132.538642036526,49.6678115925553,5.88539889753937,"Fag","syl","Fagsyl","Fagus_sylvatica","europe"
2011,584.242952519573,163.245116130237,1102.17356115108,240.24218110687,57.0400707844043,5.43041564275124,"Fag","syl","Fagsyl","Fagus_sylvatica","europe"
2012,532.298963953192,152.2048113884,1047.03420342034,237.369662102657,54.7770336174932,6.30833508445732,"Fag","syl","Fagsyl","Fagus_sylvatica","europe"
2013,412.648069120308,159.080942742422,1035.07515751575,266.304307533926,54.9022138597483,6.42842823671905,"Fag","syl","Fagsyl","Fagus_sylvatica","europe"
2014,521.479027534536,144.256471876096,1003.67174887892,202.885974025054,51.8296054560408,5.32440835590407,"Fag","syl","Fagsyl","Fagus_sylvatica","europe"
2015,468.207404370971,151.872224247567,1181.35476618705,269.490421210064,58.824961207919,7.0724957654677,"Fag","syl","Fagsyl","Fagus_sylvatica","europe"
2016,448.00547466158,141.784853782623,1143.67866786679,258.811563654847,58.8163454318652,7.01073436063201,"Fag","syl","Fagsyl","Fagus_sylvatica","europe"
2017,523.543622963167,162.669815591532,1084.499549955,174.636329331327,56.1686307356772,4.36454995900921,"Fag","syl","Fagsyl","Fagus_sylvatica","europe"
1980,279.330618142666,121.684894603141,921.64023343632,267.727476559449,52.4611119012306,8.9939370854252,"Fra","exc","Fraexc","Fraxinus_excelsior","north america"
1981,388.59938493516,141.108929199011,820.374871266735,247.863356556692,46.9674597729881,8.97983998943006,"Fra","exc","Fraexc","Fraxinus_excelsior","north america"
1982,354.115201546061,143.344106805885,1071.15207689667,241.638854276933,56.2172215924217,6.98728652118421,"Fra","exc","Fraexc","Fraxinus_excelsior","north america"
1983,462.983992291843,219.811136760941,908.911603158256,210.078420640049,50.8217512456414,7.72333873111432,"Fra","exc","Fraexc","Fraxinus_excelsior","north america"
1984,393.241626692412,146.335653012656,885.892722279437,298.134394780043,46.8822505221127,11.0135304863859,"Fra","exc","Fraexc","Fraxinus_excelsior","north america"
1985,400.689357946429,164.436932215504,838.983007209063,230.583162327436,47.4240904421673,8.74646714949834,"Fra","exc","Fraexc","Fraxinus_excelsior","north america"
1986,440.574468137819,187.828999262182,962.203913491246,294.586356356566,50.550302925799,9.61211608221008,"Fra","exc","Fraexc","Fraxinus_excelsior","north america"
1987,319.248543835372,126.748084204629,931.17868177137,346.025015296436,50.2173098021288,12.7863860480157,"Fra","exc","Fraexc","Fraxinus_excelsior","north america"
1988,391.703854489323,127.587186427143,760.328184002746,362.671080203869,46.7452749993558,13.9699668073985,"Fra","exc","Fraexc","Fraxinus_excelsior","north america"
1989,468.653456074603,169.661712558446,922.641606591143,200.395307164818,50.5088383324608,7.0618140449398,"Fra","exc","Fraexc","Fraxinus_excelsior","north america"
1990,464.287997081605,174.99396363003,897.079642979746,219.559930367427,49.6864501843432,7.82093639638437,"Fra","exc","Fraexc","Fraxinus_excelsior","north america"
1991,329.146388647097,141.91865214345,844.484723652592,344.683131364823,47.7688672869943,12.0764445857846,"Fra","exc","Fraexc","Fraxinus_excelsior","north america"
1992,388.777757410385,150.480664502405,925.40473738414,374.132446015599,48.8786254715704,11.8302365783306,"Fra","exc","Fraexc","Fraxinus_excelsior","north america"
1993,454.880691219805,144.334549374266,745.334019910745,357.70838418698,44.379548275902,13.3220205428911,"Fra","exc","Fraexc","Fraxinus_excelsior","north america"
1994,404.108374162378,186.104466727151,927.44198420872,343.679818357834,51.847415019503,10.8104315404466,"Fra","exc","Fraexc","Fraxinus_excelsior","north america"
1995,423.419857838801,164.920245373414,667.606934431857,187.073393292569,41.993297015082,8.00143628873687,"Fra","exc","Fraexc","Fraxinus_excelsior","north america"
1996,415.53528979467,165.343291449293,1007.03055269482,169.797995570409,51.2009478016983,5.99192203101809,"Fra","exc","Fraexc","Fraxinus_excelsior","north america"
1997,382.853707091795,180.563523311487,863.065396498455,275.005049461613,48.3375270081411,10.4649438313404,"Fra","exc","Fraexc","Fraxinus_excelsior","north america"
1998,432.198051396295,152.911696121095,824.632166151734,276.990379251361,45.8530715146039,10.2827972431691,"Fra","exc","Fraexc","Fraxinus_excelsior","north america"
1999,429.426253775542,164.433470555509,881.198832417582,287.046622715744,49.6566078073036,9.92316330899027,"Fra","exc","Fraexc","Fraxinus_excelsior","north america"
2000,501.907812338455,179.047318901664,1106.54279821244,265.100237603013,54.5172386738288,7.64181882309497,"Fra","exc","Fraexc","Fraxinus_excelsior","north america"
2001,445.324809419396,180.841823396822,668.711095843353,201.796552161995,41.4949582783873,8.73717117005715,"Fra","exc","Fraexc","Fraxinus_excelsior","north america"
2002,474.126451250753,173.388791318141,875.913917525773,367.357348992078,46.6058615256589,12.1451462927377,"Fra","exc","Fraexc","Fraxinus_excelsior","north america"
2003,485.355947742867,179.45088413107,989.677208662771,312.301193652406,53.4076737630806,9.98357005679758,"Fra","exc","Fraexc","Fraxinus_excelsior","north america"
2004,390.335238424987,160.310766163987,956.444177258674,252.138548532244,52.1317048363889,8.52817707944016,"Fra","exc","Fraexc","Fraxinus_excelsior","north america"
2005,452.203749053947,182.527575428521,829.973511080332,190.597266650361,48.5213752336876,6.77858355562422,"Fra","exc","Fraexc","Fraxinus_excelsior","north america"
2006,401.891224511187,176.015624615185,1031.22647058824,271.469747209614,54.0575465869551,7.38794704025193,"Fra","exc","Fraexc","Fraxinus_excelsior","north america"
2007,535.260976257557,179.833158463192,887.02205375603,271.84963158941,47.7962296372593,10.6350105202875,"Fra","exc","Fraexc","Fraxinus_excelsior","north america"
2008,446.389614644582,174.263278354392,1002.67526659787,190.155946209308,51.7771927886159,6.85371373630021,"Fra","exc","Fraexc","Fraxinus_excelsior","north america"
2009,472.361064880826,173.751286250504,1039.79913793103,222.432751229533,52.2686456433291,7.21247106171039,"Fra","exc","Fraexc","Fraxinus_excelsior","north america"
2010,451.32267908699,170.199232810004,931.418275862069,176.421373160071,48.7420031509,8.08147005856146,"Fra","exc","Fraexc","Fraxinus_excelsior","north america"
2011,495.586246125369,185.939374647404,1007.03086206897,278.219714525815,54.4727299982448,8.15831172903788,"Fra","exc","Fraexc","Fraxinus_excelsior","north america"
2012,534.596218697559,200.564920144408,929.005691617799,279.229869645369,50.1010007834405,8.69177963324029,"Fra","exc","Fraexc","Fraxinus_excelsior","north america"
2013,465.647132341368,198.345748590942,1027.81733425414,255.852276415685,54.2818563485864,6.75413816289301,"Fra","exc","Fraexc","Fraxinus_excelsior","north america"
2014,518.126067283868,167.008058832052,918.709008297116,251.244918092755,49.410152485711,7.37305735220492,"Fra","exc","Fraexc","Fraxinus_excelsior","north america"
2015,438.115948004388,174.759294970177,1147.72983077529,261.418301685691,57.3293556861341,7.12037567200186,"Fra","exc","Fraexc","Fraxinus_excelsior","north america"
2016,455.336165601222,161.745169251087,963.126669285153,369.314347658877,51.5769918844718,13.18465042691,"Fra","exc","Fraexc","Fraxinus_excelsior","north america"
2017,449.147262326426,195.435255315748,1056.87999209174,213.369493773734,55.1146071885982,6.13175543220175,"Fra","exc","Fraexc","Fraxinus_excelsior","north america"
1980,355.289547976735,124.90225965994,647.654262516915,210.138219196924,59.5520149166801,12.4052713388069,"Fra","nig","franig","Fraxinus_nigra","europe"
1981,365.11749849775,147.163194731656,619.252706359946,221.237731899215,58.9818650929016,13.0565334077926,"Fra","nig","franig","Fraxinus_nigra","europe"
1982,386.356254093077,136.04203455788,837.951623815968,210.839408629625,67.3406425326488,11.9383956001283,"Fra","nig","franig","Fraxinus_nigra","europe"
1983,259.791217920066,130.167634357822,688.21098331078,130.810255296916,61.8509692516747,9.10024766651756,"Fra","nig","franig","Fraxinus_nigra","europe"
1984,292.939024727964,95.3892450292739,702.821267478575,209.402161118483,61.4767706602165,14.6323516017789,"Fra","nig","franig","Fraxinus_nigra","europe"
1985,412.758825758578,188.909026479882,750.600360847993,230.506333836975,64.5695219850979,12.4387212582748,"Fra","nig","franig","Fraxinus_nigra","europe"
1986,447.105637560089,148.348427614778,605.716396030672,114.115821086096,54.136415039987,8.82927072884844,"Fra","nig","franig","Fraxinus_nigra","europe"
1987,458.024998237094,151.643943572548,635.925575101488,206.65284694813,57.2431611975847,15.7063162358145,"Fra","nig","franig","Fraxinus_nigra","europe"
1988,387.222628139897,125.01722953461,758.647158322057,260.771639581829,64.6575131237475,16.7703535468768,"Fra","nig","franig","Fraxinus_nigra","europe"
1989,342.332226490991,112.759143846502,752.271538114569,275.372218440693,63.4481869909386,16.9049213749915,"Fra","nig","franig","Fraxinus_nigra","europe"
1990,370.313396883681,156.65722310956,583.259585024808,160.959185157702,54.6599984973942,14.3712554399975,"Fra","nig","franig","Fraxinus_nigra","europe"
1991,457.634697107161,170.391846871659,728.955796120884,222.549209250999,65.6617575934378,15.0283617551622,"Fra","nig","franig","Fraxinus_nigra","europe"
1992,336.157406514303,123.177778142887,644.439332431213,191.302567342143,61.0770242678749,12.5655425180492,"Fra","nig","franig","Fraxinus_nigra","europe"
1993,323.528418612614,133.035335115354,670.378552097429,303.929645076613,56.3367354809791,20.0331055111669,"Fra","nig","franig","Fraxinus_nigra","europe"
1994,320.270336077877,145.307368185173,692.827920613442,278.073015403603,58.9160025555746,16.6071548429978,"Fra","nig","franig","Fraxinus_nigra","europe"
1995,303.233922365111,144.981797623257,765.436287776274,163.287768984557,63.2204665349724,8.62125701287208,"Fra","nig","franig","Fraxinus_nigra","europe"
1996,274.534165078759,134.194753181718,554.218651330627,137.667147359529,53.5595077199675,13.9287949590012,"Fra","nig","franig","Fraxinus_nigra","europe"
1997,228.542936953994,117.075114583969,712.738159675237,238.296966582221,62.4884058641428,13.746807086507,"Fra","nig","franig","Fraxinus_nigra","europe"
1998,483.048270308525,134.610588700746,556.256089309878,260.689404661596,55.3633293628543,18.0622145596799,"Fra","nig","franig","Fraxinus_nigra","europe"
1999,399.239363878728,108.377068603019,960.783829499323,270.112035953963,71.3998019203778,13.6157013111422,"Fra","nig","franig","Fraxinus_nigra","europe"
2000,370.433311003488,171.026146629847,869.357803337844,186.235492636537,70.3042973109174,10.1858944654684,"Fra","nig","franig","Fraxinus_nigra","europe"
2001,407.445039653453,128.885316801777,624.550405953992,192.400521393757,57.7386458553958,10.1108128508802,"Fra","nig","franig","Fraxinus_nigra","europe"
2002,284.575761201858,150.493924917793,790.333897158322,141.946686912343,60.5169954200932,11.7588405020116,"Fra","nig","franig","Fraxinus_nigra","europe"
2003,338.669565036564,144.762589014497,670.931100586378,348.564747330696,61.7766430568149,20.4912260057641,"Fra","nig","franig","Fraxinus_nigra","europe"
2004,342.190273924789,201.768678331038,665.075778078484,224.584622490666,55.9986226311502,14.823781383144,"Fra","nig","franig","Fraxinus_nigra","europe"
2005,331.900515980668,136.454710534978,744.949030221019,187.705682046652,58.285352860864,13.7979668682587,"Fra","nig","franig","Fraxinus_nigra","europe"
2006,412.269658021996,133.176851898365,646.855886332882,164.202230578071,57.7927555103985,12.4030426527966,"Fra","nig","franig","Fraxinus_nigra","europe"
2007,409.964892175528,175.326774928472,890.185949481281,380.981893281088,67.6835890795772,18.7657717131081,"Fra","nig","franig","Fraxinus_nigra","europe"
2008,296.476492882029,140.317830687661,544.939219666216,112.954241606844,51.7634887942906,14.0303058954365,"Fra","nig","franig","Fraxinus_nigra","europe"
2009,333.143015245633,173.428972870864,654.112539467749,193.924401924591,55.3426245033399,16.2456672495095,"Fra","nig","franig","Fraxinus_nigra","europe"
2010,478.86184139036,153.946399306246,878.426702751466,188.345992160713,61.7334477185014,14.7055005730896,"Fra","nig","franig","Fraxinus_nigra","europe"
2011,348.13922884445,150.501509719074,698.438768606225,201.964636614849,56.9626344190377,13.1167181712696,"Fra","nig","franig","Fraxinus_nigra","europe"
2012,500.907607471033,198.492910324957,737.674560216509,214.224355594205,59.2240501999151,13.4250234879756,"Fra","nig","franig","Fraxinus_nigra","europe"
2013,331.614313832485,142.395088516532,825.407645466847,265.635397552451,64.1420246890365,18.5774766587066,"Fra","nig","franig","Fraxinus_nigra","europe"
2014,325.571154177125,141.751591289056,587.256089309878,192.281334353728,53.022142769732,17.4767713134778,"Fra","nig","franig","Fraxinus_nigra","europe"
2015,404.949176740473,155.323978157718,673.371222372576,184.893799251282,54.3355066470198,16.0697580724048,"Fra","nig","franig","Fraxinus_nigra","europe"
2016,357.852272457801,160.397438589524,856.111411817772,159.414556718884,57.4832069704445,10.1431348337932,"Fra","nig","franig","Fraxinus_nigra","europe"
1980,51.3358966151527,61.9145404321708,673.098360655738,181.67663167636,48.0227954724259,5.90082815932308,"Lar","dec","Lardec","Larix_decidua","europe"
1981,159.75736497367,128.425297721484,641.491803278689,123.538843142662,42.2684938343763,8.15729446899807,"Lar","dec","Lardec","Larix_decidua","europe"
1982,126.013433584485,92.6823011133659,895.713114754098,283.564623131665,50.6700890807621,9.18667213402017,"Lar","dec","Lardec","Larix_decidua","europe"
1983,110.481302886713,126.258740593499,817.344262295082,144.173348813838,51.1366108174558,4.21100720328129,"Lar","dec","Lardec","Larix_decidua","europe"
1984,63.1032732950493,76.7441354339466,1001.20491803279,193.465336624962,52.7555765781099,5.47399976369312,"Lar","dec","Lardec","Larix_decidua","europe"
1985,125.055400939933,108.947761578217,725.237704918033,121.06852765264,46.9902088636975,2.97266582652925,"Lar","dec","Lardec","Larix_decidua","europe"
1986,181.722447904621,124.284273380263,794.590163934426,160.196637194125,51.0200136151234,5.72962553778262,"Lar","dec","Lardec","Larix_decidua","europe"
1987,97.7150740009717,87.8722236197995,1015.09016393443,143.498504875972,55.4552333814033,4.57112342565033,"Lar","dec","Lardec","Larix_decidua","europe"
1988,132.866547166752,111.583028438268,806.639344262295,136.061969066413,52.9494755642612,4.62833220060079,"Lar","dec","Lardec","Larix_decidua","europe"
1989,157.548184728158,129.295834219214,859.606557377049,159.854728705839,52.964470138405,4.70930970527935,"Lar","dec","Lardec","Larix_decidua","europe"
1990,178.94097030346,134.086238025775,669.893442622951,105.466389383621,43.6857376818811,5.58453179481744,"Lar","dec","Lardec","Larix_decidua","europe"
1991,70.1014687680013,75.8164217514625,618.901639344262,186.391228774142,46.0730907227319,7.35962029718645,"Lar","dec","Lardec","Larix_decidua","europe"
1992,171.256545660101,114.225887435564,851.704918032787,241.511824711358,49.3739013591005,8.24248095685578,"Lar","dec","Lardec","Larix_decidua","europe"
1993,193.941626394748,148.230450396007,783.44262295082,202.123953272092,48.12059751992,6.46398731666234,"Lar","dec","Lardec","Larix_decidua","europe"
1994,155.027692856634,129.530600052626,1096.3606557377,210.625934837639,57.6104278794703,4.69917177845838,"Lar","dec","Lardec","Larix_decidua","europe"
1995,139.885891642238,108.323146301144,712.893442622951,114.475147039073,44.196225566215,5.83135821482969,"Lar","dec","Lardec","Larix_decidua","europe"
1996,146.50998949574,110.825741167254,852.262295081967,210.16435248311,47.4808205967294,6.95770662746253,"Lar","dec","Lardec","Larix_decidua","europe"
1997,163.197365072663,120.901982872639,702.598360655738,179.74411950678,48.9655360730562,6.74412823622231,"Lar","dec","Lardec","Larix_decidua","europe"
1998,170.313922528819,119.479744042205,705.918032786885,179.590557016228,45.1742982513091,6.12177684673509,"Lar","dec","Lardec","Larix_decidua","europe"
1999,174.51179099431,117.569130977348,724.081967213115,115.122224191214,45.2553735459615,6.33365557538405,"Lar","dec","Lardec","Larix_decidua","europe"
2000,213.0367072646,152.767460700719,944.213114754098,266.851948013257,51.1673093704661,8.55295273507621,"Lar","dec","Lardec","Larix_decidua","europe"
2001,189.093430294793,129.237675821011,668.393442622951,102.20555736497,42.4340534379798,5.94436124055793,"Lar","dec","Lardec","Larix_decidua","europe"
2002,162.488676545592,135.974497950844,950.270491803279,271.915957815561,53.0814534474257,7.72557962531213,"Lar","dec","Lardec","Larix_decidua","europe"
2003,236.455558782443,156.750663961118,791.860655737705,226.992788636327,52.0642774724728,5.8663460830622,"Lar","dec","Lardec","Larix_decidua","europe"
2004,128.432940785422,110.19887322379,792.377049180328,94.4903282412943,51.5580102381746,4.24893221313344,"Lar","dec","Lardec","Larix_decidua","europe"
2005,206.477691585717,127.878378818739,803.491803278689,88.7695749212194,40.8536272082655,6.32982893702645,"Lar","dec","Lardec","Larix_decidua","europe"
2006,143.505726729169,113.808878780648,1035.81967213115,124.596951299877,58.1286799148792,3.0936910109334,"Lar","dec","Lardec","Larix_decidua","europe"
2007,275.61768735078,161.89916316317,639.016393442623,174.979759953666,43.9062968050204,7.04362157283137,"Lar","dec","Lardec","Larix_decidua","europe"
2008,148.922612271714,116.453506503423,772.762295081967,156.444042353738,45.7040372203091,6.5645555097666,"Lar","dec","Lardec","Larix_decidua","europe"
2009,222.990641508648,147.422576062766,778.83606557377,194.361277035651,50.1119203653028,6.59981700798309,"Lar","dec","Lardec","Larix_decidua","europe"
2010,127.788186672159,106.355404280245,730.704918032787,180.157717409154,46.0104226273974,5.96075963215115,"Lar","dec","Lardec","Larix_decidua","europe"
2011,268.831949863491,161.264383508365,863.065573770492,151.017230678319,53.9166538537929,3.74660240073728,"Lar","dec","Lardec","Larix_decidua","europe"
2012,207.597854579051,146.631602978687,848.229508196721,152.291156828253,51.2942141543921,4.85562903639269,"Lar","dec","Lardec","Larix_decidua","europe"
2013,119.300974439646,104.978066397859,858,165.524217764854,53.2978855623306,4.98164809901541,"Lar","dec","Lardec","Larix_decidua","europe"
2014,157.449167450188,145.600474005123,1000.18032786885,135.503444998854,53.7444414908788,3.69537360526426,"Lar","dec","Lardec","Larix_decidua","europe"
2015,175.94211835118,125.760996197636,1098.59016393443,174.075187495632,60.0784812684145,2.83065799923198,"Lar","dec","Lardec","Larix_decidua","europe"
2016,137.396382958857,117.591570880799,905.245901639344,242.755940932294,57.0155037486817,5.65720410861628,"Lar","dec","Lardec","Larix_decidua","europe"
2017,216.919165703208,139.136825979563,660.631147540984,140.127349865499,47.1271720388054,6.50757698684201,"Lar","dec","Lardec","Larix_decidua","europe"
1980,142.625134618912,73.8221839125438,544.428087986464,227.162799516365,33.6538459155798,13.8549192108566,"Pic","abi","Picabi","Picea_abies","europe"
1981,226.026197885893,109.403200702229,536.137267343486,178.403386119498,30.8600304622037,10.5733826614714,"Pic","abi","Picabi","Picea_abies","europe"
1982,173.352176363853,102.276490281914,668.734137055838,383.778172707152,42.2805390330936,14.0783171890787,"Pic","abi","Picabi","Picea_abies","europe"
1983,269.533584472507,171.441582029145,610.74703891709,243.958213460941,36.9088151230993,11.8775891006248,"Pic","abi","Picabi","Picea_abies","europe"
1984,298.377945964893,117.595660239912,588.930203045685,289.134140859754,32.7103035865954,13.4303041666379,"Pic","abi","Picabi","Picea_abies","europe"
1985,185.073665742333,135.321622851936,518.059644670051,203.376353106759,31.3606330025107,11.3329129879812,"Pic","abi","Picabi","Picea_abies","europe"
1986,242.853624708037,156.366904957382,671.4570642978,330.869825245117,38.7090651598216,11.3665775527423,"Pic","abi","Picabi","Picea_abies","europe"
1987,178.040248092901,98.3933830318477,606.485829103215,262.502342875122,33.7066451000797,13.8785479811534,"Pic","abi","Picabi","Picea_abies","europe"
1988,226.41308818045,124.7683373007,464.708756345178,184.862327367894,30.9533584023803,13.2599037828387,"Pic","abi","Picabi","Picea_abies","europe"
1989,259.159591641062,134.953717901976,648.873519458545,291.649424969767,37.9831420781919,11.9788846966452,"Pic","abi","Picabi","Picea_abies","europe"
1990,219.047371318039,144.910637251725,521.849830795262,320.014739722115,33.5871865640001,15.0121230221678,"Pic","abi","Picabi","Picea_abies","europe"
1991,188.79040225058,134.481234976966,624.865059221658,255.277944209414,37.9330435366062,12.2984475208794,"Pic","abi","Picabi","Picea_abies","europe"
1992,209.255072510029,92.4242438351345,429.656302876481,330.433877814179,30.1581150507504,15.3894396804575,"Pic","abi","Picabi","Picea_abies","europe"
1993,280.23958402343,151.010997213285,377.732233502538,237.757315007402,25.4142497513807,14.4704891404279,"Pic","abi","Picabi","Picea_abies","europe"
1994,176.761430813502,121.992322489022,588.127749576988,329.648498289809,36.8312680872932,14.9563989125358,"Pic","abi","Picabi","Picea_abies","europe"
1995,260.966209380958,150.37122818659,468.919204737733,131.757532711407,30.1316357488987,8.49863710381439,"Pic","abi","Picabi","Picea_abies","europe"
1996,207.942522324542,157.746410086303,726.821912013536,274.943435897776,39.1951640490198,10.2211030918605,"Pic","abi","Picabi","Picea_abies","europe"
1997,149.282680644952,115.817532986235,470.646573604061,250.698448767117,30.6145189916184,12.4060188132985,"Pic","abi","Picabi","Picea_abies","europe"
1998,215.278181651542,138.13945190414,548.785532994924,207.143486862327,33.022393554139,9.35701806220833,"Pic","abi","Picabi","Picea_abies","europe"
1999,201.590935384111,133.802631460937,599.64847715736,257.830163276986,35.8768081951751,11.0832964871297,"Pic","abi","Picabi","Picea_abies","europe"
2000,291.979693080164,159.620230891262,883.165186125212,296.514382427532,42.6442690909696,11.6352307354657,"Pic","abi","Picabi","Picea_abies","europe"
2001,233.01775704873,145.539266667214,468.862732656514,198.470593472795,29.4703091999833,10.0956482032776,"Pic","abi","Picabi","Picea_abies","europe"
2002,275.372505531881,149.747588971917,357.727791878173,343.108691370504,24.0777338716707,15.407880270754,"Pic","abi","Picabi","Picea_abies","europe"
2003,258.063035630223,141.214392611766,622.358291032149,309.717390959906,38.6192327128047,13.7425286207979,"Pic","abi","Picabi","Picea_abies","europe"
2004,203.383273863094,100.910929615846,677.881979695431,281.419458807165,38.7555613712232,12.7214267151925,"Pic","abi","Picabi","Picea_abies","europe"
2005,237.761927905471,141.525353895273,681.346023688663,126.850056856559,39.0525826132797,6.91641439655078,"Pic","abi","Picabi","Picea_abies","europe"
2006,212.487656176992,107.43582899379,793.10934856176,387.11426324432,44.2901231107881,14.3443795624226,"Pic","abi","Picabi","Picea_abies","europe"
2007,282.693385121313,169.948992497753,621.833756345178,231.120172043942,36.4382800845841,11.7241770476607,"Pic","abi","Picabi","Picea_abies","europe"
2008,218.950785960414,135.446260232782,806.572154041473,258.32831471363,43.0256187960901,10.0999809422335,"Pic","abi","Picabi","Picea_abies","europe"
2009,263.97790747627,136.700763599403,631.661447312738,411.927036534854,35.3960763382933,15.2806870941892,"Pic","abi","Picabi","Picea_abies","europe"
2010,296.965713860277,152.576701424423,634.55035971223,245.600933607733,33.6213136278064,10.8274323534046,"Pic","abi","Picabi","Picea_abies","europe"
2011,269.225247660236,140.787491730052,809.577232331782,304.16664210702,44.7565097796753,13.1111574901296,"Pic","abi","Picabi","Picea_abies","europe"
2012,288.664421826888,169.379017720213,662.532811176969,255.183300844129,36.6582464281272,11.7819120344599,"Pic","abi","Picabi","Picea_abies","europe"
2013,281.283775782915,134.179548124286,784.085944115157,351.614234206269,45.597683729603,13.8437779422565,"Pic","abi","Picabi","Picea_abies","europe"
2014,288.118206986224,173.795567847378,648.82123059867,302.327189764716,39.2786382274504,13.1430280216984,"Pic","abi","Picabi","Picea_abies","europe"
2015,217.266808617602,151.787444095673,898.149428415895,365.765777727781,48.4717064136933,13.4079300850524,"Pic","abi","Picabi","Picea_abies","europe"
2016,286.925322239586,137.736117735429,634.885427952329,332.460611207317,38.9776282470755,14.7030810751146,"Pic","abi","Picabi","Picea_abies","europe"
2017,183.056073752782,156.185072386833,723.739520958084,301.531704915174,41.3723622814859,14.7804570243514,"Pic","abi","Picabi","Picea_abies","europe"
1980,390.900131351889,150.502705080494,683.778816542015,205.225963017833,62.3861595680026,11.5951133018256,"Pop","gra","popgra","Populus_grandidentata","north america"
1981,411.099207961561,168.813721653361,675.136713594369,226.743369269536,62.5953109098061,12.4779518997285,"Pop","gra","popgra","Populus_grandidentata","north america"
1982,425.453183054297,155.709751722372,874.385173779146,206.323070097074,70.0185959958684,10.9636210756442,"Pop","gra","popgra","Populus_grandidentata","north america"
1983,304.459601068122,162.992328985815,701.507919049714,137.129820301941,64.1724366461946,8.07100622298467,"Pop","gra","popgra","Populus_grandidentata","north america"
1984,326.508408537524,123.939440046738,750.449516058073,218.228323152996,64.8552591294991,14.1091250428349,"Pop","gra","popgra","Populus_grandidentata","north america"
1985,463.924993267205,210.367884081486,783.196436427629,219.017605865984,67.1938223471286,10.5517139978087,"Pop","gra","popgra","Populus_grandidentata","north america"
1986,490.9759958225,169.435968862247,612.228772547294,123.290624642159,56.0198851104951,9.02336254328138,"Pop","gra","popgra","Populus_grandidentata","north america"
1987,493.255553135865,163.041523525158,687.224373075231,221.138518004206,61.1121277168034,14.8765480873885,"Pop","gra","popgra","Populus_grandidentata","north america"
1988,424.277047710908,145.820061516393,828.978772547294,275.298067768288,68.7056358792733,16.0999367830523,"Pop","gra","popgra","Populus_grandidentata","north america"
1989,380.57126742046,140.405061853396,816.237571491421,272.973077579314,67.5448661357272,15.9066120234469,"Pop","gra","popgra","Populus_grandidentata","north america"
1990,417.133509373951,179.797803400801,615.560712714474,166.979012760868,58.47691599295,13.1266656168568,"Pop","gra","popgra","Populus_grandidentata","north america"
