"year","gdd","gdd.sd","utah","utah.sd","ports","ports.sd","gen","spp","species","complex_name","continent"
1991,503.5573378224,188.668967719948,770.11042674879,223.048357697287,68.5552840680192,13.794965009873,"Pop","gra","popgra","Populus_grandidentata","north america"
1992,375.368187886655,146.747154016549,688.196216454025,203.024795385286,64.3731864179349,12.0341449665091,"Pop","gra","popgra","Populus_grandidentata","north america"
1993,365.836830029322,156.128875235607,752.948966124065,328.555865068451,61.3947496701213,19.5364400751005,"Pop","gra","popgra","Populus_grandidentata","north america"
1994,364.727822391304,171.232745559763,761.433567971843,283.968328405493,62.856937700768,16.2769888141338,"Pop","gra","popgra","Populus_grandidentata","north america"
1995,351.570703681778,178.534154684239,794.065882094149,159.570626784888,65.2863996185697,7.93909322907994,"Pop","gra","popgra","Populus_grandidentata","north america"
1996,321.715382374674,163.897423271784,584.778046634404,137.192477229521,57.0586557585375,12.9797733195882,"Pop","gra","popgra","Populus_grandidentata","north america"
1997,269.893054339218,146.915280809416,754.737461504619,256.462411080254,65.4963458000221,13.0759023732478,"Pop","gra","popgra","Populus_grandidentata","north america"
1998,520.604031401415,146.261631396804,625.437747470304,300.71644004259,59.7347500748013,18.4164576995767,"Pop","gra","popgra","Populus_grandidentata","north america"
1999,431.47767618555,127.353119903249,1018.45182578091,267.23908692765,74.3652292613069,12.2347203373838,"Pop","gra","popgra","Populus_grandidentata","north america"
2000,418.262632978191,195.393173451363,908.329740431148,181.169420747824,72.3462761951029,9.41611701722729,"Pop","gra","popgra","Populus_grandidentata","north america"
2001,445.655438714243,150.950133787137,638.564232292125,204.73886893837,59.5264824186634,10.6621742085016,"Pop","gra","popgra","Populus_grandidentata","north america"
2002,339.840158758631,189.953421499906,815.817641882974,137.93985896758,63.2969325348663,11.3180332147504,"Pop","gra","popgra","Populus_grandidentata","north america"
2003,379.974837216054,177.528180956219,765.654201495821,359.911678110963,66.8247401945824,19.5076835619352,"Pop","gra","popgra","Populus_grandidentata","north america"
2004,405.396466247831,227.410070350047,710.901121865376,209.050572783572,59.8819318351881,13.5341069711518,"Pop","gra","popgra","Populus_grandidentata","north america"
2005,367.647964462509,158.901074777527,785.592828860537,196.980934967429,61.8356294222985,13.5850002254762,"Pop","gra","popgra","Populus_grandidentata","north america"
2006,452.526165593703,156.706993232344,675.970633523977,161.048821991386,60.9948914752973,11.495734424736,"Pop","gra","popgra","Populus_grandidentata","north america"
2007,455.825904737668,198.372625666028,972.297404311483,361.093883068241,71.9980846829244,16.7877197477963,"Pop","gra","popgra","Populus_grandidentata","north america"
2008,345.660769188296,168.951400842217,560.909150901892,128.404033055903,55.347557306274,14.0560226527254,"Pop","gra","popgra","Populus_grandidentata","north america"
2009,389.570730343793,199.133982279224,690.469973603168,223.797573330656,58.9142753089026,16.4091972702694,"Pop","gra","popgra","Populus_grandidentata","north america"
2010,525.99487260605,175.91027746706,918.684777826661,182.762908138158,65.2814509680186,14.0815689909275,"Pop","gra","popgra","Populus_grandidentata","north america"
2011,400.064038216791,185.059802762133,715.594478662561,196.044616265961,59.3125099310217,12.7646599977004,"Pop","gra","popgra","Populus_grandidentata","north america"
2012,561.866534253151,222.896795821315,781.574791025077,202.541534982261,62.465608264001,12.9470759975629,"Pop","gra","popgra","Populus_grandidentata","north america"
2013,378.044624150432,163.750598104342,897.553783545975,274.204889588298,68.4696746144332,17.8764454025131,"Pop","gra","popgra","Populus_grandidentata","north america"
2014,372.404313318335,169.2880323718,637.219533655961,200.26059365169,57.2553094047898,17.3552616525708,"Pop","gra","popgra","Populus_grandidentata","north america"
2015,452.841632694996,172.992844570116,718.063462384514,191.869786726697,58.2341955900347,15.6447341097517,"Pop","gra","popgra","Populus_grandidentata","north america"
2016,406.42379352253,189.321257469744,868.394742630884,152.488584134636,59.7501162400182,9.50042288225371,"Pop","gra","popgra","Populus_grandidentata","north america"
1980,218.593117928794,149.085809065056,641.207612765199,348.976081620163,37.9590260747634,16.7429401898438,"Pop","tre","Poptre","Populus_tremuloides","europe"
1981,264.098609237555,173.310570428895,634.508379390266,282.217910839611,36.0002572841976,14.052991743053,"Pop","tre","Poptre","Populus_tremuloides","europe"
1982,264.131393689935,174.173101473755,676.098948119094,463.727711047705,41.050604718979,18.5207281760823,"Pop","tre","Poptre","Populus_tremuloides","europe"
1983,318.223564297807,234.432345163701,655.684703155643,333.222039531798,38.0735504296829,15.5234507819173,"Pop","tre","Poptre","Populus_tremuloides","europe"
1984,314.320926882489,171.266465024938,619.464521305045,381.605722577007,34.1571313077029,16.9990370101503,"Pop","tre","Poptre","Populus_tremuloides","europe"
1985,259.258681241702,203.111477312464,577.426011766803,322.980399694501,33.9354047485979,15.7887232833199,"Pop","tre","Poptre","Populus_tremuloides","europe"
1986,301.925286453759,217.861774091399,670.449367088608,394.395700356113,38.4361529109143,15.3236172699531,"Pop","tre","Poptre","Populus_tremuloides","europe"
1987,242.537091659176,146.433699584427,669.664289534676,369.666995984666,36.5658260114171,16.9064709643002,"Pop","tre","Poptre","Populus_tremuloides","europe"
1988,273.791049282154,170.586774598202,552.217596719558,342.926032102836,34.3401845052823,16.8625125764051,"Pop","tre","Poptre","Populus_tremuloides","europe"
1989,325.618937651087,200.279974373027,660.379122838296,340.829875219124,38.2656628491403,15.4139326671803,"Pop","tre","Poptre","Populus_tremuloides","europe"
1990,299.00884497576,219.780419956562,582.656534141558,387.259349037679,35.4617330849798,17.802740197545,"Pop","tre","Poptre","Populus_tremuloides","europe"
1991,287.330589610726,186.624118072124,636.518630771974,353.043619427982,37.1697932145047,15.4626013520982,"Pop","tre","Poptre","Populus_tremuloides","europe"
1992,272.502427318775,170.841806060479,580.614013193083,458.57179870574,33.9753608277763,18.9924392442342,"Pop","tre","Poptre","Populus_tremuloides","europe"
1993,311.91927620701,196.127303215476,486.937154573008,379.420716580746,29.7870007716345,18.2421828625383,"Pop","tre","Poptre","Populus_tremuloides","europe"
1994,271.191309087085,206.467102643196,642.909074701373,393.723275960195,37.8617932250234,17.2273396432667,"Pop","tre","Poptre","Populus_tremuloides","europe"
1995,349.679367314925,208.021435068404,510.987074344803,232.455912794596,33.4464557358233,11.8493025540339,"Pop","tre","Poptre","Populus_tremuloides","europe"
1996,283.254995484107,205.076284601973,723.876270279907,343.802113318993,39.8008866047704,14.1454560850844,"Pop","tre","Poptre","Populus_tremuloides","europe"
1997,257.888198783328,199.188511838308,581.448386521662,354.42690910738,34.667814581219,16.2629627635322,"Pop","tre","Poptre","Populus_tremuloides","europe"
1998,291.910943793817,189.965078781445,586.199322517383,351.077118616942,34.4893444055554,15.2508072044042,"Pop","tre","Poptre","Populus_tremuloides","europe"
1999,282.900879178076,209.411675556231,629.726154394723,345.432238528214,37.3171443283662,15.5306903121404,"Pop","tre","Poptre","Populus_tremuloides","europe"
2000,347.592964902363,205.522821671238,830.392226778392,389.154835420308,42.3922036954559,15.3893901891982,"Pop","tre","Poptre","Populus_tremuloides","europe"
2001,324.032268084454,211.650463092433,496.612408628989,274.328610586591,31.8626844419451,13.7583232199492,"Pop","tre","Poptre","Populus_tremuloides","europe"
2002,316.89736148111,203.23491100746,543.706364770904,453.667970323247,31.6989621398537,18.7635980371399,"Pop","tre","Poptre","Populus_tremuloides","europe"
2003,337.780738409124,208.353646787912,676.18791228383,398.544578455768,39.376372434738,16.9809382464488,"Pop","tre","Poptre","Populus_tremuloides","europe"
2004,287.297382573173,175.220496013853,692.776698163666,367.479504669899,39.6272554075144,15.9510165188351,"Pop","tre","Poptre","Populus_tremuloides","europe"
2005,339.331324848418,205.350498385093,676.152720785013,222.830514956925,39.6973473498375,11.016721439767,"Pop","tre","Poptre","Populus_tremuloides","europe"
2006,281.469001007795,187.627089436772,729.743838819932,419.258786278383,42.0623395671128,16.1645505642813,"Pop","tre","Poptre","Populus_tremuloides","europe"
2007,352.892467426599,237.114166284438,665.785688633507,313.16542213606,37.3905629690118,14.3299757694531,"Pop","tre","Poptre","Populus_tremuloides","europe"
2008,305.14810812086,212.280931894618,796.872619475386,309.511700950956,42.9861230246007,12.8267662793856,"Pop","tre","Poptre","Populus_tremuloides","europe"
2009,327.311687858768,204.745265186464,675.534380610413,424.539130651276,37.1836683038135,17.3203227825651,"Pop","tre","Poptre","Populus_tremuloides","europe"
2010,350.71434517118,198.933783609047,707.435188509874,294.564738379555,38.5675711049172,13.4909891394585,"Pop","tre","Poptre","Populus_tremuloides","europe"
2011,354.312032375599,212.248971979995,766.973324950602,347.51905344321,41.8387635090578,16.0993760277692,"Pop","tre","Poptre","Populus_tremuloides","europe"
2012,398.926139011148,252.294377856142,693.889516129032,340.785717562023,38.0931532633019,15.2199911530959,"Pop","tre","Poptre","Populus_tremuloides","europe"
2013,335.890017217925,220.080158603449,756.625560940585,392.2023729303,43.5190091298102,15.2720637973149,"Pop","tre","Poptre","Populus_tremuloides","europe"
2014,399.841240500635,231.142989496213,767.477311889719,343.69065504089,43.4193314459154,13.2076506364702,"Pop","tre","Poptre","Populus_tremuloides","europe"
2015,328.12650662897,218.072798252415,986.337378640777,373.047355020798,51.3905891385411,13.2941169885255,"Pop","tre","Poptre","Populus_tremuloides","europe"
2016,361.085521634099,190.492626801624,805.673937838608,411.301168936031,45.1413373335936,16.1779305868421,"Pop","tre","Poptre","Populus_tremuloides","europe"
2017,322.902419357181,244.065055655456,875.289859235852,344.972637608926,46.8591568039084,14.9785815735363,"Pop","tre","Poptre","Populus_tremuloides","europe"
1980,310.497717407932,145.937488524987,501.448530833172,219.425477548654,43.5548688562733,17.8229476649235,"Pru","pen","prupen","Prunus_pensylvanica","north america"
1981,256.476788776115,145.247196191937,456.335250338295,259.72509743612,43.5928732326474,19.5624656999493,"Pru","pen","prupen","Prunus_pensylvanica","north america"
1982,260.969670281267,143.725185613904,674.46322250145,254.17414647865,54.9822235249946,17.3613220890971,"Pru","pen","prupen","Prunus_pensylvanica","north america"
1983,176.738842189109,116.133238796998,536.622124492558,193.996569841495,45.026283119461,17.5476843170421,"Pru","pen","prupen","Prunus_pensylvanica","north america"
1984,221.791922288249,103.03147260522,570.623719311811,221.413871904523,45.276615614729,19.2618606221311,"Pru","pen","prupen","Prunus_pensylvanica","north america"
1985,272.605958369743,178.140913394563,480.970713319157,315.125775042746,44.1824090974127,22.7678181327887,"Pru","pen","prupen","Prunus_pensylvanica","north america"
1986,306.502597612321,149.420012953,492.429634641407,159.598243416086,42.6379544027898,15.1140885517262,"Pru","pen","prupen","Prunus_pensylvanica","north america"
1987,330.420931325991,164.029972567821,475.906195631162,215.84486707386,43.1020441197631,18.8866274882667,"Pru","pen","prupen","Prunus_pensylvanica","north america"
1988,285.249486806775,137.668603726501,559.060699787357,276.42487372691,48.6512695519335,21.2962225946912,"Pru","pen","prupen","Prunus_pensylvanica","north america"
1989,255.797377109396,118.617546277937,509.844819253818,295.184554440134,46.8722070495145,20.5763581487216,"Pru","pen","prupen","Prunus_pensylvanica","north america"
1990,251.830627615345,147.541045736053,476.379663638121,189.862015903043,41.1860958587249,18.5445438369615,"Pru","pen","prupen","Prunus_pensylvanica","north america"
1991,312.393487562131,174.353583564365,484.397641600619,261.760711051919,45.6224813196791,22.342653119493,"Pru","pen","prupen","Prunus_pensylvanica","north america"
1992,239.076204207935,125.094954584366,484.231393775372,237.648790673108,45.6179849209659,19.3587358516315,"Pru","pen","prupen","Prunus_pensylvanica","north america"
1993,234.172735080973,130.545958784772,464.655519041175,284.397359384928,41.3867132000985,21.1028896891194,"Pru","pen","prupen","Prunus_pensylvanica","north america"
1994,233.758180994296,143.47050352448,475.390682389329,289.494596074411,46.5042822853605,18.8242412149546,"Pru","pen","prupen","Prunus_pensylvanica","north america"
1995,208.322513331169,127.124248341897,577.807848443843,214.53159514822,46.8369688556235,17.4227840056047,"Pru","pen","prupen","Prunus_pensylvanica","north america"
1996,167.642175869481,126.742994206624,478.542286874154,162.866167069708,42.2814377570409,16.4320137455244,"Pru","pen","prupen","Prunus_pensylvanica","north america"
1997,157.205137282452,110.484806670865,517.220085057027,274.885226432081,45.2285389999493,20.8887116349793,"Pru","pen","prupen","Prunus_pensylvanica","north america"
1998,357.911338228375,153.55843537961,460.128842064566,240.492708209894,44.2820026350614,18.7726003588928,"Pru","pen","prupen","Prunus_pensylvanica","north america"
1999,290.061980946284,120.380729592076,691.955538372318,306.918852744343,52.5942692605527,20.6085707494614,"Pru","pen","prupen","Prunus_pensylvanica","north america"
2000,234.036129627176,162.034852189028,639.606852890006,267.661969344113,54.8921314863378,18.7747300308294,"Pru","pen","prupen","Prunus_pensylvanica","north america"
2001,296.708043372286,131.999682498183,549.200512275276,185.272102555236,49.0782944594146,13.8643003962229,"Pru","pen","prupen","Prunus_pensylvanica","north america"
2002,174.059108375879,137.889426026864,615.809588246665,205.086437208338,47.7376257517643,16.5040793237088,"Pru","pen","prupen","Prunus_pensylvanica","north america"
2003,255.695842891698,125.023454876993,450.443698047555,313.168461615803,44.427852170653,22.9120066375944,"Pru","pen","prupen","Prunus_pensylvanica","north america"
2004,193.223178040663,176.214317370248,472.245602165088,239.009700571178,40.7528075225476,18.5537383895279,"Pru","pen","prupen","Prunus_pensylvanica","north america"
2005,252.958780007144,120.402401974121,519.161125072492,258.359565424529,42.6432858849541,18.932557702067,"Pru","pen","prupen","Prunus_pensylvanica","north america"
2006,307.833142823893,139.787884916091,593.777740189445,189.618881365953,49.8179398895835,15.6162563900621,"Pru","pen","prupen","Prunus_pensylvanica","north america"
2007,269.754571225212,163.926260992216,573.675961724338,366.4115744566,47.9564456011279,23.3676097060499,"Pru","pen","prupen","Prunus_pensylvanica","north america"
2008,202.127930563274,127.125538952849,509.804707133192,131.269253014281,39.8471177457021,16.10200454291,"Pru","pen","prupen","Prunus_pensylvanica","north america"
2009,192.4219767336,157.210804205917,559.228059153296,205.003932613714,42.0809546745885,18.2394549608785,"Pru","pen","prupen","Prunus_pensylvanica","north america"
2010,318.675552255873,170.14429609819,637.402812681229,270.040475105279,45.7318673350412,18.8163515698576,"Pru","pen","prupen","Prunus_pensylvanica","north america"
2011,233.179528100519,142.647817762772,582.262420259037,236.061603138803,46.0039283618487,17.1562148944602,"Pru","pen","prupen","Prunus_pensylvanica","north america"
2012,310.780928981617,201.596282580468,549.671273922289,226.85557564094,46.7122608181919,16.4395978640432,"Pru","pen","prupen","Prunus_pensylvanica","north america"
