"stn"	"species"	"year"	"doy"
"gomory15 2011-04-01 4.9    14"	"Picea.abies"	2011	235
"gomory15 2011-04-01 4.9    14"	"Picea.abies"	2011	237
"gomory15 2011-04-01 4.9    14"	"Picea.abies"	2011	238
"gomory15 2011-04-01 4.9    14"	"Picea.abies"	2011	237
"gomory15 2011-04-01 4.9    14"	"Picea.abies"	2011	238
"gomory15 2011-04-01 4.9    14"	"Picea.abies"	2011	235
"gomory15 2011-04-01 4.9    14"	"Picea.abies"	2011	234
"gomory15 2011-04-01 4.9    14"	"Picea.abies"	2011	235
"gomory15 2011-04-01 4.9    14"	"Picea.abies"	2011	236
"gomory15 2011-04-01 4.9    14"	"Picea.abies"	2011	235
"gomory15 2011-04-01 4.9    14"	"Picea.abies"	2011	234
"gomory15 2011-03-01 9.2    13"	"Larix.decidua"	2011	165
"gomory15 2011-03-01 9.2    13"	"Larix.decidua"	2011	169
"gomory15 2011-03-01 9.2    13"	"Larix.decidua"	2011	164
"gomory15 2011-03-01 9.2    13"	"Larix.decidua"	2011	168
"gomory15 2011-03-01 9.2    13"	"Larix.decidua"	2011	168
"gomory15 2011-03-01 9.2    13"	"Larix.decidua"	2011	167
"gomory15 2011-03-01 9.2    13"	"Larix.decidua"	2011	170
"gomory15 2011-03-01 9.2    13"	"Larix.decidua"	2011	169
"gomory15 2011-03-01 9.2    13"	"Larix.decidua"	2011	169
"gomory15 2011-03-01 9.2    13"	"Larix.decidua"	2011	170
"gomory15 2011-03-01 9.2    13"	"Larix.decidua"	2011	165
"gomory15 2011-03-01 9.2    13"	"Larix.decidua"	2011	166
"gomory15 2011-03-01 9.2    13"	"Larix.decidua"	2011	164
"gomory15 2011-03-01 9.2    13"	"Larix.decidua"	2011	167
"gomory15 2011-03-01 9.2    13"	"Larix.decidua"	2011	167
"gomory15 2011-03-01 9.2    13"	"Larix.decidua"	2011	167
"gomory15 2011-03-01 9.2    13"	"Larix.decidua"	2011	164
"gomory15 2011-03-01 9.2    13"	"Larix.decidua"	2011	167
"gomory15 2011-03-01 9.2    13"	"Larix.decidua"	2011	167
"gomory15 2011-03-01 9.2    13"	"Larix.decidua"	2011	167
"gomory15 2011-04-01 4.9    14"	"Larix.decidua"	2011	221
"gomory15 2011-04-01 4.9    14"	"Larix.decidua"	2011	222
"gomory15 2011-04-01 4.9    14"	"Larix.decidua"	2011	222
"gomory15 2011-04-01 4.9    14"	"Larix.decidua"	2011	221
"gomory15 2011-04-01 4.9    14"	"Larix.decidua"	2011	221
"gomory15 2011-04-01 4.9    14"	"Larix.decidua"	2011	220
"gomory15 2011-04-01 4.9    14"	"Larix.decidua"	2011	219
"gomory15 2011-04-01 4.9    14"	"Larix.decidua"	2011	221
"gomory15 2011-04-01 4.9    14"	"Larix.decidua"	2011	222
"gomory15 2011-04-01 4.9    14"	"Larix.decidua"	2011	221
"gomory15 2011-04-01 4.9    14"	"Larix.decidua"	2011	217
"gomory15 2011-04-01 4.9    14"	"Larix.decidua"	2011	220
"gomory15 2011-04-01 4.9    14"	"Larix.decidua"	2011	218
"gomory15 2011-04-01 4.9    14"	"Larix.decidua"	2011	219
"gomory15 2011-04-01 4.9    14"	"Larix.decidua"	2011	218
"gomory15 2011-04-01 4.9    14"	"Larix.decidua"	2011	221
"gomory15 2011-04-01 4.9    14"	"Larix.decidua"	2011	223
"gomory15 2011-04-01 4.9    14"	"Larix.decidua"	2011	221
"gomory15 2011-04-01 4.9    14"	"Larix.decidua"	2011	225
"gomory15 2011-04-01 4.9    14"	"Larix.decidua"	2011	222
"guerriero90 1989-12-05 23    12"	"Actinidia.deliciosa"	1990	10
"guerriero90 1989-12-20 23    12"	"Actinidia.deliciosa"	1990	17
"guerriero90 1990-01-05 23    12"	"Actinidia.deliciosa"	1990	27
"guerriero90 1990-01-19 23    12"	"Actinidia.deliciosa"	1990	35
"guerriero90 1990-02-03 23    12"	"Actinidia.deliciosa"	1990	45
"guerriero90 1990-02-18 23    12"	"Actinidia.deliciosa"	1990	58
"guerriero90 1989-12-05 23 5.5 35 0 12"	"Actinidia.deliciosa"	1990	15
"guerriero90 1989-12-05 23 5.5 35 0 12"	"Actinidia.deliciosa"	1990	40
"guerriero90 1989-12-05 23 5.5 35 0 12"	"Actinidia.deliciosa"	1990	25
"guerriero90 1989-12-05 23 5.5 35 0 12"	"Actinidia.deliciosa"	1990	31
"guerriero90 1989-12-05 23 5.5 35 0 12"	"Actinidia.deliciosa"	1990	18
"guerriero90 1989-12-05 23 5.5 35 0 12"	"Actinidia.deliciosa"	1990	24
"guerriero90 1989-12-05 23 5.5 35 0 12"	"Actinidia.deliciosa"	1990	33
"guerriero90 1989-12-05 23 5.5 35 0 12"	"Actinidia.deliciosa"	1990	15
"guerriero90 1989-12-05 23 5.5 35 0 12"	"Actinidia.deliciosa"	1990	27
"guerriero90 1989-12-05 23 5.5 35 0 12"	"Actinidia.deliciosa"	1990	33
"guerriero90 1989-12-05 23 5.5 35 0 12"	"Actinidia.deliciosa"	1990	29
"guerriero90 1989-12-05 23 5.5 35 0 12"	"Actinidia.deliciosa"	1990	17
"guerriero90 1989-12-05 23 5.5 35 0 12"	"Actinidia.deliciosa"	1990	21
"gunderson12 2004-03-01 ambient    13"	"Liquidambar.styrraciflua"	2004	74
"gunderson12 2004-03-01 ambient+2    13"	"Liquidambar.styrraciflua"	2004	155
"gunderson12 2004-03-01 ambient+4    13"	"Liquidambar.styrraciflua"	2004	150
"gunderson12 2004-03-01 ambient    13"	"Quercus.rubra"	2004	150
"gunderson12 2004-03-01 ambient+2    13"	"Quercus.rubra"	2004	180
"gunderson12 2004-03-01 ambient+4    13"	"Quercus.rubra"	2004	179
"gunderson12 2004-03-01 ambient    13"	"Populus.grandidentata"	2004	179
"gunderson12 2004-03-01 ambient+2    13"	"Populus.grandidentata"	2004	172
"gunderson12 2004-03-01 ambient+4    13"	"Populus.grandidentata"	2004	167
"gunderson12 2004-03-01 ambient    13"	"Betula.alleghaniensis"	2004	167
"gunderson12 2004-03-01 ambient+2    13"	"Betula.alleghaniensis"	2004	179
"gunderson12 2004-03-01 ambient+4    13"	"Betula.alleghaniensis"	2004	162
"hawkins12 1998-01-01     13"	"Betula.papyrifera"	1998	73
"hawkins12 1998-01-01     13"	"Betula.papyrifera"	1998	75
"hawkins12 1998-01-01     13"	"Betula.papyrifera"	1998	75
"hawkins12 1998-01-01     13"	"Betula.papyrifera"	1998	79
"hawkins12 1998-01-01     13"	"Betula.papyrifera"	1998	82
"hawkins12 1998-01-01     13"	"Betula.papyrifera"	1998	75
"hawkins12 1998-01-01     13"	"Betula.papyrifera"	1998	78
"hawkins12 1998-01-01     13"	"Betula.papyrifera"	1998	81
"hawkins12 1998-01-01     13"	"Betula.papyrifera"	1998	78
"hawkins12 1998-01-01     13"	"Betula.papyrifera"	1998	83
"hawkins12 1998-01-01     13"	"Betula.papyrifera"	1998	91
"hawkins12 1998-01-01     13"	"Betula.papyrifera"	1998	89
"hawkins12 1998-01-01     13"	"Betula.papyrifera"	1998	83
"hawkins12 1998-01-01     13"	"Betula.papyrifera"	1998	80
"hawkins12 1998-01-01     13"	"Betula.papyrifera"	1998	67
"hawkins12 1998-01-01     13"	"Betula.papyrifera"	1998	72
"hawkins12 1998-01-01     13"	"Betula.papyrifera"	1998	85
"hawkins12 1998-01-01     13"	"Betula.papyrifera"	1998	92
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	99
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	105
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	97
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	109
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	103
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	95
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	98
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	111
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	106
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	112
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	109
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	112
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	110
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	108
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	97
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	102
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	110
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	111
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	111
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	112
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	108
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	115
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	111
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	108
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	108
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	116
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	113
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	116
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	116
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	117
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	117
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	117
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	111
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	113
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	117
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	118
"hawkins12 1998-01-01     13"	"Betula.papyrifera"	1998	75
"hawkins12 1998-01-01     13"	"Betula.papyrifera"	1998	80
"hawkins12 1998-01-01     13"	"Betula.papyrifera"	1998	82
"hawkins12 1998-01-01     13"	"Betula.papyrifera"	1998	91
"hawkins12 1998-01-01     13"	"Betula.papyrifera"	1998	80
"hawkins12 1998-01-01     13"	"Betula.papyrifera"	1998	74
"hawkins12 1998-01-01     13"	"Betula.papyrifera"	1998	77
"hawkins12 1998-01-01     13"	"Betula.papyrifera"	1998	97
"hawkins12 1998-01-01     13"	"Betula.papyrifera"	1998	90
"hawkins12 1998-01-01     13"	"Betula.papyrifera"	1998	94
"hawkins12 1998-01-01     13"	"Betula.papyrifera"	1998	99
"hawkins12 1998-01-01     13"	"Betula.papyrifera"	1998	83
"hawkins12 1998-01-01     13"	"Betula.papyrifera"	1998	88
"hawkins12 1998-01-01     13"	"Betula.papyrifera"	1998	86
"hawkins12 1998-01-01     13"	"Betula.papyrifera"	1998	75
"hawkins12 1998-01-01     13"	"Betula.papyrifera"	1998	77
"hawkins12 1998-01-01     13"	"Betula.papyrifera"	1998	90
"hawkins12 1998-01-01     13"	"Betula.papyrifera"	1998	94
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	109
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	110
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	108
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	113
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	110
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	106
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	108
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	115
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	112
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	117
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	116
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	115
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	115
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	113
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	107
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	110
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	116
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	118
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	114
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	114
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	114
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	118
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	116
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	112
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	113
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	117
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	115
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	122
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	122
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	120
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	120
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	121
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	113
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	115
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	120
"hawkins12 1998-01-01     15"	"Betula.papyrifera"	1998	125
"heide12 2012-02-15 18    10"	"Ribes.nigrum"	2012	50
"heide12 2012-02-15 18    10"	"Ribes.nigrum"	2012	52
"heide12 2012-02-15 18    10"	"Ribes.nigrum"	2012	52
"heide12 2012-02-15 18    10"	"Ribes.nigrum"	2012	53
"heide12 2012-02-15 18    10"	"Ribes.nigrum"	2012	52
"heide12 2012-02-15 18    15"	"Ribes.nigrum"	2012	54
"heide12 2012-02-15 18    15"	"Ribes.nigrum"	2012	54
"heide12 2012-02-15 18    15"	"Ribes.nigrum"	2012	55
"heide12 2012-02-15 18    15"	"Ribes.nigrum"	2012	54
"heide12 2012-02-15 18    15"	"Ribes.nigrum"	2012	54
"heide12 2012-03-01 12    10"	"Ribes.nigrum"	2012	67
"heide12 2012-03-01 12    10"	"Ribes.nigrum"	2012	67
"heide12 2012-03-01 12    10"	"Ribes.nigrum"	2012	66
"heide12 2012-03-01 12    10"	"Ribes.nigrum"	2012	67
"heide12 2012-03-01 18    10"	"Ribes.nigrum"	2012	67
"heide12 2012-03-01 18    10"	"Ribes.nigrum"	2012	67
"heide12 2012-03-01 18    10"	"Ribes.nigrum"	2012	68
"heide12 2012-03-01 18    10"	"Ribes.nigrum"	2012	67
"heide12 2012-03-01 9    10"	"Ribes.nigrum"	2012	64
"heide12 2012-03-01 9    10"	"Ribes.nigrum"	2012	65
"heide12 2012-03-01 9    10"	"Ribes.nigrum"	2012	67
"heide12 2012-03-01 9    10"	"Ribes.nigrum"	2012	65
"heide12 2012-03-01 15    10"	"Ribes.nigrum"	2012	65
"heide12 2012-03-01 15    10"	"Ribes.nigrum"	2012	67
"heide12 2012-03-01 15    10"	"Ribes.nigrum"	2012	68
"heide12 2012-03-01 15    10"	"Ribes.nigrum"	2012	66
"heide12 2012-03-01 21    10"	"Ribes.nigrum"	2012	67
"heide12 2012-03-01 21    10"	"Ribes.nigrum"	2012	68
"heide12 2012-03-01 21    10"	"Ribes.nigrum"	2012	69
"heide12 2012-03-01 21    10"	"Ribes.nigrum"	2012	68
"heide12 2012-03-01 9    10"	"Ribes.nigrum"	2012	63
"heide12 2012-03-01 9    10"	"Ribes.nigrum"	2012	66
"heide12 2012-03-01 9    10"	"Ribes.nigrum"	2012	68
"heide12 2012-03-01 9    10"	"Ribes.nigrum"	2012	66
"heide12 2012-03-01 15    10"	"Ribes.nigrum"	2012	65
"heide12 2012-03-01 15    10"	"Ribes.nigrum"	2012	67
"heide12 2012-03-01 15    10"	"Ribes.nigrum"	2012	68
"heide12 2012-03-01 15    10"	"Ribes.nigrum"	2012	67
"heide12 2012-03-01 21    10"	"Ribes.nigrum"	2012	67
"heide12 2012-03-01 21    10"	"Ribes.nigrum"	2012	68
"heide12 2012-03-01 21    10"	"Ribes.nigrum"	2012	69
"heide12 2012-03-01 21    10"	"Ribes.nigrum"	2012	68
"heide12 2012-03-01 9    10"	"Ribes.nigrum"	2012	63
"heide12 2012-03-01 9    10"	"Ribes.nigrum"	2012	63
"heide12 2012-03-01 9    10"	"Ribes.nigrum"	2012	65
"heide12 2012-03-01 9    10"	"Ribes.nigrum"	2012	64
"heide12 2012-03-01 15    10"	"Ribes.nigrum"	2012	66
"heide12 2012-03-01 15    10"	"Ribes.nigrum"	2012	65
"heide12 2012-03-01 15    10"	"Ribes.nigrum"	2012	65
"heide12 2012-03-01 15    10"	"Ribes.nigrum"	2012	66
"heide12 2012-03-01 21    10"	"Ribes.nigrum"	2012	67
"heide12 2012-03-01 21    10"	"Ribes.nigrum"	2012	67
"heide12 2012-03-01 21    10"	"Ribes.nigrum"	2012	67
"heide12 2012-03-01 21    10"	"Ribes.nigrum"	2012	67
"heide93 1990-12-15 21    24"	"Corylus.avellana"	1991	1
"heide93 1991-01-15 21    24"	"Corylus.avellana"	1991	29
"heide93 1991-02-15 21    24"	"Corylus.avellana"	1991	57
"heide93 1991-03-15 21    24"	"Corylus.avellana"	1991	82
"heide93 1990-12-15 21    8"	"Corylus.avellana"	1991	7
"heide93 1991-01-15 21    8"	"Corylus.avellana"	1991	32
"heide93 1991-02-15 21    8"	"Corylus.avellana"	1991	59
"heide93 1991-03-15 21    8"	"Corylus.avellana"	1991	83
"heide93 1990-12-15 21    24"	"Rubus.idaeus"	1991	7
"heide93 1991-01-15 21    24"	"Rubus.idaeus"	1991	31
"heide93 1991-02-15 21    24"	"Rubus.idaeus"	1991	57
"heide93 1991-03-15 21    24"	"Rubus.idaeus"	1991	81
"heide93 1990-12-15 21    8"	"Rubus.idaeus"	1991	7
"heide93 1991-01-15 21    8"	"Rubus.idaeus"	1991	31
"heide93 1991-02-15 21    8"	"Rubus.idaeus"	1991	57
"heide93 1991-03-15 21    8"	"Rubus.idaeus"	1991	81
"heide93 1990-12-15 21    24"	"Sorbus.aucuparia"	1991	4
"heide93 1991-01-15 21    24"	"Sorbus.aucuparia"	1991	30
"heide93 1991-02-15 21    24"	"Sorbus.aucuparia"	1991	58
"heide93 1991-03-15 21    24"	"Sorbus.aucuparia"	1991	84
"heide93 1990-12-15 21    8"	"Sorbus.aucuparia"	1991	5
"heide93 1991-01-15 21    8"	"Sorbus.aucuparia"	1991	30
"heide93 1991-02-15 21    8"	"Sorbus.aucuparia"	1991	58
"heide93 1991-03-15 21    8"	"Sorbus.aucuparia"	1991	83
"heide93a 1991-10-15 21    8"	"Fagus.sylvatica"	NA	NA
"heide93a 1991-11-15 21    8"	"Fagus.sylvatica"	NA	NA
"heide93a 1991-12-15 21    8"	"Fagus.sylvatica"	NA	NA
"heide93a 1992-01-15 21    8"	"Fagus.sylvatica"	NA	NA
"heide93a 1992-02-15 21    8"	"Fagus.sylvatica"	1992	86
"heide93a 1992-03-15 21    8"	"Fagus.sylvatica"	1992	109
"heide93a 1991-10-15 21    24"	"Fagus.sylvatica"	1991	310
"heide93a 1991-11-15 21    24"	"Fagus.sylvatica"	NA	NA
"heide93a 1991-12-15 21    24"	"Fagus.sylvatica"	NA	NA
"heide93a 1992-01-15 21    24"	"Fagus.sylvatica"	1992	47
"heide93a 1992-02-15 21    24"	"Fagus.sylvatica"	1992	68
"heide93a 1992-03-15 21    24"	"Fagus.sylvatica"	1992	88
"heide93a 1991-03-15 9    8"	"Fagus.sylvatica"	1991	123
"heide93a 1991-03-15 9    24"	"Fagus.sylvatica"	1991	99
"heide93a 1991-03-15 15    8"	"Fagus.sylvatica"	1991	118
"heide93a 1991-03-15 15    24"	"Fagus.sylvatica"	1991	92
"heide93a 1991-03-15 21    8"	"Fagus.sylvatica"	1991	113
"heide93a 1991-03-15 21    24"	"Fagus.sylvatica"	1991	88
"heide93a 1992-03-15 21    8"	"Fagus.sylvatica"	1992	110
"heide93a 1992-03-15 21    13"	"Fagus.sylvatica"	1992	96
"heide93a 1992-03-15 21    14"	"Fagus.sylvatica"	1992	94
"heide93a 1992-03-15 21    15"	"Fagus.sylvatica"	1992	93
"heide93a 1992-03-15 21    16"	"Fagus.sylvatica"	1992	91
"heide93a 1992-03-15 21    24"	"Fagus.sylvatica"	1992	87
"heide93a 1992-03-15 21    8"	"Fagus.sylvatica"	1992	108
"heide93a 1992-03-15 21    13"	"Fagus.sylvatica"	1992	95
"heide93a 1992-03-15 21    14"	"Fagus.sylvatica"	1992	93
"heide93a 1992-03-15 21    15"	"Fagus.sylvatica"	1992	91
"heide93a 1992-03-15 21    16"	"Fagus.sylvatica"	1992	90
"heide93a 1992-03-15 21    24"	"Fagus.sylvatica"	1992	88
"heide93a 1992-03-15 21    8"	"Fagus.sylvatica"	1992	105
"heide93a 1992-03-15 21    13"	"Fagus.sylvatica"	1992	96
"heide93a 1992-03-15 21    14"	"Fagus.sylvatica"	1992	94
"heide93a 1992-03-15 21    15"	"Fagus.sylvatica"	1992	92
"heide93a 1992-03-15 21    16"	"Fagus.sylvatica"	1992	92
"heide93a 1992-03-15 21    24"	"Fagus.sylvatica"	1992	89
"heide93a 1992-03-15 21    8"	"Fagus.sylvatica"	1992	107
"heide93a 1992-03-15 21    13"	"Fagus.sylvatica"	1992	94
"heide93a 1992-03-15 21    14"	"Fagus.sylvatica"	1992	92
"heide93a 1992-03-15 21    15"	"Fagus.sylvatica"	1992	91
"heide93a 1992-03-15 21    16"	"Fagus.sylvatica"	1992	90
"heide93a 1992-03-15 21    24"	"Fagus.sylvatica"	1992	88
"heide93a 1992-03-15 21    8"	"Carpinus.betulus"	1992	82
"heide93a 1992-03-15 21    13"	"Carpinus.betulus"	1992	82
"heide93a 1992-03-15 21    14"	"Carpinus.betulus"	1992	81
"heide93a 1992-03-15 21    15"	"Carpinus.betulus"	1992	81
"heide93a 1992-03-15 21    16"	"Carpinus.betulus"	1992	81
"heide93a 1992-03-15 21    24"	"Carpinus.betulus"	1992	81
"karlsson03 2001-04-15 23.5  105  24"	"Betula.occidentalis"	2001	113
"karlsson03 2001-04-15 17  105  24"	"Betula.occidentalis"	2001	117
"karlsson03 2001-04-15 12  105  24"	"Betula.occidentalis"	2001	118
"karlsson03 2001-04-15 23.5  105  24"	"Betula.occidentalis"	2001	112
"karlsson03 2001-04-15 17  105  24"	"Betula.occidentalis"	2001	115
"karlsson03 2001-04-15 12  105  24"	"Betula.occidentalis"	2001	119
"karlsson03 2001-05-15 23.5  130  24"	"Betula.occidentalis"	2001	141
"karlsson03 2001-05-15 17  130  24"	"Betula.occidentalis"	2001	143
"karlsson03 2001-05-15 12  130  24"	"Betula.occidentalis"	2001	146
"karlsson03 2001-05-15 23.5  130  24"	"Betula.occidentalis"	2001	138
"karlsson03 2001-05-15 17  130  24"	"Betula.occidentalis"	2001	141
"karlsson03 2001-05-15 12  130  24"	"Betula.occidentalis"	2001	143
"karlsson03 2001-01-15 23.5  15  24"	"Betula.occidentalis"	2001	27
"karlsson03 2001-01-15 17  15  24"	"Betula.occidentalis"	2001	33
"karlsson03 2001-01-15 12  15  24"	"Betula.occidentalis"	2001	43
"karlsson03 2001-01-15 23.5  15  24"	"Betula.occidentalis"	2001	25
"karlsson03 2001-01-15 17  15  24"	"Betula.occidentalis"	2001	36
"karlsson03 2001-01-15 12  15  24"	"Betula.occidentalis"	2001	39
"karlsson03 2001-02-15 23.5  45  24"	"Betula.occidentalis"	2001	58
"karlsson03 2001-02-15 17  45  24"	"Betula.occidentalis"	2001	63
"karlsson03 2001-02-15 12  45  24"	"Betula.occidentalis"	2001	68
"karlsson03 2001-02-15 23.5  45  24"	"Betula.occidentalis"	2001	56
"karlsson03 2001-02-15 17  45  24"	"Betula.occidentalis"	2001	60
"karlsson03 2001-02-15 12  45  24"	"Betula.occidentalis"	2001	65
"karlsson03 2001-03-15 23.5  75  24"	"Betula.occidentalis"	2001	85
"karlsson03 2001-03-15 17  75  24"	"Betula.occidentalis"	2001	87
"karlsson03 2001-03-15 12  75  24"	"Betula.occidentalis"	2001	94
"karlsson03 2001-03-15 23.5  75  24"	"Betula.occidentalis"	2001	84
"karlsson03 2001-03-15 17  75  24"	"Betula.occidentalis"	2001	87
"karlsson03 2001-03-15 12  75  24"	"Betula.occidentalis"	2001	94
"morin10 2004-01-01 ambient    ambient"	"Quercus.pubescens"	2004	21
"morin10 2004-01-01 ambient + 1.5    ambient"	"Quercus.pubescens"	2004	121
"morin10 2004-01-01 ambient + 3    ambient"	"Quercus.pubescens"	2004	119
"morin10 2004-01-01 ambient    ambient"	"Quercus.ilex"	2004	119
"morin10 2004-01-01 ambient + 1.5    ambient"	"Quercus.ilex"	2004	104
"morin10 2004-01-01 ambient + 3    ambient"	"Quercus.ilex"	2004	96
"morin10 2004-01-01 ambient + 1.5    ambient"	"Quercus.robur"	2004	122
"morin10 2004-01-01 ambient + 3    ambient"	"Quercus.robur"	2004	120
"myking98 1996-12-15 15    24"	"Betula.pendula"	1997	7
"myking98 1997-01-15 15    24"	"Betula.pendula"	1997	33
"myking98 1997-02-15 15    24"	"Betula.pendula"	1997	59
"myking98 1997-03-15 15    24"	"Betula.pendula"	1997	82
"myking98 1997-04-15 15    24"	"Betula.pendula"	1997	109
"myking98 1997-03-15 15    24"	"Prunus.padus"	1997	78
"myking98 1997-04-15 15    24"	"Alnus.glutinosa"	1997	109
"myking98 1996-11-15 15    24"	"Betula.pendula"	1996	352
"myking98 1996-11-15 15    24"	"Prunus.padus"	1996	345
"myking98 1996-12-15 15    24"	"Prunus.padus"	1996	364
"myking98 1997-01-15 15    24"	"Prunus.padus"	1997	30
"myking98 1997-02-15 15    24"	"Prunus.padus"	1997	54
"myking98 1997-04-15 15    24"	"Prunus.padus"	1997	106
"myking98 1996-11-15 15    24"	"Alnus.glutinosa"	1997	12
"myking98 1996-12-15 15    24"	"Alnus.glutinosa"	1997	24
"myking98 1997-01-15 15    24"	"Alnus.glutinosa"	1997	49
"myking98 1997-02-15 15    24"	"Alnus.glutinosa"	1997	68
"myking98 1997-03-15 15    24"	"Alnus.glutinosa"	1997	85
"myking98 1997-03-15 15    24"	"Alnus.glutinosa"	1997	85
"myking98 1997-03-15 15    24"	"Alnus.glutinosa"	1997	85
"myking98 1997-03-15 15    24"	"Alnus.glutinosa"	1997	85
"myking98 1997-03-15 15    24"	"Alnus.glutinosa"	1997	85
"myking98 1997-03-15 15    24"	"Alnus.glutinosa"	1997	85
"myking98 1997-03-15 15    24"	"Alnus.glutinosa"	1997	85
"myking98 1997-03-15 15    24"	"Alnus.glutinosa"	1997	85
"myking98 1997-03-15 15    24"	"Alnus.glutinosa"	1997	85
"myking98 1997-03-15 15    24"	"Alnus.glutinosa"	1997	85
"myking98 1997-03-15 15    24"	"Alnus.glutinosa"	1997	85
"myking98 1997-03-15 15    24"	"Alnus.glutinosa"	1997	85
"myking98 1997-03-15 15    24"	"Alnus.glutinosa"	1997	85
"myking98 1997-03-15 15    24"	"Alnus.glutinosa"	1997	85
"myking98 1997-03-15 15    24"	"Alnus.glutinosa"	1997	85
"myking98 1997-03-15 15    24"	"Alnus.glutinosa"	1997	85
"myking98 1997-03-15 15    24"	"Alnus.glutinosa"	1997	85
"myking98 1997-03-15 15    24"	"Alnus.glutinosa"	1997	85
"myking98 1997-03-15 15    24"	"Alnus.glutinosa"	1997	85
"myking98 1997-03-15 15    24"	"Alnus.glutinosa"	1997	85
"myking98 1997-03-15 15    24"	"Alnus.glutinosa"	1997	85
"myking98 1997-03-15 15    24"	"Alnus.glutinosa"	1997	85
